date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (to 2015 election),SNP (to 2015 election) (low),SNP (to 2015 election) (high),SNP (to 2017 election),SNP (to 2017 election) (low),SNP (to 2017 election) (high),SNP (to 2019 election),SNP (to 2019 election) (low),SNP (to 2019 election) (high),SNP (to 2024 election),SNP (to 2024 election) (low),SNP (to 2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2025-10-22,,,,,,,,,,,,,9.62,8.52,10.38,,,,,,,,,,,,,16.12,14.85,17.46,,,,,,,,,,,,,9.57,8.48,10.85,,,,,,,,,,,,,,,,,,,,,,7.44,6.15,9.18,,,,,,,,,,,,,33.62,31.86,36.09,,,,,,,,,,20.4,18.84,21.73,,,,,,,,
2025-10-23,,,,,,,,,,,,,9.61,8.46,10.38,,,,,,,,,,,,,16.11,14.83,17.45,,,,,,,,,,,,,9.58,8.45,10.87,,,,,,,,,,,,,,,,,,,,,,7.49,6.18,9.27,,,,,,,,,,,,,33.61,31.88,36.07,,,,,,,,,,20.4,18.84,21.76,,,,,,,,
2025-10-24,,,,,,,,,,,,,9.6,8.39,10.39,,,,,,,,,,,,,16.09,14.82,17.46,,,,,,,,,,,,,9.59,8.48,10.86,,,,,,,,,,,,,,,,,,,,,,7.53,6.21,9.36,,,,,,,,,,,,,33.6,31.9,36.02,,,,,,,,,,20.39,18.8,21.78,,,,,,,,
2025-10-25,,,,,,,,,,,,,9.59,8.37,10.38,,,,,,,,,,,,,16.07,14.79,17.44,,,,,,,,,,,,,9.59,8.53,10.85,,,,,,,,,,,,,,,,,,,,,,7.58,6.25,9.44,,,,,,,,,,,,,33.58,31.97,35.96,,,,,,,,,,20.39,18.85,21.78,,,,,,,,
2025-10-26,,,,,,,,,,,,,9.59,8.35,10.37,,,,,,,,,,,,,16.05,14.76,17.42,,,,,,,,,,,,,9.61,8.56,10.83,,,,,,,,,,,,,,,,,,,,,,7.62,6.31,9.47,,,,,,,,,,,,,33.55,32.04,35.88,,,,,,,,,,20.4,18.92,21.78,,,,,,,,
2025-10-27,,,,,,,,,,,,,9.58,8.33,10.37,,,,,,,,,,,,,16.02,14.73,17.4,,,,,,,,,,,,,9.62,8.57,10.89,,,,,,,,,,,,,,,,,,,,,,7.67,6.35,9.52,,,,,,,,,,,,,33.52,32.05,35.78,,,,,,,,,,20.4,18.93,21.73,11.0,9.0,8.0,,15.0,32.0,,22.0
2025-10-28,,,,,,,,,,,,,9.58,8.34,10.37,,,,,,,,,,,,,15.99,14.69,17.38,,,,,,,,,,,,,9.64,8.55,10.87,,,,,,,,,,,,,,,,,,,,,,7.72,6.39,9.63,,,,,,,,,,,,,33.48,32.06,35.66,,,,,,,,,,20.41,18.93,21.71,,,,,,,,
2025-10-29,,,,,,,,,,,,,9.57,8.31,10.37,,,,,,,,,,,,,15.96,14.69,17.36,,,,,,,,,,,,,9.66,8.6,10.86,,,,,,,,,,,,,,,,,,,,,,7.76,6.44,9.72,,,,,,,,,,,,,33.44,32.06,35.56,,,,,,,,,,20.42,18.93,21.71,,,,,,,,
2025-10-30,,,,,,,,,,,,,9.57,8.28,10.37,,,,,,,,,,,,,15.93,14.69,17.33,,,,,,,,,,,,,9.68,8.6,10.86,,,,,,,,,,,,,,,,,,,,,,7.81,6.47,9.79,,,,,,,,,,,,,33.4,32.04,35.44,,,,,,,,,,20.44,18.97,21.7,,,,,,,,
2025-10-31,,,,,,,,,,,,,9.57,8.27,10.37,,,,,,,,,,,,,15.9,14.68,17.29,,,,,,,,,,,,,9.7,8.62,10.89,,,,,,,,,,,,,,,,,,,,,,7.85,6.49,9.86,,,,,,,,,,,,,33.36,32.02,35.28,,,,,,,,,,20.45,18.99,21.7,,,,,,,,
2025-11-01,,,,,,,,,,,,,9.57,8.27,10.39,,,,,,,,,,,,,15.87,14.66,17.27,,,,,,,,,,,,,9.72,8.62,10.89,,,,,,,,,,,,,,,,,,,,,,7.9,6.51,9.92,,,,,,,,,,,,,33.31,32.01,35.11,,,,,,,,,,20.46,19.02,21.7,,,,,,,,
2025-11-02,,,,,,,,,,,,,9.57,8.29,10.41,,,,,,,,,,,,,15.85,14.61,17.22,,,,,,,,,,,,,9.74,8.62,10.95,,,,,,,,,,,,,,,,,,,,,,7.94,6.53,9.99,,,,,,,,,,,,,33.28,32.01,34.99,,,,,,,,,,20.47,19.07,21.79,,,,,,,,
2025-11-03,,,,,,,,,,,,,9.57,8.32,10.41,,,,,,,,,,,,,15.82,14.52,17.18,,,,,,,,,,,,,9.77,8.61,10.97,,,,,,,,,,,,,,,,,,,,,,7.97,6.58,9.96,,,,,,,,,,,,,33.24,31.97,34.84,,,,,,,,,,20.48,19.09,21.79,4.0,18.0,10.0,,10.0,36.0,,19.0
2025-11-04,,,,,,,,,,,,,9.57,8.35,10.44,,,,,,,,,,,,,15.8,14.47,17.15,,,,,,,,,,,,,9.79,8.58,10.99,,,,,,,,,,,,,,,,,,,,,,8.01,6.58,10.01,,,,,,,,,,,,,33.21,31.97,34.84,,,,,,,,,,20.48,19.17,21.8,,,,,,,,
2025-11-05,,,,,,,,,,,,,9.58,8.38,10.47,,,,,,,,,,,,,15.78,14.43,17.12,,,,,,,,,,,,,9.81,8.57,11.03,,,,,,,,,,,,,,,,,,,,,,8.03,6.59,10.09,,,,,,,,,,,,,33.18,32.0,34.76,,,,,,,,,,20.49,19.14,21.76,,,,,,,,
2025-11-06,,,,,,,,,,,,,9.59,8.38,10.51,,,,,,,,,,,,,15.77,14.44,17.11,,,,,,,,,,,,,9.83,8.56,11.07,,,,,,,,,,,,,,,,,,,,,,8.05,6.61,10.1,,,,,,,,,,,,,33.16,32.01,34.8,,,,,,,,,,20.48,19.15,21.75,,,,,,,,
2025-11-07,,,,,,,,,,,,,9.59,8.3,10.53,,,,,,,,,,,,,15.76,14.43,17.1,,,,,,,,,,,,,9.85,8.54,11.11,,,,,,,,,,,,,,,,,,,,,,8.07,6.63,10.06,,,,,,,,,,,,,33.15,32.03,34.76,,,,,,,,,,20.48,19.13,21.76,11.0,15.5,6.5,,8.0,31.0,,24.5
2025-11-08,,,,,,,,,,,,,9.6,8.28,10.52,,,,,,,,,,,,,15.74,14.45,17.05,,,,,,,,,,,,,9.87,8.55,11.14,,,,,,,,,,,,,,,,,,,,,,8.07,6.65,10.01,,,,,,,,,,,,,33.15,32.05,34.69,,,,,,,,,,20.48,19.07,21.75,,,,,,,,
2025-11-09,,,,,,,,,,,,,9.62,8.32,10.56,,,,,,,,,,,,,15.73,14.45,17.01,,,,,,,,,,,,,9.89,8.55,11.17,,,,,,,,,,,,,,,,,,,,,,8.07,6.67,9.95,,,,,,,,,,,,,33.15,32.07,34.7,,,,,,,,,,20.48,19.05,21.75,,,,,,,,
2025-11-10,,,,,,,,,,,,,9.63,8.36,10.59,,,,,,,,,,,,,15.71,14.4,16.96,,,,,,,,,,,,,9.9,8.55,11.2,,,,,,,,,,,,,,,,,,,,,,8.06,6.69,9.89,,,,,,,,,,,,,33.16,32.09,34.76,,,,,,,,,,20.48,19.04,21.79,11.0,17.0,12.0,,5.0,31.0,,21.0
2025-11-11,,,,,,,,,,,,,9.65,8.39,10.62,,,,,,,,,,,,,15.69,14.39,16.92,,,,,,,,,,,,,9.91,8.54,11.22,,,,,,,,,,,,,,,,,,,,,,8.04,6.69,9.82,,,,,,,,,,,,,33.19,32.12,34.88,,,,,,,,,,20.49,19.02,21.85,,,,,,,,
2025-11-12,,,,,,,,,,,,,9.67,8.43,10.64,,,,,,,,,,,,,15.68,14.39,16.88,,,,,,,,,,,,,9.92,8.47,11.25,,,,,,,,,,,,,,,,,,,,,,8.01,6.65,9.81,,,,,,,,,,,,,33.21,32.15,34.93,,,,,,,,,,20.49,19.01,21.92,,,,,,,,
2025-11-13,,,,,,,,,,,,,9.68,8.42,10.63,,,,,,,,,,,,,15.66,14.35,16.82,,,,,,,,,,,,,9.93,8.41,11.29,,,,,,,,,,,,,,,,,,,,,,7.97,6.63,9.77,,,,,,,,,,,,,33.25,32.15,35.01,,,,,,,,,,20.5,18.99,21.97,,,,,,,,
2025-11-14,,,,,,,,,,,,,9.7,8.41,10.66,,,,,,,,,,,,,15.64,14.32,16.75,,,,,,,,,,,,,9.94,8.39,11.3,,,,,,,,,,,,,,,,,,,,,,7.93,6.59,9.72,,,,,,,,,,,,,33.29,32.12,35.07,,,,,,,,,,20.51,18.98,22.04,,,,,,,,
2025-11-15,,,,,,,,,,,,,9.73,8.44,10.69,,,,,,,,,,,,,15.62,14.34,16.67,,,,,,,,,,,,,9.94,8.38,11.32,,,,,,,,,,,,,,,,,,,,,,7.87,6.56,9.6,,,,,,,,,,,,,33.34,32.18,35.14,,,,,,,,,,20.52,18.91,22.14,,,,,,,,
2025-11-16,,,,,,,,,,,,,9.75,8.52,10.68,,,,,,,,,,,,,15.59,14.35,16.63,,,,,,,,,,,,,9.94,8.38,11.32,,,,,,,,,,,,,,,,,,,,,,7.82,6.53,9.46,,,,,,,,,,,,,33.39,32.24,35.21,,,,,,,,,,20.53,18.87,22.16,,,,,,,,
2025-11-17,,,,,,,,,,,,,9.78,8.59,10.72,,,,,,,,,,,,,15.57,14.34,16.56,,,,,,,,,,,,,9.94,8.39,11.33,,,,,,,,,,,,,,,,,,,,,,7.76,6.47,9.31,,,,,,,,,,,,,33.44,32.27,35.3,,,,,,,,,,20.54,18.84,22.18,9.0,16.0,12.0,,9.0,31.0,,20.0
2025-11-18,,,,,,,,,,,,,9.81,8.67,10.78,,,,,,,,,,,,,15.55,14.35,16.47,,,,,,,,,,,,,9.94,8.4,11.33,,,,,,,,,,,,,,,,,,,,,,7.69,6.42,9.23,,,,,,,,,,,,,33.49,32.29,35.41,,,,,,,,,,20.56,18.84,22.26,,,,,,,,
2025-11-19,,,,,,,,,,,,,9.84,8.71,10.83,,,,,,,,,,,,,15.52,14.36,16.41,,,,,,,,,,,,,9.94,8.4,11.34,,,,,,,,,,,,,,,,,,,,,,7.63,6.41,9.16,,,,,,,,,,,,,33.55,32.32,35.49,,,,,,,,,,20.57,18.83,22.34,,,,,,,,
2025-11-20,,,,,,,,,,,,,9.87,8.77,10.82,,,,,,,,,,,,,15.5,14.37,16.39,,,,,,,,,,,,,9.93,8.43,11.35,,,,,,,,,,,,,,,,,,,,,,7.56,6.39,8.97,,,,,,,,,,,,,33.6,32.36,35.56,,,,,,,,,,20.58,18.85,22.4,,,,,,,,
2025-11-21,,,,,,,,,,,,,9.91,8.81,10.85,,,,,,,,,,,,,15.48,14.35,16.32,,,,,,,,,,,,,9.93,8.45,11.35,,,,,,,,,,,,,,,,,,,,,,7.49,6.35,8.86,,,,,,,,,,,,,33.65,32.4,35.63,,,,,,,,,,20.59,18.87,22.4,,,,,,,,
2025-11-22,,,,,,,,,,,,,9.94,8.86,10.89,,,,,,,,,,,,,15.45,14.4,16.27,,,,,,,,,,,,,9.93,8.42,11.36,,,,,,,,,,,,,,,,,,,,,,7.42,6.29,8.73,,,,,,,,,,,,,33.71,32.37,35.69,,,,,,,,,,20.6,18.85,22.41,,,,,,,,
2025-11-23,,,,,,,,,,,,,9.98,8.94,10.94,,,,,,,,,,,,,15.43,14.42,16.27,,,,,,,,,,,,,9.93,8.44,11.36,,,,,,,,,,,,,,,,,,,,,,7.36,6.26,8.63,,,,,,,,,,,,,33.77,32.38,35.77,,,,,,,,,,20.6,18.81,22.45,,,,,,,,
2025-11-24,,,,,,,,,,,,,10.01,8.99,11.0,,,,,,,,,,,,,15.4,14.33,16.26,,,,,,,,,,,,,9.92,8.47,11.36,,,,,,,,,,,,,,,,,,,,,,7.29,6.26,8.59,,,,,,,,,,,,,33.82,32.4,35.83,,,,,,,,,,20.6,18.73,22.51,10.0,15.0,15.0,,6.0,33.0,,18.0
2025-11-25,,,,,,,,,,,,,10.05,9.05,11.05,,,,,,,,,,,,,15.37,14.32,16.25,,,,,,,,,,,,,9.92,8.49,11.35,,,,,,,,,,,,,,,,,,,,,,7.23,6.22,8.51,,,,,,,,,,,,,33.88,32.4,35.86,,,,,,,,,,20.6,18.67,22.56,,,,,,,,
2025-11-26,,,,,,,,,,,,,10.08,9.11,11.08,,,,,,,,,,,,,15.34,14.31,16.21,,,,,,,,,,,,,9.92,8.5,11.4,,,,,,,,,,,,,,,,,,,,,,7.16,6.12,8.36,,,,,,,,,,,,,33.94,32.42,35.9,,,,,,,,,,20.59,18.65,22.6,,,,,,,,
2025-11-27,,,,,,,,,,,,,10.12,9.17,11.12,,,,,,,,,,,,,15.3,14.25,16.23,,,,,,,,,,,,,9.92,8.51,11.44,,,,,,,,,,,,,,,,,,,,,,7.1,6.11,8.19,,,,,,,,,,,,,34.0,32.45,35.95,,,,,,,,,,20.58,18.63,22.53,,,,,,,,
2025-11-28,,,,,,,,,,,,,10.16,9.21,11.14,,,,,,,,,,,,,15.27,14.15,16.22,,,,,,,,,,,,,9.92,8.5,11.44,,,,,,,,,,,,,,,,,,,,,,7.05,6.09,8.04,,,,,,,,,,,,,34.06,32.53,35.99,,,,,,,,,,20.57,18.61,22.61,,,,,,,,
2025-11-29,,,,,,,,,,,,,10.19,9.26,11.17,,,,,,,,,,,,,15.23,14.08,16.22,,,,,,,,,,,,,9.92,8.46,11.44,,,,,,,,,,,,,,,,,,,,,,7.0,6.05,7.97,,,,,,,,,,,,,34.12,32.6,36.03,,,,,,,,,,20.55,18.59,22.62,,,,,,,,
2025-11-30,,,,,,,,,,,,,10.23,9.35,11.22,,,,,,,,,,,,,15.18,13.99,16.2,,,,,,,,,,,,,9.92,8.49,11.44,,,,,,,,,,,,,,,,,,,,,,6.95,6.02,7.9,,,,,,,,,,,,,34.19,32.64,36.08,,,,,,,,,,20.53,18.56,22.6,,,,,,,,
2025-12-01,,,,,,,,,,,,,10.27,9.38,11.28,,,,,,,,,,,,,15.13,13.93,16.19,,,,,,,,,,,,,9.93,8.45,11.47,,,,,,,,,,,,,,,,,,,,,,6.9,6.0,7.83,,,,,,,,,,,,,34.25,32.68,36.09,,,,,,,,,,20.51,18.52,22.65,10.0,16.5,10.5,,7.0,34.5,,18.0
2025-12-02,,,,,,,,,,,,,10.31,9.41,11.31,,,,,,,,,,,,,15.08,13.85,16.18,,,,,,,,,,,,,9.92,8.46,11.48,,,,,,,,,,,,,,,,,,,,,,6.86,5.96,7.8,,,,,,,,,,,,,34.32,32.72,36.18,,,,,,,,,,20.49,18.51,22.67,,,,,,,,
2025-12-03,,,,,,,,,,,,,10.34,9.45,11.35,,,,,,,,,,,,,15.02,13.78,16.17,,,,,,,,,,,,,9.92,8.47,11.47,,,,,,,,,,,,,,,,,,,,,,6.83,5.94,7.76,,,,,,,,,,,,,34.38,32.77,36.23,,,,,,,,,,20.47,18.5,22.75,,,,,,,,
2025-12-04,,,,,,,,,,,,,10.38,9.43,11.38,,,,,,,,,,,,,14.96,13.71,16.15,,,,,,,,,,,,,9.91,8.49,11.43,,,,,,,,,,,,,,,,,,,,,,6.81,5.95,7.73,,,,,,,,,,,,,34.45,32.77,36.28,,,,,,,,,,20.45,18.5,22.76,,,,,,,,
2025-12-05,,,,,,,,,,,,,10.41,9.41,11.39,,,,,,,,,,,,,14.9,13.63,16.19,,,,,,,,,,,,,9.9,8.51,11.41,,,,,,,,,,,,,,,,,,,,,,6.79,5.95,7.71,,,,,,,,,,,,,34.52,32.85,36.33,,,,,,,,,,20.44,18.49,22.84,,,,,,,,
2025-12-06,,,,,,,,,,,,,10.44,9.45,11.45,,,,,,,,,,,,,14.84,13.52,16.13,,,,,,,,,,,,,9.88,8.52,11.4,,,,,,,,,,,,,,,,,,,,,,6.78,5.92,7.68,,,,,,,,,,,,,34.6,32.92,36.4,,,,,,,,,,20.44,18.48,22.89,,,,,,,,
2025-12-07,,,,,,,,,,,,,10.47,9.51,11.48,,,,,,,,,,,,,14.78,13.51,16.08,,,,,,,,,,,,,9.86,8.52,11.36,,,,,,,,,,,,,,,,,,,,,,6.77,5.9,7.66,,,,,,,,,,,,,34.67,33.02,36.4,,,,,,,,,,20.44,18.46,22.96,,,,,,,,
2025-12-08,,,,,,,,,,,,,10.5,9.53,11.52,,,,,,,,,,,,,14.73,13.42,16.0,,,,,,,,,,,,,9.84,8.52,11.33,,,,,,,,,,,,,,,,,,,,,,6.77,5.9,7.6,,,,,,,,,,,,,34.75,33.13,36.44,,,,,,,,,,20.44,18.45,22.99,13.0,16.0,9.0,,4.0,37.0,,18.0
2025-12-09,,,,,,,,,,,,,10.52,9.54,11.55,,,,,,,,,,,,,14.68,13.38,16.03,,,,,,,,,,,,,9.81,8.51,11.26,,,,,,,,,,,,,,,,,,,,,,6.77,5.91,7.61,,,,,,,,,,,,,34.84,33.23,36.48,,,,,,,,,,20.46,18.43,23.03,,,,,,,,
2025-12-10,,,,,,,,,,,,,10.53,9.55,11.58,,,,,,,,,,,,,14.63,13.32,16.03,,,,,,,,,,,,,9.78,8.47,11.21,,,,,,,,,,,,,,,,,,,,,,6.77,5.91,7.59,,,,,,,,,,,,,34.92,33.3,36.5,,,,,,,,,,20.48,18.42,23.08,,,,,,,,
2025-12-11,,,,,,,,,,,,,10.55,9.57,11.57,,,,,,,,,,,,,14.59,13.26,16.0,,,,,,,,,,,,,9.74,8.47,11.16,,,,,,,,,,,,,,,,,,,,,,6.78,5.92,7.57,,,,,,,,,,,,,35.0,33.35,36.57,,,,,,,,,,20.52,18.43,23.14,,,,,,,,
2025-12-12,,,,,,,,,,,,,10.56,9.58,11.59,,,,,,,,,,,,,14.56,13.2,16.0,,,,,,,,,,,,,9.7,8.42,11.09,,,,,,,,,,,,,,,,,,,,,,6.78,5.93,7.58,,,,,,,,,,,,,35.07,33.42,36.6,,,,,,,,,,20.55,18.46,23.16,,,,,,,,
2025-12-13,,,,,,,,,,,,,10.57,9.59,11.6,,,,,,,,,,,,,14.53,13.26,16.0,,,,,,,,,,,,,9.65,8.44,11.02,,,,,,,,,,,,,,,,,,,,,,6.8,5.94,7.61,,,,,,,,,,,,,35.14,33.45,36.68,,,,,,,,,,20.6,18.47,23.17,,,,,,,,
2025-12-14,,,,,,,,,,,,,10.57,9.61,11.61,,,,,,,,,,,,,14.51,13.23,15.97,,,,,,,,,,,,,9.61,8.38,10.96,,,,,,,,,,,,,,,,,,,,,,6.81,5.96,7.65,,,,,,,,,,,,,35.21,33.49,36.72,,,,,,,,,,20.65,18.51,23.24,,,,,,,,
2025-12-15,,,,,,,,,,,,,10.58,9.61,11.53,,,,,,,,,,,,,14.5,13.17,15.92,,,,,,,,,,,,,9.56,8.36,10.89,,,,,,,,,,,,,,,,,,,,,,6.83,5.99,7.68,,,,,,,,,,,,,35.26,33.56,36.76,,,,,,,,,,20.7,18.56,23.31,8.0,10.0,5.0,,7.0,38.0,,29.0
2025-12-16,,,,,,,,,,,,,10.58,9.62,11.47,,,,,,,,,,,,,14.49,13.15,15.88,,,,,,,,,,,,,9.52,8.33,10.83,,,,,,,,,,,,,,,,,,,,,,6.85,6.01,7.7,,,,,,,,,,,,,35.31,33.71,36.92,,,,,,,,,,20.75,18.62,23.35,,,,,,,,
2025-12-17,,,,,,,,,,,,,10.58,9.65,11.47,,,,,,,,,,,,,14.48,13.18,15.84,,,,,,,,,,,,,9.47,8.24,10.78,,,,,,,,,,,,,,,,,,,,,,6.88,6.05,7.74,,,,,,,,,,,,,35.35,33.81,36.99,,,,,,,,,,20.81,18.69,23.53,,,,,,,,
2025-12-18,,,,,,,,,,,,,10.58,9.63,11.48,,,,,,,,,,,,,14.49,13.17,15.84,,,,,,,,,,,,,9.43,8.16,10.7,,,,,,,,,,,,,,,,,,,,,,6.9,6.08,7.79,,,,,,,,,,,,,35.38,33.8,36.97,,,,,,,,,,20.87,18.75,23.57,,,,,,,,
2025-12-19,,,,,,,,,,,,,10.57,9.64,11.48,,,,,,,,,,,,,14.49,13.21,15.85,,,,,,,,,,,,,9.4,8.18,10.61,,,,,,,,,,,,,,,,,,,,,,6.94,6.12,7.87,,,,,,,,,,,,,35.41,33.79,36.94,,,,,,,,,,20.92,18.79,23.6,,,,,,,,
2025-12-20,,,,,,,,,,,,,10.56,9.64,11.47,,,,,,,,,,,,,14.51,13.27,15.84,,,,,,,,,,,,,9.36,8.23,10.53,,,,,,,,,,,,,,,,,,,,,,6.97,6.17,7.94,,,,,,,,,,,,,35.43,33.83,36.93,,,,,,,,,,20.97,18.78,23.65,,,,,,,,
2025-12-21,,,,,,,,,,,,,10.55,9.65,11.46,,,,,,,,,,,,,14.52,13.31,15.89,,,,,,,,,,,,,9.33,8.21,10.51,,,,,,,,,,,,,,,,,,,,,,7.02,6.18,8.05,,,,,,,,,,,,,35.44,33.81,37.05,,,,,,,,,,21.02,18.76,23.76,,,,,,,,
2025-12-22,,,,,,,,,,,,,10.53,9.64,11.44,,,,,,,,,,,,,14.54,13.38,15.89,,,,,,,,,,,,,9.31,8.2,10.53,,,,,,,,,,,,,,,,,,,,,,7.07,6.18,8.13,,,,,,,,,,,,,35.44,33.78,37.08,,,,,,,,,,21.06,18.75,23.79,13.0,12.0,9.0,,8.0,36.0,,19.0
2025-12-23,,,,,,,,,,,,,10.51,9.63,11.41,,,,,,,,,,,,,14.56,13.35,15.92,,,,,,,,,,,,,9.29,8.16,10.54,,,,,,,,,,,,,,,,,,,,,,7.13,6.24,8.22,,,,,,,,,,,,,35.43,33.74,37.1,,,,,,,,,,21.1,18.75,23.76,,,,,,,,
2025-12-24,,,,,,,,,,,,,10.48,9.62,11.36,,,,,,,,,,,,,14.59,13.32,15.98,,,,,,,,,,,,,9.27,8.12,10.52,,,,,,,,,,,,,,,,,,,,,,7.2,6.3,8.32,,,,,,,,,,,,,35.42,33.68,37.13,,,,,,,,,,21.13,18.8,23.78,,,,,,,,
2025-12-25,,,,,,,,,,,,,10.45,9.57,11.31,,,,,,,,,,,,,14.61,13.37,16.03,,,,,,,,,,,,,9.27,8.04,10.52,,,,,,,,,,,,,,,,,,,,,,7.27,6.39,8.42,,,,,,,,,,,,,35.4,33.66,37.17,,,,,,,,,,21.15,18.84,23.93,,,,,,,,
2025-12-26,,,,,,,,,,,,,10.42,9.52,11.23,,,,,,,,,,,,,14.64,13.4,16.06,,,,,,,,,,,,,9.26,8.09,10.53,,,,,,,,,,,,,,,,,,,,,,7.34,6.44,8.53,,,,,,,,,,,,,35.37,33.61,37.17,,,,,,,,,,21.17,18.83,23.92,,,,,,,,
2025-12-27,,,,,,,,,,,,,10.39,9.48,11.19,,,,,,,,,,,,,14.66,13.38,16.16,,,,,,,,,,,,,9.27,8.08,10.54,,,,,,,,,,,,,,,,,,,,,,7.42,6.52,8.61,,,,,,,,,,,,,35.34,33.47,37.14,,,,,,,,,,21.19,18.9,23.94,,,,,,,,
2025-12-28,,,,,,,,,,,,,10.35,9.44,11.15,,,,,,,,,,,,,14.69,13.37,16.25,,,,,,,,,,,,,9.27,8.09,10.56,,,,,,,,,,,,,,,,,,,,,,7.5,6.55,8.68,,,,,,,,,,,,,35.3,33.34,37.12,,,,,,,,,,21.2,18.9,23.98,,,,,,,,
2025-12-29,,,,,,,,,,,,,10.31,9.4,11.08,,,,,,,,,,,,,14.72,13.33,16.31,,,,,,,,,,,,,9.29,8.11,10.6,,,,,,,,,,,,,,,,,,,,,,7.58,6.57,8.75,,,,,,,,,,,,,35.25,33.16,37.14,,,,,,,,,,21.21,18.89,24.0,,,,,,,,
2025-12-30,,,,,,,,,,,,,10.27,9.33,11.04,,,,,,,,,,,,,14.74,13.3,16.32,,,,,,,,,,,,,9.31,8.15,10.64,,,,,,,,,,,,,,,,,,,,,,7.66,6.59,8.86,,,,,,,,,,,,,35.2,33.11,37.18,,,,,,,,,,21.22,18.89,23.95,,,,,,,,
2025-12-31,,,,,,,,,,,,,10.23,9.3,10.95,,,,,,,,,,,,,14.77,13.27,16.41,,,,,,,,,,,,,9.33,8.15,10.67,,,,,,,,,,,,,,,,,,,,,,7.74,6.7,9.0,,,,,,,,,,,,,35.14,33.02,37.21,,,,,,,,,,21.22,18.91,23.98,,,,,,,,
2026-01-01,,,,,,,,,,,,,10.19,9.28,10.9,,,,,,,,,,,,,14.8,13.33,16.44,,,,,,,,,,,,,9.35,8.15,10.71,,,,,,,,,,,,,,,,,,,,,,7.82,6.78,9.08,,,,,,,,,,,,,35.08,32.97,37.24,,,,,,,,,,21.23,18.94,23.99,11.0,17.0,9.0,,6.0,31.0,,22.0
2026-01-02,,,,,,,,,,,,,10.15,9.25,10.83,,,,,,,,,,,,,14.82,13.35,16.47,,,,,,,,,,,,,9.37,8.14,10.74,,,,,,,,,,,,,,,,,,,,,,7.9,6.79,9.19,,,,,,,,,,,,,35.02,32.92,37.26,,,,,,,,,,21.24,18.94,24.0,,,,,,,,
2026-01-03,,,,,,,,,,,,,10.1,9.22,10.8,,,,,,,,,,,,,14.85,13.33,16.5,,,,,,,,,,,,,9.4,8.16,10.76,,,,,,,,,,,,,,,,,,,,,,7.98,6.86,9.27,,,,,,,,,,,,,34.95,32.91,37.17,,,,,,,,,,21.25,18.88,24.02,,,,,,,,
2026-01-04,,,,,,,,,,,,,10.05,9.19,10.74,,,,,,,,,,,,,14.89,13.33,16.53,,,,,,,,,,,,,9.42,8.16,10.78,,,,,,,,,,,,,,,,,,,,,,8.06,6.87,9.42,,,,,,,,,,,,,34.87,32.9,37.03,,,,,,,,,,21.27,18.85,24.06,,,,,,,,
