date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (to 2015 election),PC (to 2015 election) (low),PC (to 2015 election) (high),PC (to 2017 election),PC (to 2017 election) (low),PC (to 2017 election) (high),PC (to 2019 election),PC (to 2019 election) (low),PC (to 2019 election) (high),PC (to 2024 election),PC (to 2024 election) (low),PC (to 2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2024-03-30,,,,,,,,,,17.73,15.56,19.89,,,,,,,,,,,,,46.64,44.66,49.1,,,,,,,,,,,,,4.29,2.38,5.84,,,,,,,,,,,,,,,,,,,4.65,2.56,6.26,,,,,,,,,,,,,,,,11.61,9.66,13.34,,,,,,,14.19,12.27,16.15,,,,,,,,,,,
2024-03-31,,,,,,,,,,17.74,15.57,19.88,,,,,,,,,,,,,46.59,44.61,49.08,,,,,,,,,,,,,4.29,2.37,5.86,,,,,,,,,,,,,,,,,,,4.65,2.56,6.28,,,,,,,,,,,,,,,,11.65,9.72,13.37,,,,,,,14.18,12.28,16.14,,,,,,,,,,,
2024-04-01,,,,,,,,,,17.75,15.58,19.86,,,,,,,,,,,,,46.54,44.55,48.99,,,,,,,,,,,,,4.29,2.41,5.89,,,,,,,,,,,,,,,,,,,4.64,2.59,6.28,,,,,,,,,,,,,,,,11.68,9.75,13.39,,,,,,,14.18,12.26,16.13,,,,,,,,,,,
2024-04-02,,,,,,,,,,17.77,15.59,19.85,,,,,,,,,,,,,46.49,44.49,48.99,,,,,,,,,,,,,4.3,2.43,5.89,,,,,,,,,,,,,,,,,,,4.64,2.62,6.3,,,,,,,,,,,,,,,,11.72,9.78,13.42,,,,,,,14.17,12.26,16.15,,,,,,,,,,,
2024-04-03,,,,,,,,,,17.79,15.62,19.84,,,,,,,,,,,,,46.43,44.42,48.96,,,,,,,,,,,,,4.3,2.46,5.89,,,,,,,,,,,,,,,,,,,4.64,2.65,6.33,,,,,,,,,,,,,,,,11.76,9.84,13.46,,,,,,,14.16,12.26,16.16,,,,17.0,51.0,3.0,,4.0,,9.0,14.0
2024-04-04,,,,,,,,,,17.81,15.64,19.82,,,,,,,,,,,,,46.37,44.35,48.84,,,,,,,,,,,,,4.31,2.47,5.89,,,,,,,,,,,,,,,,,,,4.63,2.66,6.33,,,,,,,,,,,,,,,,11.8,9.93,13.54,,,,,,,14.15,12.27,16.09,,,,,,,,,,,
2024-04-05,,,,,,,,,,17.83,15.68,19.81,,,,,,,,,,,,,46.3,44.27,48.75,,,,,,,,,,,,,4.32,2.49,5.89,,,,,,,,,,,,,,,,,,,4.63,2.64,6.3,,,,,,,,,,,,,,,,11.85,10.01,13.61,,,,,,,14.14,12.27,16.04,,,,,,,,,,,
2024-04-06,,,,,,,,,,17.85,15.72,19.79,,,,,,,,,,,,,46.23,44.2,48.64,,,,,,,,,,,,,4.32,2.5,5.89,,,,,,,,,,,,,,,,,,,4.62,2.61,6.27,,,,,,,,,,,,,,,,11.89,10.1,13.69,,,,,,,14.14,12.28,15.98,,,,,,,,,,,
2024-04-07,,,,,,,,,,17.87,15.76,19.77,,,,,,,,,,,,,46.16,44.2,48.52,,,,,,,,,,,,,4.33,2.53,5.91,,,,,,,,,,,,,,,,,,,4.61,2.59,6.25,,,,,,,,,,,,,,,,11.94,10.15,13.71,,,,,,,14.13,12.24,15.99,,,,,,,,,,,
2024-04-08,,,,,,,,,,17.9,15.82,19.77,,,,,,,,,,,,,46.09,44.21,48.42,,,,,,,,,,,,,4.34,2.55,5.93,,,,,,,,,,,,,,,,,,,4.6,2.58,6.22,,,,,,,,,,,,,,,,11.99,10.2,13.73,,,,,,,14.12,12.29,15.99,,,,,,,,,,,
2024-04-09,,,,,,,,,,17.92,15.88,19.8,,,,,,,,,,,,,46.01,44.2,48.37,,,,,,,,,,,,,4.35,2.57,5.92,,,,,,,,,,,,,,,,,,,4.59,2.55,6.22,,,,,,,,,,,,,,,,12.05,10.21,13.78,,,,,,,14.12,12.27,16.0,,,,,,,,,,,
2024-04-10,,,,,,,,,,17.95,15.95,19.84,,,,,,,,,,,,,45.93,44.1,48.31,,,,,,,,,,,,,4.35,2.57,5.88,,,,,,,,,,,,,,,,,,,4.58,2.53,6.18,,,,,,,,,,,,,,,,12.1,10.24,13.84,,,,,,,14.11,12.24,15.99,,,,,,,,,,,
2024-04-11,,,,,,,,,,17.98,16.02,19.87,,,,,,,,,,,,,45.85,43.98,48.2,,,,,,,,,,,,,4.36,2.55,5.85,,,,,,,,,,,,,,,,,,,4.57,2.52,6.21,,,,,,,,,,,,,,,,12.15,10.28,13.92,,,,,,,14.11,12.2,16.0,,,,13.0,46.0,4.0,,5.0,,9.0,21.0
2024-04-12,,,,,,,,,,18.01,16.09,19.9,,,,,,,,,,,,,45.76,43.82,48.07,,,,,,,,,,,,,4.37,2.55,5.84,,,,,,,,,,,,,,,,,,,4.56,2.54,6.17,,,,,,,,,,,,,,,,12.21,10.32,13.99,,,,,,,14.11,12.22,16.0,,,,,,,,,,,
2024-04-13,,,,,,,,,,18.04,16.16,19.91,,,,,,,,,,,,,45.67,43.7,47.99,,,,,,,,,,,,,4.38,2.6,5.83,,,,,,,,,,,,,,,,,,,4.55,2.56,6.13,,,,,,,,,,,,,,,,12.27,10.36,14.02,,,,,,,14.1,12.2,16.02,,,,,,,,,,,
2024-04-14,,,,,,,,,,18.07,16.24,19.97,,,,,,,,,,,,,45.58,43.55,47.92,,,,,,,,,,,,,4.39,2.6,5.82,,,,,,,,,,,,,,,,,,,4.54,2.58,6.14,,,,,,,,,,,,,,,,12.32,10.4,14.12,,,,,,,14.1,12.2,16.04,,,,,,,,,,,
2024-04-15,,,,,,,,,,18.1,16.31,20.0,,,,,,,,,,,,,45.48,43.34,47.89,,,,,,,,,,,,,4.4,2.65,5.84,,,,,,,,,,,,,,,,,,,4.52,2.6,6.13,,,,,,,,,,,,,,,,12.38,10.47,14.21,,,,,,,14.1,12.17,16.01,,,,,,,,,,,
2024-04-16,,,,,,,,,,18.13,16.36,19.98,,,,,,,,,,,,,45.39,43.24,47.83,,,,,,,,,,,,,4.41,2.72,5.84,,,,,,,,,,,,,,,,,,,4.51,2.63,6.08,,,,,,,,,,,,,,,,12.44,10.54,14.28,,,,,,,14.1,12.15,16.0,,,,,,,,,,,
2024-04-17,,,,,,,,,,18.16,16.38,19.97,,,,,,,,,,,,,45.29,43.17,47.69,,,,,,,,,,,,,4.41,2.74,5.87,,,,,,,,,,,,,,,,,,,4.5,2.62,6.05,,,,,,,,,,,,,,,,12.5,10.61,14.36,,,,,,,14.1,12.22,15.99,,,,18.0,48.0,1.0,,7.0,,14.0,12.0
2024-04-18,,,,,,,,,,18.19,16.44,20.03,,,,,,,,,,,,,45.19,43.09,47.54,,,,,,,,,,,,,4.42,2.76,5.89,,,,,,,,,,,,,,,,,,,4.48,2.6,6.0,,,,,,,,,,,,,,,,12.55,10.7,14.45,,,,,,,14.1,12.23,15.99,,,,,,,,,,,
2024-04-19,,,,,,,,,,18.22,16.51,20.08,,,,,,,,,,,,,45.1,42.98,47.43,,,,,,,,,,,,,4.43,2.78,5.9,,,,,,,,,,,,,,,,,,,4.47,2.57,5.95,,,,,,,,,,,,,,,,12.61,10.8,14.53,,,,,,,14.1,12.25,15.98,,,,,,,,,,,
2024-04-20,,,,,,,,,,18.26,16.56,20.11,,,,,,,,,,,,,45.0,42.87,47.32,,,,,,,,,,,,,4.44,2.8,5.93,,,,,,,,,,,,,,,,,,,4.46,2.54,5.9,,,,,,,,,,,,,,,,12.67,10.88,14.61,,,,,,,14.11,12.27,15.97,,,,,,,,,,,
2024-04-21,,,,,,,,,,18.29,16.56,20.11,,,,,,,,,,,,,44.9,42.77,47.22,,,,,,,,,,,,,4.45,2.83,5.95,,,,,,,,,,,,,,,,,,,4.44,2.53,5.87,,,,,,,,,,,,,,,,12.72,10.93,14.69,,,,,,,14.11,12.29,15.95,,,,,,,,,,,
2024-04-22,,,,,,,,,,18.32,16.52,20.16,,,,,,,,,,,,,44.8,42.67,47.12,,,,,,,,,,,,,4.46,2.87,5.94,,,,,,,,,,,,,,,,,,,4.43,2.55,5.85,,,,,,,,,,,,,,,,12.77,10.98,14.75,,,,,,,14.11,12.31,15.92,,,,18.0,40.0,6.0,,4.0,,14.0,18.0
2024-04-23,,,,,,,,,,18.35,16.55,20.22,,,,,,,,,,,,,44.7,42.57,46.99,,,,,,,,,,,,,4.47,2.92,5.93,,,,,,,,,,,,,,,,,,,4.42,2.56,5.83,,,,,,,,,,,,,,,,12.83,11.07,14.8,,,,,,,14.12,12.33,15.89,,,,,,,,,,,
2024-04-24,,,,,,,,,,18.38,16.58,20.26,,,,,,,,,,,,,44.6,42.48,46.88,,,,,,,,,,,,,4.48,2.97,5.92,,,,,,,,,,,,,,,,,,,4.4,2.59,5.81,,,,,,,,,,,,,,,,12.88,11.13,14.85,,,,,,,14.12,12.36,15.9,,,,16.0,55.0,2.0,,3.0,,9.0,14.0
2024-04-25,,,,,,,,,,18.41,16.6,20.31,,,,,,,,,,,,,44.51,42.38,46.77,,,,,,,,,,,,,4.49,3.01,5.91,,,,,,,,,,,,,,,,,,,4.39,2.61,5.79,,,,,,,,,,,,,,,,12.93,11.19,14.89,,,,,,,14.13,12.38,15.9,,,,,,,,,,,
2024-04-26,,,,,,,,,,18.44,16.63,20.32,,,,,,,,,,,,,44.41,42.29,46.66,,,,,,,,,,,,,4.5,3.05,5.9,,,,,,,,,,,,,,,,,,,4.38,2.63,5.77,,,,,,,,,,,,,,,,12.98,11.26,14.94,,,,,,,14.13,12.41,15.87,,,,,,,,,,,
2024-04-27,,,,,,,,,,18.46,16.67,20.3,,,,,,,,,,,,,44.32,42.17,46.55,,,,,,,,,,,,,4.51,3.1,5.88,,,,,,,,,,,,,,,,,,,4.37,2.66,5.74,,,,,,,,,,,,,,,,13.03,11.28,14.99,,,,,,,14.14,12.44,15.88,,,,,,,,,,,
2024-04-28,,,,,,,,,,18.49,16.76,20.38,,,,,,,,,,,,,44.23,42.1,46.44,,,,,,,,,,,,,4.52,3.1,5.88,,,,,,,,,,,,,,,,,,,4.35,2.68,5.72,,,,,,,,,,,,,,,,13.08,11.33,15.05,,,,,,,14.15,12.46,15.87,,,,,,,,,,,
2024-04-29,,,,,,,,,,18.52,16.77,20.39,,,,,,,,,,,,,44.13,42.02,46.36,,,,,,,,,,,,,4.53,3.1,5.87,,,,,,,,,,,,,,,,,,,4.34,2.67,5.7,,,,,,,,,,,,,,,,13.12,11.38,15.09,,,,,,,14.15,12.46,15.85,,,,,,,,,,,
2024-04-30,,,,,,,,,,18.54,16.81,20.4,,,,,,,,,,,,,44.04,41.9,46.24,,,,,,,,,,,,,4.54,3.12,5.86,,,,,,,,,,,,,,,,,,,4.33,2.66,5.68,,,,,,,,,,,,,,,,13.17,11.43,15.15,,,,,,,14.16,12.48,15.83,,,,16.0,45.0,6.0,,2.0,,13.0,16.0
2024-05-01,,,,,,,,,,18.57,16.86,20.45,,,,,,,,,,,,,43.96,41.79,46.11,,,,,,,,,,,,,4.55,3.12,5.86,,,,,,,,,,,,,,,,,,,4.32,2.65,5.66,,,,,,,,,,,,,,,,13.21,11.46,15.19,,,,,,,14.17,12.5,15.87,,,,15.0,51.0,2.0,,2.0,,17.0,14.0
2024-05-02,,,,,,,,,,18.59,16.91,20.46,,,,,,,,,,,,,43.87,41.72,46.01,,,,,,,,,,,,,4.56,3.11,5.87,,,,,,,,,,,,,,,,,,,4.31,2.64,5.63,,,,,,,,,,,,,,,,13.26,11.47,15.23,,,,,,,14.17,12.5,15.84,,,,,,,,,,,
2024-05-03,,,,,,,,,,18.62,16.95,20.47,,,,,,,,,,,,,43.78,41.63,45.92,,,,,,,,,,,,,4.57,3.11,5.88,,,,,,,,,,,,,,,,,,,4.3,2.63,5.6,,,,,,,,,,,,,,,,13.3,11.48,15.28,,,,,,,14.18,12.5,15.82,,,,,,,,,,,
2024-05-04,,,,,,,,,,18.64,16.93,20.47,,,,,,,,,,,,,43.7,41.5,45.86,,,,,,,,,,,,,4.58,3.12,5.9,,,,,,,,,,,,,,,,,,,4.29,2.63,5.55,,,,,,,,,,,,,,,,13.34,11.52,15.33,,,,,,,14.19,12.49,15.84,,,,,,,,,,,
2024-05-05,,,,,,,,,,18.66,16.95,20.5,,,,,,,,,,,,,43.62,41.42,45.78,,,,,,,,,,,,,4.59,3.14,5.91,,,,,,,,,,,,,,,,,,,4.28,2.62,5.55,,,,,,,,,,,,,,,,13.38,11.53,15.38,,,,,,,14.19,12.52,15.85,,,,,,,,,,,
2024-05-06,,,,,,,,,,18.68,16.98,20.5,,,,,,,,,,,,,43.54,41.36,45.68,,,,,,,,,,,,,4.6,3.16,5.92,,,,,,,,,,,,,,,,,,,4.27,2.61,5.54,,,,,,,,,,,,,,,,13.42,11.54,15.43,,,,,,,14.2,12.54,15.88,,,,,,,,,,,
2024-05-07,,,,,,,,,,18.71,17.01,20.52,,,,,,,,,,,,,43.46,41.31,45.63,,,,,,,,,,,,,4.61,3.16,5.93,,,,,,,,,,,,,,,,,,,4.26,2.6,5.51,,,,,,,,,,,,,,,,13.46,11.58,15.47,,,,,,,14.21,12.54,15.87,,,,,,,,,,,
2024-05-08,,,,,,,,,,18.73,17.04,20.53,,,,,,,,,,,,,43.39,41.27,45.57,,,,,,,,,,,,,4.62,3.18,5.94,,,,,,,,,,,,,,,,,,,4.25,2.61,5.5,,,,,,,,,,,,,,,,13.49,11.64,15.52,,,,,,,14.21,12.55,15.9,,,,17.0,52.0,3.0,,6.0,,9.0,10.0
2024-05-09,,,,,,,,,,18.74,17.07,20.53,,,,,,,,,,,,,43.31,41.23,45.5,,,,,,,,,,,,,4.63,3.19,5.95,,,,,,,,,,,,,,,,,,,4.25,2.6,5.5,,,,,,,,,,,,,,,,13.53,11.7,15.6,,,,,,,14.22,12.56,15.93,,,,,,,,,,,
2024-05-10,,,,,,,,,,18.76,17.09,20.53,,,,,,,,,,,,,43.24,41.18,45.42,,,,,,,,,,,,,4.63,3.2,5.99,,,,,,,,,,,,,,,,,,,4.24,2.59,5.51,,,,,,,,,,,,,,,,13.57,11.77,15.68,,,,,,,14.22,12.59,15.95,,,,,,,,,,,
2024-05-11,,,,,,,,,,18.78,17.12,20.54,,,,,,,,,,,,,43.17,41.13,45.33,,,,,,,,,,,,,4.64,3.21,5.99,,,,,,,,,,,,,,,,,,,4.23,2.59,5.51,,,,,,,,,,,,,,,,13.6,11.82,15.72,,,,,,,14.23,12.62,15.97,,,,,,,,,,,
2024-05-12,,,,,,,,,,18.8,17.15,20.54,,,,,,,,,,,,,43.1,41.07,45.25,,,,,,,,,,,,,4.65,3.22,5.99,,,,,,,,,,,,,,,,,,,4.22,2.58,5.51,,,,,,,,,,,,,,,,13.63,11.89,15.75,,,,,,,14.23,12.66,16.0,,,,,,,,,,,
2024-05-13,,,,,,,,,,18.82,17.18,20.54,,,,,,,,,,,,,43.03,41.01,45.17,,,,,,,,,,,,,4.66,3.24,5.99,,,,,,,,,,,,,,,,,,,4.22,2.57,5.52,,,,,,,,,,,,,,,,13.67,11.95,15.8,,,,,,,14.24,12.67,16.02,,,,,,,,,,,
2024-05-14,,,,,,,,,,18.83,17.2,20.53,,,,,,,,,,,,,42.97,40.96,45.09,,,,,,,,,,,,,4.67,3.24,5.99,,,,,,,,,,,,,,,,,,,4.21,2.57,5.52,,,,,,,,,,,,,,,,13.7,11.95,15.83,,,,,,,14.24,12.66,16.01,,,,,,,,,,,
2024-05-15,,,,,,,,,,18.85,17.23,20.55,,,,,,,,,,,,,42.9,40.91,45.05,,,,,,,,,,,,,4.67,3.23,6.01,,,,,,,,,,,,,,,,,,,4.2,2.56,5.53,,,,,,,,,,,,,,,,13.73,11.96,15.87,,,,,,,14.25,12.65,16.0,,,,,,,,,,,
2024-05-16,,,,,,,,,,18.86,17.26,20.59,,,,,,,,,,,,,42.84,40.84,45.02,,,,,,,,,,,,,4.68,3.22,6.01,,,,,,,,,,,,,,,,,,,4.2,2.57,5.54,,,,,,,,,,,,,,,,13.76,11.97,15.94,,,,,,,14.25,12.64,15.99,,,,17.0,44.0,6.0,,7.0,,11.0,14.0
2024-05-17,,,,,,,,,,18.88,17.28,20.63,,,,,,,,,,,,,42.78,40.74,44.99,,,,,,,,,,,,,4.69,3.2,6.01,,,,,,,,,,,,,,,,,,,4.19,2.58,5.54,,,,,,,,,,,,,,,,13.79,11.98,16.02,,,,,,,14.26,12.62,15.99,,,,,,,,,,,
2024-05-18,,,,,,,,,,18.89,17.31,20.66,,,,,,,,,,,,,42.72,40.65,44.94,,,,,,,,,,,,,4.7,3.19,6.04,,,,,,,,,,,,,,,,,,,4.19,2.58,5.55,,,,,,,,,,,,,,,,13.82,11.99,16.09,,,,,,,14.26,12.61,15.98,,,,19.0,43.0,3.0,,6.0,,14.0,15.0
2024-05-19,,,,,,,,,,18.91,17.33,20.64,,,,,,,,,,,,,42.66,40.57,44.91,,,,,,,,,,,,,4.7,3.19,6.04,,,,,,,,,,,,,,,,,,,4.18,2.55,5.55,,,,,,,,,,,,,,,,13.85,12.0,16.12,,,,,,,14.26,12.61,15.99,,,,,,,,,,,
2024-05-20,,,,,,,,,,18.92,17.36,20.64,,,,,,,,,,,,,42.6,40.49,44.88,,,,,,,,,,,,,4.71,3.2,6.07,,,,,,,,,,,,,,,,,,,4.18,2.53,5.56,,,,,,,,,,,,,,,,13.87,12.01,16.15,,,,,,,14.27,12.61,16.01,,,,,,,,,,,
2024-05-21,,,,,,,,,,18.94,17.39,20.63,,,,,,,,,,,,,42.55,40.43,44.84,,,,,,,,,,,,,4.72,3.21,6.07,,,,,,,,,,,,,,,,,,,4.18,2.52,5.55,,,,,,,,,,,,,,,,13.9,12.02,16.17,,,,,,,14.27,12.61,16.03,,,,,,,,,,,
2024-05-22,,,,,,,,,,18.95,17.42,20.64,,,,,,,,,,,,,42.49,40.38,44.78,,,,,,,,,,,,,4.73,3.22,6.07,,,,,,,,,,,,,,,,,,,4.17,2.52,5.55,,,,,,,,,,,,,,,,13.93,12.03,16.17,,,,,,,14.27,12.6,16.04,,,,21.5,43.0,2.5,,5.0,,9.0,17.0
2024-05-23,,,,,,,,,,18.97,17.44,20.66,,,,,,,,,,,,,42.44,40.3,44.72,,,,,,,,,,,,,4.73,3.24,6.07,,,,,,,,,,,,,,,,,,,4.17,2.53,5.56,,,,,,,,,,,,,,,,13.95,12.04,16.16,,,,,,,14.27,12.59,16.06,,,,,,,,,,,
2024-05-24,,,,,,,,,,18.98,17.47,20.68,,,,,,,,,,,,,42.38,40.22,44.66,,,,,,,,,,,,,4.74,3.25,6.08,,,,,,,,,,,,,,,,,,,4.17,2.55,5.56,,,,,,,,,,,,,,,,13.98,12.08,16.15,,,,,,,14.27,12.58,16.07,,,,25.0,50.0,3.0,,4.0,,10.0,6.0
2024-05-25,,,,,,,,,,19.0,17.5,20.7,,,,,,,,,,,,,42.33,40.15,44.61,,,,,,,,,,,,,4.75,3.25,6.08,,,,,,,,,,,,,,,,,,,4.17,2.56,5.57,,,,,,,,,,,,,,,,14.0,12.12,16.18,,,,,,,14.28,12.57,16.08,,,,,,,,,,,
2024-05-26,,,,,,,,,,19.01,17.53,20.72,,,,,,,,,,,,,42.28,40.11,44.53,,,,,,,,,,,,,4.76,3.25,6.09,,,,,,,,,,,,,,,,,,,4.16,2.57,5.58,,,,,,,,,,,,,,,,14.03,12.18,16.21,,,,,,,14.28,12.56,16.08,,,,,,,,,,,
2024-05-27,,,,,,,,,,19.03,17.55,20.74,,,,,,,,,,,,,42.23,40.08,44.47,,,,,,,,,,,,,4.76,3.25,6.11,,,,,,,,,,,,,,,,,,,4.16,2.56,5.59,,,,,,,,,,,,,,,,14.05,12.22,16.24,,,,,,,14.28,12.55,16.09,,,,,,,,,,,
2024-05-28,,,,,,,,,,19.04,17.57,20.77,,,,,,,,,,,,,42.18,40.05,44.4,,,,,,,,,,,,,4.77,3.25,6.14,,,,,,,,,,,,,,,,,,,4.16,2.56,5.6,,,,,,,,,,,,,,,,14.07,12.23,16.27,,,,,,,14.27,12.54,16.09,,,,20.0,41.0,6.0,,4.0,,13.0,15.0
2024-05-29,,,,,,,,,,19.06,17.6,20.79,,,,,,,,,,,,,42.13,40.02,44.34,,,,,,,,,,,,,4.78,3.26,6.17,,,,,,,,,,,,,,,,,,,4.16,2.55,5.6,,,,,,,,,,,,,,,,14.09,12.23,16.28,,,,,,,14.27,12.53,16.1,,,,,,,,,,,
2024-05-30,,,,,,,,,,19.07,17.63,20.81,,,,,,,,,,,,,42.08,40.0,44.27,,,,,,,,,,,,,4.79,3.26,6.2,,,,,,,,,,,,,,,,,,,4.16,2.54,5.61,,,,,,,,,,,,,,,,14.11,12.24,16.29,,,,,,,14.27,12.51,16.1,,,,22.0,51.0,4.0,,2.0,,11.0,9.0
2024-05-31,,,,,,,,,,19.09,17.64,20.83,,,,,,,,,,,,,42.03,39.98,44.22,,,,,,,,,,,,,4.79,3.27,6.2,,,,,,,,,,,,,,,,,,,4.16,2.53,5.61,,,,,,,,,,,,,,,,14.13,12.29,16.3,,,,,,,14.27,12.5,16.1,,,,,,,,,,,
2024-06-01,,,,,,,,,,19.1,17.63,20.85,,,,,,,,,,,,,41.99,39.96,44.16,,,,,,,,,,,,,4.8,3.27,6.21,,,,,,,,,,,,,,,,,,,4.16,2.52,5.61,,,,,,,,,,,,,,,,14.15,12.34,16.3,,,,,,,14.27,12.49,16.09,,,,17.0,41.0,7.0,,,,14.0,13.0
2024-06-02,,,,,,,,,,19.12,17.64,20.87,,,,,,,,,,,,,41.94,39.88,44.15,,,,,,,,,,,,,4.81,3.28,6.24,,,,,,,,,,,,,,,,,,,4.15,2.52,5.62,,,,,,,,,,,,,,,,14.18,12.37,16.31,,,,,,,14.27,12.48,16.07,,,,,,,,,,,
2024-06-03,,,,,,,,,,19.13,17.66,20.88,,,,,,,,,,,,,41.89,39.84,44.11,,,,,,,,,,,,,4.82,3.29,6.26,,,,,,,,,,,,,,,,,,,4.15,2.55,5.62,,,,,,,,,,,,,,,,14.19,12.37,16.31,,,,,,,14.26,12.46,16.06,,,,,,,,,,,
2024-06-04,,,,,,,,,,19.15,17.68,20.89,,,,,,,,,,,,,41.85,39.82,44.05,,,,,,,,,,,,,4.83,3.29,6.28,,,,,,,,,,,,,,,,,,,4.15,2.55,5.62,,,,,,,,,,,,,,,,14.21,12.37,16.31,,,,,,,14.26,12.45,16.04,,,,19.0,39.0,6.0,,2.0,,22.0,10.0
2024-06-05,,,,,,,,,,19.16,17.69,20.91,,,,,,,,,,,,,41.8,39.8,44.0,,,,,,,,,,,,,4.84,3.29,6.31,,,,,,,,,,,,,,,,,,,4.15,2.54,5.62,,,,,,,,,,,,,,,,14.23,12.37,16.34,,,,,,,14.26,12.45,16.02,,,,19.5,45.0,5.0,,3.5,,11.5,15.0
2024-06-06,,,,,,,,,,19.18,17.69,20.93,,,,,,,,,,,,,41.76,39.75,43.94,,,,,,,,,,,,,4.84,3.29,6.33,,,,,,,,,,,,,,,,,,,4.15,2.52,5.62,,,,,,,,,,,,,,,,14.25,12.37,16.37,,,,,,,14.26,12.44,16.01,,,,15.0,38.0,5.0,,3.0,,29.0,10.0
2024-06-07,,,,,,,,,,19.19,17.69,20.94,,,,,,,,,,,,,41.71,39.7,43.88,,,,,,,,,,,,,4.85,3.3,6.35,,,,,,,,,,,,,,,,,,,4.15,2.52,5.62,,,,,,,,,,,,,,,,14.27,12.36,16.39,,,,,,,14.25,12.43,15.99,,,,,,,,,,,
2024-06-08,,,,,,,,,,19.21,17.69,20.94,,,,,,,,,,,,,41.67,39.65,43.82,,,,,,,,,,,,,4.86,3.3,6.35,,,,,,,,,,,,,,,,,,,4.15,2.54,5.63,,,,,,,,,,,,,,,,14.29,12.37,16.41,,,,,,,14.25,12.43,16.03,,,,,,,,,,,
2024-06-09,,,,,,,,,,19.22,17.69,20.98,,,,,,,,,,,,,41.62,39.6,43.76,,,,,,,,,,,,,4.87,3.3,6.38,,,,,,,,,,,,,,,,,,,4.15,2.52,5.64,,,,,,,,,,,,,,,,14.31,12.37,16.42,,,,,,,14.25,12.43,16.01,,,,,,,,,,,
2024-06-10,,,,,,,,,,19.24,17.69,20.99,,,,,,,,,,,,,41.58,39.55,43.7,,,,,,,,,,,,,4.88,3.3,6.41,,,,,,,,,,,,,,,,,,,4.15,2.49,5.64,,,,,,,,,,,,,,,,14.33,12.39,16.42,,,,,,,14.24,12.41,16.0,,,,20.0,42.0,5.0,,5.0,,14.0,13.0
2024-06-11,,,,,,,,,,19.25,17.7,21.0,,,,,,,,,,,,,41.53,39.5,43.64,,,,,,,,,,,,,4.89,3.3,6.44,,,,,,,,,,,,,,,,,,,4.14,2.46,5.64,,,,,,,,,,,,,,,,14.35,12.41,16.43,,,,,,,14.24,12.4,15.98,,,,17.0,30.0,8.0,,1.0,,24.0,19.0
2024-06-12,,,,,,,,,,19.27,17.71,21.01,,,,,,,,,,,,,41.48,39.44,43.57,,,,,,,,,,,,,4.9,3.29,6.47,,,,,,,,,,,,,,,,,,,4.14,2.45,5.64,,,,,,,,,,,,,,,,14.37,12.43,16.45,,,,,,,14.24,12.38,15.96,,,,,,,,,,,
2024-06-13,,,,,,,,,,19.28,17.71,21.03,,,,,,,,,,,,,41.44,39.36,43.51,,,,,,,,,,,,,4.91,3.29,6.49,,,,,,,,,,,,,,,,,,,4.14,2.45,5.65,,,,,,,,,,,,,,,,14.39,12.44,16.46,,,,,,,14.24,12.37,15.97,,,,20.0,31.0,10.0,,7.0,,14.0,17.0
