date,Con (pre-2024 election),Con (pre-2024 election) (low),Con (pre-2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (pre-2024 election),Lab (pre-2024 election) (low),Lab (pre-2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (pre-2024 election),LDem (pre-2024 election) (low),LDem (pre-2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (pre-2024 election),Ukip (pre-2024 election) (low),Ukip (pre-2024 election) (high),Ukip (post-2024 election),Ukip (post-2024 election) (low),Ukip (post-2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2025-02-22,,,,17.39,14.17,20.08,,,,13.68,10.18,16.76,,,,4.62,1.7,7.81,,,,,,,,,,,,,,,,,,
2025-02-23,,,,17.38,14.1,20.07,,,,13.66,10.13,16.73,,,,4.62,1.69,7.81,,,,,,,,,,,,,,,,,,
2025-02-24,,,,17.36,14.03,20.07,,,,13.63,10.09,16.72,,,,4.63,1.68,7.82,,,,,,,,,,,,,,,,,,
2025-02-25,,,,17.34,13.98,20.06,,,,13.61,9.93,16.67,,,,4.64,1.68,7.83,,,,,,,,,,,,,,,,,,
2025-02-26,,,,17.32,13.92,20.04,,,,13.59,9.89,16.64,,,,4.64,1.68,7.85,,,,,,,,,,,,,,,,,,
2025-02-27,,,,17.3,13.86,20.03,,,,13.57,9.85,16.62,,,,4.65,1.67,7.85,,,,,,,,,,,,,,,,,,
2025-02-28,,,,17.28,13.82,19.99,,,,13.55,9.83,16.59,,,,4.65,1.72,7.85,,,,,,,,,,,,,,,,,,
2025-03-01,,,,17.27,13.8,19.93,,,,13.53,9.8,16.56,,,,4.66,1.74,7.86,,,,,,,,,,,,,,,,,,
2025-03-02,,,,17.25,13.82,19.87,,,,13.51,9.77,16.53,,,,4.67,1.72,7.87,,,,,,,,,,,,,,,,,,
2025-03-03,,,,17.23,13.85,19.81,,,,13.49,9.75,16.5,,,,4.67,1.75,7.88,,,,,,,,,,,,,16.0,15.0,4.0,,,
2025-03-04,,,,17.21,13.89,19.78,,,,13.47,9.73,16.46,,,,4.68,1.76,7.89,,,,,,,,,,,,,,,,,,
2025-03-05,,,,17.19,13.94,19.76,,,,13.46,9.83,16.44,,,,4.68,1.75,7.9,,,,,,,,,,,,,,,,,,
2025-03-06,,,,17.17,13.96,19.74,,,,13.44,9.81,16.41,,,,4.69,1.72,7.91,,,,,,,,,,,,,,,,,,
2025-03-07,,,,17.15,13.94,19.73,,,,13.42,9.79,16.38,,,,4.69,1.7,7.92,,,,,,,,,,,,,,,,,,
2025-03-08,,,,17.12,13.88,19.72,,,,13.4,9.76,16.38,,,,4.7,1.71,7.93,,,,,,,,,,,,,,,,,,
2025-03-09,,,,17.1,13.82,19.71,,,,13.38,9.74,16.38,,,,4.7,1.75,7.94,,,,,,,,,,,,,,,,,,
2025-03-10,,,,17.08,13.76,19.7,,,,13.36,9.73,16.38,,,,4.7,1.78,7.95,,,,,,,,,,,,,,,,,,
2025-03-11,,,,17.06,13.69,19.69,,,,13.35,9.7,16.38,,,,4.71,1.81,7.95,,,,,,,,,,,,,,,,,,
2025-03-12,,,,17.04,13.65,19.68,,,,13.33,9.69,16.38,,,,4.71,1.79,7.97,,,,,,,,,,,,,,,,,,
2025-03-13,,,,17.01,13.61,19.67,,,,13.31,9.67,16.38,,,,4.71,1.74,7.98,,,,,,,,,,,,,,,,,,
2025-03-14,,,,16.99,13.6,19.65,,,,13.3,9.68,16.36,,,,4.72,1.69,7.99,,,,,,,,,,,,,,,,,,
2025-03-15,,,,16.97,13.6,19.65,,,,13.28,9.68,16.33,,,,4.72,1.7,8.01,,,,,,,,,,,,,,,,,,
2025-03-16,,,,16.94,13.51,19.62,,,,13.26,9.69,16.3,,,,4.72,1.7,7.97,,,,,,,,,,,,,,,,,,
2025-03-17,,,,16.92,13.45,19.58,,,,13.25,9.65,16.28,,,,4.72,1.72,7.99,,,,,,,,,,,,,,,,,,
2025-03-18,,,,16.9,13.42,19.55,,,,13.23,9.61,16.26,,,,4.72,1.71,7.95,,,,,,,,,,,,,,,,,,
2025-03-19,,,,16.88,13.4,19.55,,,,13.22,9.57,16.26,,,,4.72,1.7,7.9,,,,,,,,,,,,,,,,,,
2025-03-20,,,,16.85,13.38,19.54,,,,13.2,9.54,16.27,,,,4.73,1.75,7.89,,,,,,,,,,,,,,,,,,
2025-03-21,,,,16.83,13.31,19.53,,,,13.19,9.52,16.29,,,,4.73,1.76,7.91,,,,,,,,,,,,,,,,,,
2025-03-22,,,,16.81,13.25,19.52,,,,13.17,9.52,16.3,,,,4.73,1.76,7.89,,,,,,,,,,,,,,,,,,
2025-03-23,,,,16.78,13.17,19.5,,,,13.16,9.44,16.31,,,,4.73,1.76,7.81,,,,,,,,,,,,,,,,,,
2025-03-24,,,,16.76,13.11,19.48,,,,13.14,9.36,16.33,,,,4.73,1.76,7.83,,,,,,,,,,,,,,,,,,
2025-03-25,,,,16.74,13.05,19.47,,,,13.13,9.32,16.32,,,,4.73,1.76,7.84,,,,,,,,,,,,,,,,,,
2025-03-26,,,,16.72,13.05,19.46,,,,13.12,9.28,16.29,,,,4.73,1.75,7.82,,,,,,,,,,,,,,,,,,
2025-03-27,,,,16.69,13.04,19.48,,,,13.1,9.27,16.3,,,,4.73,1.71,7.8,,,,,,,,,,,,,,,,,,
2025-03-28,,,,16.67,13.04,19.5,,,,13.09,9.29,16.29,,,,4.73,1.67,7.79,,,,,,,,,,,,,,,,,,
2025-03-29,,,,16.65,13.04,19.53,,,,13.08,9.3,16.27,,,,4.73,1.63,7.8,,,,,,,,,,,,,,,,,,
2025-03-30,,,,16.62,13.01,19.52,,,,13.06,9.31,16.26,,,,4.73,1.62,7.81,,,,,,,,,,,,,,,,,,
2025-03-31,,,,16.6,12.99,19.51,,,,13.05,9.32,16.25,,,,4.73,1.64,7.82,,,,,,,,,,,,,19.0,11.0,7.0,,,
2025-04-01,,,,16.58,12.97,19.5,,,,13.03,9.31,16.24,,,,4.72,1.64,7.83,,,,,,,,,,,,,,,,,,
2025-04-02,,,,16.55,12.95,19.5,,,,13.02,9.29,16.22,,,,4.72,1.65,7.83,,,,,,,,,,,,,,,,,,
2025-04-03,,,,16.53,12.92,19.5,,,,13.01,9.27,16.21,,,,4.72,1.67,7.83,,,,,,,,,,,,,,,,,,
2025-04-04,,,,16.51,12.9,19.5,,,,12.99,9.26,16.2,,,,4.72,1.68,7.83,,,,,,,,,,,,,,,,,,
2025-04-05,,,,16.48,12.86,19.51,,,,12.98,9.24,16.25,,,,4.72,1.69,7.83,,,,,,,,,,,,,,,,,,
2025-04-06,,,,16.46,12.75,19.52,,,,12.96,9.21,16.23,,,,4.72,1.71,7.82,,,,,,,,,,,,,,,,,,
2025-04-07,,,,16.43,12.64,19.53,,,,12.95,9.19,16.2,,,,4.72,1.72,7.82,,,,,,,,,,,,,,,,,,
2025-04-08,,,,16.41,12.54,19.53,,,,12.93,9.17,16.17,,,,4.71,1.73,7.79,,,,,,,,,,,,,,,,,,
2025-04-09,,,,16.38,12.54,19.51,,,,12.92,9.21,16.14,,,,4.71,1.73,7.76,,,,,,,,,,,,,,,,,,
2025-04-10,,,,16.36,12.43,19.49,,,,12.9,9.25,16.13,,,,4.71,1.72,7.78,,,,,,,,,,,,,,,,,,
2025-04-11,,,,16.33,12.4,19.47,,,,12.89,9.29,16.11,,,,4.71,1.72,7.76,,,,,,,,,,,,,,,,,,
2025-04-12,,,,16.3,12.33,19.46,,,,12.87,9.29,16.1,,,,4.7,1.71,7.75,,,,,,,,,,,,,,,,,,
2025-04-13,,,,16.28,12.31,19.43,,,,12.86,9.23,16.08,,,,4.7,1.71,7.73,,,,,,,,,,,,,,,,,,
2025-04-14,,,,16.25,12.3,19.37,,,,12.84,9.23,16.06,,,,4.7,1.7,7.7,,,,,,,,,,,,,,,,,,
2025-04-15,,,,16.23,12.29,19.29,,,,12.83,9.24,16.04,,,,4.7,1.69,7.76,,,,,,,,,,,,,,,,,,
2025-04-16,,,,16.2,12.26,19.27,,,,12.81,9.26,16.03,,,,4.69,1.69,7.76,,,,,,,,,,,,,,,,,,
2025-04-17,,,,16.17,12.23,19.24,,,,12.8,9.28,16.01,,,,4.69,1.68,7.74,,,,,,,,,,,,,,,,,,
2025-04-18,,,,16.15,12.2,19.22,,,,12.78,9.3,15.99,,,,4.69,1.68,7.71,,,,,,,,,,,,,,,,,,
2025-04-19,,,,16.12,12.2,19.19,,,,12.77,9.33,15.98,,,,4.68,1.68,7.68,,,,,,,,,,,,,,,,,,
2025-04-20,,,,16.1,12.23,19.17,,,,12.75,9.3,15.96,,,,4.68,1.67,7.7,,,,,,,,,,,,,,,,,,
2025-04-21,,,,16.07,12.21,19.14,,,,12.74,9.25,15.94,,,,4.68,1.67,7.72,,,,,,,,,,,,,,,,,,
2025-04-22,,,,16.04,12.15,19.12,,,,12.72,9.24,15.92,,,,4.67,1.66,7.73,,,,,,,,,,,,,,,,,,
2025-04-23,,,,16.02,12.08,19.1,,,,12.71,9.25,15.9,,,,4.67,1.66,7.74,,,,,,,,,,,,,,,,,,
2025-04-24,,,,15.99,12.02,19.08,,,,12.69,9.26,15.88,,,,4.66,1.67,7.74,,,,,,,,,,,,,,,,,,
2025-04-25,,,,15.97,12.01,19.05,,,,12.68,9.28,15.86,,,,4.66,1.67,7.74,,,,,,,,,,,,,,,,,,
2025-04-26,,,,15.94,11.99,19.03,,,,12.66,9.29,15.84,,,,4.65,1.64,7.73,,,,,,,,,,,,,,,,,,
2025-04-27,,,,15.91,11.97,19.0,,,,12.65,9.32,15.79,,,,4.65,1.61,7.74,,,,,,,,,,,,,,,,,,
2025-04-28,,,,15.89,11.96,18.97,,,,12.63,9.33,15.74,,,,4.65,1.58,7.9,,,,,,,,,,,,,16.0,14.0,4.0,,,
2025-04-29,,,,15.86,11.94,18.95,,,,12.62,9.35,15.74,,,,4.64,1.55,7.89,,,,,,,,,,,,,,,,,,
2025-04-30,,,,15.84,11.92,18.92,,,,12.6,9.36,15.75,,,,4.64,1.53,7.85,,,,,,,,,,,,,,,,,,
2025-05-01,,,,15.81,11.9,18.88,,,,12.59,9.38,15.75,,,,4.63,1.5,7.81,,,,,,,,,,,,,,,,,,
2025-05-02,,,,15.79,11.89,18.82,,,,12.57,9.39,15.75,,,,4.63,1.49,7.76,,,,,,,,,,,,,,,,,,
2025-05-03,,,,15.76,11.87,18.81,,,,12.55,9.41,15.68,,,,4.62,1.46,7.75,,,,,,,,,,,,,,,,,,
2025-05-04,,,,15.73,11.86,18.8,,,,12.54,9.4,15.71,,,,4.62,1.44,7.78,,,,,,,,,,,,,,,,,,
2025-05-05,,,,15.71,11.85,18.78,,,,12.52,9.36,15.74,,,,4.62,1.43,7.8,,,,,,,,,,,,,,,,,,
2025-05-06,,,,15.68,11.84,18.77,,,,12.51,9.32,15.76,,,,4.61,1.44,7.81,,,,,,,,,,,,,,,,,,
2025-05-07,,,,15.66,11.82,18.75,,,,12.49,9.36,15.76,,,,4.61,1.45,7.82,,,,,,,,,,,,,,,,,,
2025-05-08,,,,15.63,11.81,18.73,,,,12.47,9.38,15.75,,,,4.6,1.47,7.83,,,,,,,,,,,,,,,,,,
2025-05-09,,,,15.61,11.8,18.72,,,,12.46,9.43,15.74,,,,4.6,1.5,7.84,,,,,,,,,,,,,,,,,,
2025-05-10,,,,15.58,11.79,18.68,,,,12.44,9.47,15.74,,,,4.6,1.53,7.85,,,,,,,,,,,,,,,,,,
2025-05-11,,,,15.56,11.78,18.65,,,,12.42,9.49,15.73,,,,4.6,1.55,7.86,,,,,,,,,,,,,,,,,,
2025-05-12,,,,15.53,11.77,18.65,,,,12.41,9.48,15.72,,,,4.59,1.57,7.85,,,,,,,,,,,,,,,,,,
2025-05-13,,,,15.51,11.76,18.64,,,,12.39,9.45,15.71,,,,4.59,1.53,7.83,,,,,,,,,,,,,,,,,,
2025-05-14,,,,15.48,11.77,18.61,,,,12.37,9.42,15.71,,,,4.59,1.51,7.83,,,,,,,,,,,,,,,,,,
2025-05-15,,,,15.46,11.76,18.59,,,,12.35,9.39,15.7,,,,4.59,1.52,7.86,,,,,,,,,,,,,,,,,,
2025-05-16,,,,15.43,11.8,18.57,,,,12.33,9.36,15.69,,,,4.58,1.52,7.86,,,,,,,,,,,,,,,,,,
2025-05-17,,,,15.41,11.8,18.55,,,,12.32,9.32,15.68,,,,4.58,1.52,7.85,,,,,,,,,,,,,,,,,,
2025-05-18,,,,15.39,11.77,18.5,,,,12.3,9.32,15.66,,,,4.58,1.53,7.84,,,,,,,,,,,,,,,,,,
2025-05-19,,,,15.36,11.74,18.47,,,,12.28,9.33,15.61,,,,4.58,1.54,7.82,,,,,,,,,,,,,,,,,,
2025-05-20,,,,15.34,11.75,18.45,,,,12.26,9.32,15.56,,,,4.58,1.55,7.81,,,,,,,,,,,,,,,,,,
2025-05-21,,,,15.32,11.8,18.42,,,,12.24,9.33,15.52,,,,4.58,1.53,7.79,,,,,,,,,,,,,,,,,,
2025-05-22,,,,15.29,11.84,18.4,,,,12.22,9.31,15.46,,,,4.58,1.47,7.77,,,,,,,,,,,,,,,,,,
2025-05-23,,,,15.27,11.87,18.37,,,,12.2,9.28,15.46,,,,4.58,1.49,7.74,,,,,,,,,,,,,,,,,,
2025-05-24,,,,15.25,11.91,18.34,,,,12.18,9.27,15.45,,,,4.58,1.51,7.71,,,,,,,,,,,,,,,,,,
2025-05-25,,,,15.22,11.85,18.27,,,,12.17,9.25,15.39,,,,4.58,1.53,7.71,,,,,,,,,,,,,,,,,,
2025-05-26,,,,15.2,11.78,18.2,,,,12.15,9.22,15.33,,,,4.58,1.56,7.69,,,,,,,2.6,-0.93,6.81,16.85,12.17,20.93,14.0,11.0,5.0,,3.0,18.0
2025-05-27,,,,15.18,11.79,18.17,,,,12.13,9.2,15.26,,,,4.58,1.59,7.66,,,,,,,2.6,-0.95,6.81,16.85,12.19,20.92,,,,,,
2025-05-28,,,,15.15,11.79,18.14,,,,12.11,9.17,15.2,,,,4.58,1.61,7.66,,,,,,,2.6,-1.0,6.81,16.86,12.21,20.9,,,,,,
2025-05-29,,,,15.13,11.8,18.12,,,,12.09,9.14,15.17,,,,4.58,1.59,7.67,,,,,,,2.59,-1.05,6.81,16.87,12.23,20.9,,,,,,
2025-05-30,,,,15.11,11.81,18.09,,,,12.07,9.16,15.2,,,,4.58,1.54,7.68,,,,,,,2.59,-1.09,6.81,16.87,12.25,20.88,,,,,,
2025-05-31,,,,15.08,11.82,18.07,,,,12.05,9.18,15.24,,,,4.58,1.5,7.68,,,,,,,2.59,-1.1,6.8,16.88,12.27,20.87,,,,,,
2025-06-01,,,,15.06,11.83,18.08,,,,12.03,9.21,15.24,,,,4.58,1.56,7.63,,,,,,,2.59,-1.09,6.8,16.88,12.3,20.85,,,,,,
2025-06-02,,,,15.04,11.84,18.09,,,,12.0,9.21,15.1,,,,4.58,1.54,7.63,,,,,,,2.59,-1.07,6.79,16.89,12.33,20.83,,,,,,
2025-06-03,,,,15.01,11.85,18.07,,,,11.98,9.17,14.99,,,,4.58,1.51,7.63,,,,,,,2.59,-1.02,6.78,16.9,12.43,20.8,,,,,,
2025-06-04,,,,14.99,11.81,18.05,,,,11.96,9.12,14.99,,,,4.58,1.51,7.63,,,,,,,2.59,-1.04,6.77,16.9,12.47,20.77,,,,,,
2025-06-05,,,,14.96,11.75,18.02,,,,11.94,9.07,14.99,,,,4.58,1.53,7.63,,,,,,,2.59,-1.08,6.76,16.9,12.5,20.74,,,,,,
2025-06-06,,,,14.94,11.69,17.98,,,,11.92,9.03,14.98,,,,4.58,1.54,7.62,,,,,,,2.59,-1.11,6.76,16.91,12.51,20.7,,,,,,
2025-06-07,,,,14.92,11.68,17.95,,,,11.9,8.99,14.98,,,,4.59,1.55,7.63,,,,,,,2.59,-1.14,6.72,16.91,12.54,20.67,,,,,,
2025-06-08,,,,14.89,11.63,17.98,,,,11.87,8.95,14.99,,,,4.59,1.54,7.63,,,,,,,2.59,-1.17,6.68,16.91,12.55,20.64,,,,,,
2025-06-09,,,,14.87,11.59,17.97,,,,11.85,8.91,14.92,,,,4.59,1.53,7.62,,,,,,,2.6,-1.16,6.65,16.92,12.57,20.6,,,,,,
2025-06-10,,,,14.84,11.54,17.95,,,,11.83,8.8,14.84,,,,4.59,1.52,7.64,,,,,,,2.6,-1.12,6.61,16.92,12.59,20.57,,,,,,
2025-06-11,,,,14.82,11.49,17.92,,,,11.81,8.75,14.77,,,,4.59,1.5,7.65,,,,,,,2.6,-1.08,6.57,16.92,12.61,20.54,,,,,,
2025-06-12,,,,14.8,11.45,17.9,,,,11.79,8.7,14.69,,,,4.59,1.5,7.67,,,,,,,2.6,-1.04,6.54,16.92,12.61,20.53,,,,,,
2025-06-13,,,,14.77,11.44,17.87,,,,11.76,8.6,14.61,,,,4.59,1.49,7.69,,,,,,,2.61,-1.01,6.52,16.93,12.59,20.53,,,,,,
2025-06-14,,,,14.75,11.49,17.85,,,,11.74,8.56,14.57,,,,4.6,1.48,7.7,,,,,,,2.61,-0.97,6.5,16.93,12.57,20.52,,,,,,
2025-06-15,,,,14.73,11.39,17.83,,,,11.72,8.52,14.57,,,,4.6,1.52,7.72,,,,,,,2.62,-0.93,6.47,16.93,12.56,20.51,,,,,,
2025-06-16,,,,14.7,11.31,17.8,,,,11.69,8.48,14.56,,,,4.6,1.47,7.73,,,,,,,2.62,-0.89,6.42,16.93,12.54,20.51,,,,,,
2025-06-17,,,,14.68,11.27,17.79,,,,11.67,8.44,14.55,,,,4.6,1.43,7.74,,,,,,,2.63,-0.87,6.37,16.93,12.54,20.51,,,,,,
2025-06-18,,,,14.66,11.24,17.76,,,,11.65,8.4,14.55,,,,4.6,1.41,7.73,,,,,,,2.63,-0.86,6.35,16.93,12.56,20.49,,,,,,
2025-06-19,,,,14.63,11.22,17.74,,,,11.63,8.38,14.54,,,,4.61,1.39,7.72,,,,,,,2.64,-0.84,6.33,16.93,12.62,20.49,,,,,,
2025-06-20,,,,14.61,11.25,17.71,,,,11.6,8.37,14.52,,,,4.61,1.37,7.71,,,,,,,2.64,-0.82,6.31,16.93,12.7,20.49,,,,,,
2025-06-21,,,,14.59,11.26,17.7,,,,11.58,8.37,14.52,,,,4.61,1.36,7.7,,,,,,,2.65,-0.8,6.29,16.93,12.71,20.48,,,,,,
2025-06-22,,,,14.57,11.28,17.67,,,,11.56,8.36,14.51,,,,4.61,1.37,7.69,,,,,,,2.65,-0.75,6.42,16.92,12.73,20.47,,,,,,
2025-06-23,,,,14.55,11.31,17.64,,,,11.54,8.36,14.5,,,,4.61,1.34,7.68,,,,,,,2.66,-0.74,6.36,16.92,12.74,20.48,15.0,13.0,3.0,,2.0,14.0
2025-06-24,,,,14.52,11.33,17.62,,,,11.52,8.36,14.5,,,,4.61,1.3,7.67,,,,,,,2.66,-0.72,6.31,16.92,12.75,20.48,,,,,,
2025-06-25,,,,14.5,11.35,17.6,,,,11.49,8.36,14.44,,,,4.62,1.25,7.69,,,,,,,2.67,-0.67,6.26,16.92,12.76,20.45,,,,,,
2025-06-26,,,,14.48,11.24,17.56,,,,11.47,8.36,14.42,,,,4.62,1.22,7.68,,,,,,,2.68,-0.61,6.21,16.91,12.77,20.44,,,,,,
2025-06-27,,,,14.46,11.04,17.43,,,,11.45,8.37,14.42,,,,4.62,1.16,7.63,,,,,,,2.68,-0.54,6.16,16.91,12.78,20.44,,,,,,
2025-06-28,,,,14.44,11.05,17.3,,,,11.43,8.36,14.38,,,,4.62,1.11,7.62,,,,,,,2.69,-0.47,6.13,16.91,12.79,20.43,,,,,,
2025-06-29,,,,14.42,11.05,17.17,,,,11.41,8.34,14.34,,,,4.62,1.08,7.61,,,,,,,2.7,-0.47,6.12,16.9,12.81,20.42,,,,,,
2025-06-30,,,,14.41,11.06,17.16,,,,11.38,8.29,14.34,,,,4.63,1.05,7.6,,,,,,,2.71,-0.47,6.12,16.9,12.82,20.41,,,,,,
2025-07-01,,,,14.39,11.08,17.14,,,,11.36,8.24,14.34,,,,4.63,1.07,7.59,,,,,,,2.71,-0.47,6.12,16.9,12.84,20.4,,,,,,
2025-07-02,,,,14.37,11.1,17.14,,,,11.34,8.24,14.34,,,,4.63,1.08,7.58,,,,,,,2.72,-0.47,6.12,16.89,12.85,20.38,,,,,,
2025-07-03,,,,14.35,11.12,17.13,,,,11.31,8.25,14.33,,,,4.63,1.13,7.57,,,,,,,2.73,-0.46,6.11,16.89,12.87,20.37,,,,,,
2025-07-04,,,,14.34,11.14,17.12,,,,11.29,8.27,14.33,,,,4.64,1.19,7.56,,,,,,,2.74,-0.45,6.11,16.88,12.89,20.35,,,,,,
2025-07-05,,,,14.32,11.17,17.05,,,,11.26,8.3,14.32,,,,4.64,1.26,7.55,,,,,,,2.75,-0.45,6.12,16.88,12.92,20.32,,,,,,
2025-07-06,,,,14.3,11.2,17.03,,,,11.24,8.32,14.3,,,,4.64,1.32,7.56,,,,,,,2.76,-0.45,6.14,16.87,12.97,20.28,,,,,,
2025-07-07,,,,14.29,11.23,17.05,,,,11.21,8.32,14.24,,,,4.65,1.39,7.58,,,,,,,2.77,-0.45,6.14,16.87,13.01,20.23,,,,,,
2025-07-08,,,,14.27,11.26,17.06,,,,11.18,8.32,14.18,,,,4.65,1.46,7.6,,,,,,,2.78,-0.47,6.15,16.86,13.07,20.21,,,,,,
2025-07-09,,,,14.26,11.29,17.07,,,,11.16,8.32,14.12,,,,4.65,1.52,7.62,,,,,,,2.79,-0.47,6.16,16.85,13.11,20.2,,,,,,
2025-07-10,,,,14.25,11.33,17.08,,,,11.13,8.32,14.05,,,,4.66,1.55,7.64,,,,,,,2.8,-0.47,6.16,16.85,13.15,20.2,,,,,,
2025-07-11,,,,14.23,11.4,17.08,,,,11.1,8.22,14.02,,,,4.66,1.58,7.6,,,,,,,2.81,-0.46,6.17,16.84,13.21,20.19,,,,,,
2025-07-12,,,,14.22,11.44,17.08,,,,11.07,8.12,14.0,,,,4.67,1.63,7.55,,,,,,,2.82,-0.47,6.19,16.84,13.22,20.18,,,,,,
2025-07-13,,,,14.21,11.5,17.11,,,,11.05,8.04,13.98,,,,4.67,1.66,7.56,,,,,,,2.84,-0.45,6.2,16.83,13.22,20.16,,,,,,
2025-07-14,,,,14.2,11.49,17.09,,,,11.02,8.02,13.91,,,,4.68,1.68,7.6,,,,,,,2.85,-0.43,6.22,16.82,13.22,20.14,,,,,,
2025-07-15,,,,14.19,11.53,17.07,,,,10.99,8.02,13.92,,,,4.68,1.69,7.63,,,,,,,2.86,-0.43,6.21,16.82,13.21,20.13,,,,,,
2025-07-16,,,,14.18,11.5,17.06,,,,10.96,8.01,13.9,,,,4.69,1.71,7.66,,,,,,,2.87,-0.42,6.19,16.81,13.2,20.11,,,,,,
2025-07-17,,,,14.17,11.46,17.01,,,,10.93,8.0,13.87,,,,4.69,1.73,7.67,,,,,,,2.88,-0.42,6.16,16.81,13.2,20.09,,,,,,
2025-07-18,,,,14.16,11.43,16.99,,,,10.9,8.0,13.85,,,,4.7,1.72,7.68,,,,,,,2.9,-0.42,6.12,16.8,13.19,20.07,,,,,,
2025-07-19,,,,14.16,11.42,16.99,,,,10.87,7.99,13.82,,,,4.71,1.71,7.69,,,,,,,2.91,-0.42,6.11,16.79,13.18,20.05,,,,,,
2025-07-20,,,,14.15,11.4,16.99,,,,10.84,7.94,13.78,,,,4.71,1.56,7.7,,,,,,,2.92,-0.4,6.13,16.79,13.19,20.02,,,,,,
2025-07-21,,,,14.14,11.35,16.99,,,,10.81,7.89,13.77,,,,4.72,1.59,7.72,,,,,,,2.94,-0.4,6.15,16.78,13.18,20.03,12.0,11.0,4.0,,3.0,19.0
2025-07-22,,,,14.14,11.32,17.0,,,,10.78,7.85,13.74,,,,4.72,1.63,7.71,,,,,,,2.95,-0.37,6.15,16.78,13.17,20.01,,,,,,
2025-07-23,,,,14.13,11.3,16.94,,,,10.75,7.8,13.71,,,,4.73,1.67,7.71,,,,,,,2.96,-0.35,6.13,16.77,13.17,19.97,,,,,,
2025-07-24,,,,14.13,11.28,16.87,,,,10.72,7.78,13.65,,,,4.74,1.66,7.7,,,,,,,2.98,-0.33,6.1,16.76,13.17,19.95,,,,,,
2025-07-25,,,,14.12,11.27,16.9,,,,10.7,7.8,13.62,,,,4.74,1.66,7.69,,,,,,,2.99,-0.3,6.07,16.76,13.16,19.93,,,,,,
2025-07-26,,,,14.12,11.25,16.95,,,,10.67,7.81,13.58,,,,4.75,1.67,7.67,,,,,,,3.0,-0.26,6.1,16.75,13.24,19.91,,,,,,
2025-07-27,,,,14.12,11.24,17.01,,,,10.64,7.82,13.54,,,,4.76,1.67,7.64,,,,,,,3.02,-0.2,6.14,16.75,13.34,19.89,,,,,,
2025-07-28,,,,14.12,11.22,17.01,,,,10.61,7.84,13.5,,,,4.77,1.68,7.63,,,,,,,3.03,-0.21,6.18,16.74,13.4,19.87,,,,,,
2025-07-29,,,,14.12,11.21,17.01,,,,10.58,7.85,13.46,,,,4.77,1.69,7.61,,,,,,,3.05,-0.2,6.17,16.73,13.39,19.86,,,,,,
2025-07-30,,,,14.11,11.19,16.75,,,,10.55,7.85,13.42,,,,4.78,1.7,7.58,,,,,,,3.06,-0.17,6.14,16.73,13.37,19.84,,,,,,
2025-07-31,,,,14.11,11.18,16.74,,,,10.52,7.84,13.37,,,,4.78,1.7,7.54,,,,,,,3.08,-0.14,6.15,16.72,13.36,19.82,,,,,,
2025-08-01,,,,14.11,11.19,16.72,,,,10.49,7.79,13.32,,,,4.79,1.71,7.53,,,,,,,3.09,-0.11,6.18,16.72,13.35,19.79,,,,,,
2025-08-02,,,,14.11,11.2,16.7,,,,10.46,7.71,13.31,,,,4.8,1.63,7.57,,,,,,,3.11,-0.08,6.2,16.71,13.35,19.76,,,,,,
2025-08-03,,,,14.11,11.25,16.7,,,,10.43,7.65,13.3,,,,4.8,1.62,7.55,,,,,,,3.13,-0.06,6.21,16.7,13.32,19.73,,,,,,
2025-08-04,,,,14.11,11.24,16.72,,,,10.4,7.58,13.28,,,,4.81,1.66,7.54,,,,,,,3.14,-0.03,6.23,16.7,13.3,19.7,,,,,,
2025-08-05,,,,14.11,11.25,16.74,,,,10.37,7.52,13.24,,,,4.81,1.7,7.53,,,,,,,3.16,0.0,6.25,16.69,13.28,19.74,,,,,,
2025-08-06,,,,14.12,11.27,16.75,,,,10.34,7.46,13.2,,,,4.82,1.7,7.57,,,,,,,3.18,0.03,6.26,16.68,13.27,19.72,,,,,,
2025-08-07,,,,14.12,11.26,16.78,,,,10.31,7.4,13.15,,,,4.82,1.69,7.6,,,,,,,3.2,0.05,6.26,16.68,13.31,19.72,,,,,,
2025-08-08,,,,14.12,11.25,16.8,,,,10.29,7.34,13.11,,,,4.83,1.68,7.64,,,,,,,3.21,0.08,6.25,16.67,13.35,19.75,,,,,,
2025-08-09,,,,14.12,11.24,16.82,,,,10.26,7.28,13.06,,,,4.83,1.68,7.63,,,,,,,3.23,0.08,6.22,16.66,13.33,19.78,,,,,,
2025-08-10,,,,14.13,11.24,16.83,,,,10.23,7.2,13.02,,,,4.84,1.67,7.62,,,,,,,3.25,0.07,6.21,16.66,13.33,19.8,,,,,,
2025-08-11,,,,14.13,11.24,16.81,,,,10.2,7.14,12.94,,,,4.84,1.67,7.66,,,,,,,3.27,0.07,6.27,16.65,13.29,19.78,,,,,,
