day,Thatcher net,Thatcher net (low),Thatcher net (high),Major net,Major net (low),Major net (high),Blair net,Blair net (low),Blair net (high),Brown net,Brown net (low),Brown net (high),Cameron net,Cameron net (low),Cameron net (high),May net,May net (low),May net (high),Johnson net,Johnson net (low),Johnson net (high),Truss net,Truss net (low),Truss net (high),Sunak net,Sunak net (low),Sunak net (high),Starmer net,Starmer net (low),Starmer net (high)
2679,-28.46,-33.55,-24.06,,,,-23.46,-28.98,-17.97,,,,,,,,,,,,,,,,,,,,,
2680,-28.37,-33.46,-24.0,,,,-23.43,-29.01,-17.93,,,,,,,,,,,,,,,,,,,,,
2681,-28.29,-33.38,-23.96,,,,-23.41,-29.04,-17.91,,,,,,,,,,,,,,,,,,,,,
2682,-28.2,-33.29,-23.93,,,,-23.39,-29.06,-17.88,,,,,,,,,,,,,,,,,,,,,
2683,-28.12,-33.2,-23.9,,,,-23.36,-29.09,-17.85,,,,,,,,,,,,,,,,,,,,,
2684,-28.03,-33.14,-23.88,,,,-23.34,-29.11,-17.84,,,,,,,,,,,,,,,,,,,,,
2685,-27.94,-33.05,-23.86,,,,-23.32,-29.12,-17.69,,,,,,,,,,,,,,,,,,,,,
2686,-27.86,-32.72,-23.85,,,,-23.3,-29.15,-17.54,,,,,,,,,,,,,,,,,,,,,
2687,-27.77,-32.89,-23.76,,,,-23.28,-29.21,-17.38,,,,,,,,,,,,,,,,,,,,,
2688,-27.67,-32.9,-23.73,,,,-23.26,-29.19,-17.27,,,,,,,,,,,,,,,,,,,,,
2689,-27.58,-32.9,-23.7,,,,-23.24,-29.26,-17.33,,,,,,,,,,,,,,,,,,,,,
2690,-27.48,-32.9,-23.62,,,,-23.23,-29.33,-17.4,,,,,,,,,,,,,,,,,,,,,
2691,-27.38,-32.76,-23.54,,,,-23.21,-29.4,-17.48,,,,,,,,,,,,,,,,,,,,,
2692,-27.28,-32.5,-23.46,,,,-23.19,-29.48,-17.4,,,,,,,,,,,,,,,,,,,,,
2693,-27.18,-32.27,-23.41,,,,-23.18,-29.55,-17.32,,,,,,,,,,,,,,,,,,,,,
2694,-27.07,-32.03,-23.36,,,,-23.16,-29.62,-17.27,,,,,,,,,,,,,,,,,,,,,
2695,-26.95,-31.9,-23.31,,,,-23.14,-29.69,-17.22,,,,,,,,,,,,,,,,,,,,,
2696,-26.84,-31.78,-23.24,,,,-23.13,-29.7,-17.2,,,,,,,,,,,,,,,,,,,,,
2697,-26.72,-31.64,-23.19,,,,-23.11,-29.69,-17.13,,,,,,,,,,,,,,,,,,,,,
2698,-26.6,-31.51,-23.16,,,,-23.1,-29.67,-17.15,,,,,,,,,,,,,,,,,,,,,
2699,-26.48,-31.33,-23.03,,,,-23.09,-29.66,-17.16,,,,,,,,,,,,,,,,,,,,,
2700,-26.35,-31.17,-23.0,,,,-23.07,-29.64,-17.05,,,,,,,,,,,,,,,,,,,,,
2701,-26.22,-30.99,-22.9,,,,-23.06,-29.61,-16.94,,,,,,,,,,,,,,,,,,,,,
2702,-26.09,-30.79,-22.86,,,,-23.04,-29.6,-16.91,,,,,,,,,,,,,,,,,,,,,
2703,-25.96,-30.57,-22.82,,,,-23.03,-29.57,-16.95,,,,,,,,,,,,,,,,,,,,,
2704,-25.83,-30.35,-22.73,,,,-23.01,-29.54,-17.01,,,,,,,,,,,,,,,,,,,,,
2705,-25.69,-30.11,-22.69,,,,-23.0,-29.51,-17.09,,,,,,,,,,,,,,,,,,,,,
2706,-25.56,-29.87,-22.61,,,,-22.98,-29.54,-17.17,,,,,,,,,,,,,,,,,,,,,
2707,-25.42,-29.61,-22.53,,,,-22.96,-29.57,-17.13,,,,,,,,,,,,,,,,,,,,,
2708,-25.29,-29.35,-22.46,,,,-22.95,-29.42,-17.14,,,,,,,,,,,,,,,,,,,,,
2709,-25.15,-28.81,-22.39,,,,-22.93,-29.38,-17.13,,,,,,,,,,,,,,,,,,,,,
2710,-25.02,-28.64,-22.33,,,,-22.91,-29.36,-17.04,,,,,,,,,,,,,,,,,,,,,
2711,-24.89,-28.48,-22.27,,,,-22.88,-29.44,-16.98,,,,,,,,,,,,,,,,,,,,,
2712,-24.75,-28.15,-22.22,,,,-22.86,-29.4,-16.89,,,,,,,,,,,,,,,,,,,,,
2713,-24.62,-27.77,-22.17,,,,-22.84,-29.36,-16.82,,,,,,,,,,,,,,,,,,,,,
2714,-24.49,-27.42,-22.48,,,,-22.82,-29.32,-16.83,,,,,,,,,,,,,,,,,,,,,
2715,-24.36,-27.11,-22.45,,,,-22.8,-29.29,-16.86,,,,,,,,,,,,,,,,,,,,,
2716,-24.24,-26.83,-22.41,,,,-22.78,-29.23,-16.89,,,,,,,,,,,,,,,,,,,,,
2717,-24.11,-26.57,-22.35,,,,-22.76,-29.19,-16.92,,,,,,,,,,,,,,,,,,,,,
2718,-23.99,-26.35,-22.29,,,,-22.74,-29.14,-16.9,,,,,,,,,,,,,,,,,,,,,
2719,-23.87,-26.12,-22.23,,,,-22.72,-29.11,-16.81,,,,,,,,,,,,,,,,,,,,,
2720,-23.76,-25.79,-22.16,,,,-22.7,-29.07,-16.73,,,,,,,,,,,,,,,,,,,,,
2721,-23.64,-25.54,-21.95,,,,-22.69,-29.03,-16.73,,,,,,,,,,,,,,,,,,,,,
2722,-23.53,-25.41,-21.67,,,,-22.68,-29.0,-16.73,,,,,,,,,,,,,,,,,,,,,
2723,-23.43,-25.21,-21.63,,,,-22.67,-28.95,-16.74,,,,,,,,,,,,,,,,,,,,,
2724,-23.33,-25.05,-21.6,,,,-22.66,-28.9,-16.76,,,,,,,,,,,,,,,,,,,,,
2725,-23.23,-24.96,-21.56,,,,-22.65,-28.86,-16.79,,,,,,,,,,,,,,,,,,,,,
2726,-23.14,-24.75,-21.46,,,,-22.65,-28.84,-16.82,,,,,,,,,,,,,,,,,,,,,
2727,-23.05,-24.62,-21.34,,,,-22.64,-28.81,-16.87,,,,,,,,,,,,,,,,,,,,,
2728,-22.97,-24.47,-21.22,,,,-22.64,-28.78,-16.96,,,,,,,,,,,,,,,,,,,,,
2729,-22.89,-24.41,-21.11,,,,-22.65,-28.74,-16.93,,,,,,,,,,,,,,,,,,,,,
2730,-22.82,-24.38,-21.01,,,,-22.65,-28.71,-16.96,,,,,,,,,,,,,,,,,,,,,
2731,-22.76,-24.3,-20.92,,,,-22.66,-28.69,-16.96,,,,,,,,,,,,,,,,,,,,,
2732,-22.7,-24.24,-20.84,,,,-22.67,-28.66,-16.99,,,,,,,,,,,,,,,,,,,,,
2733,-22.65,-24.21,-20.79,,,,-22.68,-28.64,-16.99,,,,,,,,,,,,,,,,,,,,,
2734,-22.6,-24.2,-20.75,,,,-22.7,-28.61,-17.01,,,,,,,,,,,,,,,,,,,,,
2735,-22.56,-24.19,-20.69,,,,-22.71,-28.58,-17.06,,,,,,,,,,,,,,,,,,,,,
2736,-22.53,-24.16,-20.64,,,,-22.73,-28.53,-17.12,,,,,,,,,,,,,,,,,,,,,
2737,-22.5,-24.12,-20.59,,,,-22.75,-28.49,-17.23,,,,,,,,,,,,,,,,,,,,,
2738,-22.47,-24.09,-20.56,,,,-22.76,-28.46,-17.37,,,,,,,,,,,,,,,,,,,,,
2739,-22.45,-24.08,-20.54,,,,-22.78,-28.27,-17.46,,,,,,,,,,,,,,,,,,,,,
2740,-22.43,-24.06,-20.53,,,,-22.8,-28.22,-17.52,,,,,,,,,,,,,,,,,,,,,
2741,-22.42,-24.06,-20.5,,,,-22.81,-28.18,-17.58,,,,,,,,,,,,,,,,,,,,,
2742,-22.4,-23.97,-20.63,,,,-22.83,-28.11,-17.68,,,,,,,,,,,,,,,,,,,,,
2743,-22.39,-24.02,-20.61,,,,-22.84,-28.09,-17.68,,,,,,,,,,,,,,,,,,,,,
2744,-22.38,-24.07,-20.59,,,,-22.86,-28.06,-17.69,,,,,,,,,,,,,,,,,,,,,
2745,-22.37,-24.05,-20.57,,,,-22.87,-27.94,-17.78,,,,,,,,,,,,,,,,,,,,,
2746,-22.36,-24.02,-20.56,,,,-22.89,-27.9,-17.86,,,,,,,,,,,,,,,,,,,,,
2747,-22.35,-24.02,-20.55,,,,-22.9,-27.86,-17.96,,,,,,,,,,,,,,,,,,,,,
2748,-22.35,-24.08,-20.55,,,,-22.91,-27.8,-18.03,,,,,,,,,,,,,,,,,,,,,
2749,-22.34,-24.14,-20.55,,,,-22.93,-27.75,-18.09,,,,,,,,,,,,,,,,,,,,,
2750,-22.34,-24.2,-20.54,,,,-22.94,-27.66,-18.13,,,,,,,,,,,,,,,,,,,,,
2751,-22.34,-24.22,-20.54,,,,-22.95,-27.58,-18.12,,,,,,,,,,,,,,,,,,,,,
2752,-22.34,-24.24,-20.54,,,,-22.96,-27.49,-18.15,,,,,,,,,,,,,,,,,,,,,
2753,-22.34,-24.27,-20.55,,,,-22.97,-27.4,-18.21,,,,,,,,,,,,,,,,,,,,,
2754,-22.34,-24.29,-20.55,,,,-22.98,-27.29,-18.27,,,,,,,,,,,,,,,,,,,,,
2755,-22.34,-24.32,-20.51,,,,-22.99,-27.14,-18.35,,,,,,,,,,,,,,,,,,,,,
2756,-22.34,-24.33,-20.45,,,,-23.0,-27.16,-18.44,,,,,,,,,,,,,,,,,,,,,
2757,-22.35,-24.35,-20.4,,,,-23.01,-27.11,-18.49,,,,,,,,,,,,,,,,,,,,,
2758,-22.35,-24.37,-20.39,,,,-23.02,-27.04,-18.5,,,,,,,,,,,,,,,,,,,,,
2759,-22.36,-24.39,-20.38,,,,-23.03,-26.96,-18.42,,,,,,,,,,,,,,,,,,,,,
2760,-22.36,-24.41,-20.39,,,,-23.03,-26.83,-18.34,,,,,,,,,,,,,,,,,,,,,
2761,-22.37,-24.34,-20.4,,,,-23.04,-26.72,-18.27,,,,,,,,,,,,,,,,,,,,,
2762,-22.38,-24.32,-20.41,,,,-23.04,-26.68,-18.22,,,,,,,,,,,,,,,,,,,,,
2763,-22.39,-24.35,-20.42,,,,-23.05,-26.64,-18.2,,,,,,,,,,,,,,,,,,,,,
2764,-22.4,-24.39,-20.43,,,,-23.05,-26.63,-18.24,,,,,,,,,,,,,,,,,,,,,
2765,-22.41,-24.43,-20.44,,,,-23.05,-26.59,-18.31,,,,,,,,,,,,,,,,,,,,,
2766,-22.42,-24.47,-20.45,,,,-23.05,-26.51,-18.45,,,,,,,,,,,,,,,,,,,,,
2767,-22.44,-24.51,-20.48,,,,-23.04,-26.45,-18.41,,,,,,,,,,,,,,,,,,,,,
2768,-22.45,-24.55,-20.49,,,,-23.04,-26.38,-18.35,,,,,,,,,,,,,,,,,,,,,
2769,-22.46,-24.59,-20.52,,,,-23.03,-26.26,-18.33,,,,,,,,,,,,,,,,,,,,,
2770,-22.48,-24.62,-20.54,,,,-23.02,-26.3,-18.32,,,,,,,,,,,,,,,,,,,,,
2771,-22.49,-24.64,-20.54,,,,-23.01,-26.2,-18.44,,,,,,,,,,,,,,,,,,,,,
2772,-22.5,-24.67,-20.55,,,,-23.0,-26.15,-18.43,,,,,,,,,,,,,,,,,,,,,
2773,-22.52,-24.7,-20.58,,,,-22.98,-26.11,-18.44,,,,,,,,,,,,,,,,,,,,,
2774,-22.53,-24.74,-20.61,,,,-22.97,-26.06,-18.7,,,,,,,,,,,,,,,,,,,,,
2775,-22.55,-24.78,-20.63,,,,-22.95,-25.96,-18.67,,,,,,,,,,,,,,,,,,,,,
2776,-22.56,-24.78,-20.65,,,,-22.93,-25.86,-18.74,,,,,,,,,,,,,,,,,,,,,
2777,-22.57,-24.73,-20.65,,,,-22.9,-25.76,-18.71,,,,,,,,,,,,,,,,,,,,,
2778,-22.58,-24.73,-20.66,,,,-22.88,-25.77,-18.63,,,,,,,,,,,,,,,,,,,,,
2779,-22.59,-24.7,-20.67,,,,-22.86,-25.75,-18.52,,,,,,,,,,,,,,,,,,,,,
2780,-22.6,-24.72,-20.67,,,,-22.83,-25.75,-18.49,,,,,,,,,,,,,,,,,,,,,
2781,-22.61,-24.75,-20.7,,,,-22.81,-25.76,-18.5,,,,,,,,,,,,,,,,,,,,,
2782,-22.62,-24.77,-20.7,,,,-22.78,-25.8,-18.5,,,,,,,,,,,,,,,,,,,,,
2783,-22.63,-24.8,-20.71,,,,-22.76,-25.8,-18.56,,,,,,,,,,,,,,,,,,,,,
2784,-22.64,-24.83,-20.72,,,,-22.73,-25.79,-18.59,,,,,,,,,,,,,,,,,,,,,
2785,-22.65,-24.86,-20.72,,,,-22.7,-25.8,-18.61,,,,,,,,,,,,,,,,,,,,,
2786,-22.65,-24.89,-20.71,,,,-22.67,-25.8,-18.59,,,,,,,,,,,,,,,,,,,,,
2787,-22.66,-24.81,-20.73,,,,-22.64,-25.85,-18.52,,,,,,,,,,,,,,,,,,,,,
2788,-22.67,-24.86,-20.73,,,,-22.61,-25.84,-18.56,,,,,,,,,,,,,,,,,,,,,
2789,-22.68,-24.91,-20.73,,,,-22.58,-25.84,-18.61,,,,,,,,,,,,,,,,,,,,,
2790,-22.68,-24.95,-20.73,,,,-22.54,-25.83,-18.66,,,,,,,,,,,,,,,,,,,,,
2791,-22.68,-25.01,-20.72,,,,-22.51,-25.84,-18.66,,,,,,,,,,,,,,,,,,,,,
2792,-22.69,-25.04,-20.73,,,,-22.46,-25.87,-18.61,,,,,,,,,,,,,,,,,,,,,
2793,-22.69,-25.04,-20.73,,,,-22.42,-25.77,-18.54,,,,,,,,,,,,,,,,,,,,,
2794,-22.69,-25.04,-20.73,,,,-22.36,-25.73,-18.49,,,,,,,,,,,,,,,,,,,,,
2795,-22.68,-25.05,-20.67,,,,-22.31,-25.57,-18.49,,,,,,,,,,,,,,,,,,,,,
2796,-22.68,-25.07,-20.65,,,,-22.25,-25.52,-18.45,,,,,,,,,,,,,,,,,,,,,
2797,-22.67,-25.1,-20.62,,,,-22.19,-25.45,-18.41,,,,,,,,,,,,,,,,,,,,,
2798,-22.66,-25.11,-20.59,,,,-22.12,-25.38,-18.46,,,,,,,,,,,,,,,,,,,,,
2799,-22.64,-25.11,-20.56,,,,-22.05,-25.34,-18.46,,,,,,,,,,,,,,,,,,,,,
2800,-22.63,-25.11,-20.54,,,,-21.98,-25.25,-18.34,,,,,,,,,,,,,,,,,,,,,
2801,-22.61,-25.1,-20.5,,,,-21.9,-25.12,-18.21,,,,,,,,,,,,,,,,,,,,,
2802,-22.59,-25.08,-20.48,,,,-21.83,-25.0,-18.04,,,,,,,,,,,,,,,,,,,,,
2803,-22.57,-25.05,-20.44,,,,-21.74,-24.94,-17.89,,,,,,,,,,,,,,,,,,,,,
2804,-22.55,-25.02,-20.42,,,,-21.66,-24.89,-17.74,,,,,,,,,,,,,,,,,,,,,
2805,-22.52,-25.06,-20.41,,,,-21.57,-24.84,-17.56,,,,,,,,,,,,,,,,,,,,,
2806,-22.49,-25.1,-20.28,,,,-21.48,-24.8,-17.38,,,,,,,,,,,,,,,,,,,,,
2807,-22.47,-25.11,-20.28,,,,-21.39,-24.77,-17.25,,,,,,,,,,,,,,,,,,,,,
2808,-22.43,-25.11,-20.22,,,,-21.29,-24.74,-17.03,,,,,,,,,,,,,,,,,,,,,
2809,-22.4,-25.07,-20.16,,,,-21.19,-24.71,-16.99,,,,,,,,,,,,,,,,,,,,,
2810,-22.36,-25.02,-20.09,,,,-21.09,-24.68,-16.93,,,,,,,,,,,,,,,,,,,,,
2811,-22.32,-24.96,-20.03,,,,-20.99,-24.62,-16.58,,,,,,,,,,,,,,,,,,,,,
2812,-22.28,-24.96,-19.97,,,,-20.88,-24.54,-16.33,,,,,,,,,,,,,,,,,,,,,
2813,-22.22,-24.59,-19.94,,,,-20.76,-24.52,-16.25,,,,,,,,,,,,,,,,,,,,,
2814,-22.17,-24.6,-19.89,,,,-20.64,-24.39,-15.95,,,,,,,,,,,,,,,,,,,,,
2815,-22.11,-24.56,-19.77,,,,-20.52,-24.32,-15.78,,,,,,,,,,,,,,,,,,,,,
2816,-22.04,-24.55,-19.64,,,,-20.4,-24.31,-15.62,,,,,,,,,,,,,,,,,,,,,
2817,-21.97,-24.54,-19.49,,,,-20.27,-24.17,-15.48,,,,,,,,,,,,,,,,,,,,,
2818,-21.9,-24.54,-19.33,,,,-20.14,-24.02,-15.34,,,,,,,,,,,,,,,,,,,,,
2819,-21.82,-24.54,-19.15,,,,-20.01,-23.86,-15.15,,,,,,,,,,,,,,,,,,,,,
2820,-21.73,-24.44,-19.0,,,,-19.87,-23.75,-14.98,,,,,,,,,,,,,,,,,,,,,
2821,-21.64,-24.37,-18.87,,,,-19.73,-23.8,-14.81,,,,,,,,,,,,,,,,,,,,,
2822,-21.55,-24.32,-18.72,,,,-19.59,-23.73,-14.57,,,,,,,,,,,,,,,,,,,,,
2823,-21.45,-24.25,-18.52,,,,-19.45,-23.59,-14.38,,,,,,,,,,,,,,,,,,,,,
2824,-21.35,-24.19,-18.32,,,,-19.31,-23.43,-14.24,,,,,,,,,,,,,,,,,,,,,
2825,-21.25,-24.14,-18.22,,,,-19.17,-23.25,-14.11,,,,,,,,,,,,,,,,,,,,,
2826,-21.15,-24.07,-18.04,,,,-19.02,-23.07,-13.95,,,,,,,,,,,,,,,,,,,,,
2827,-21.04,-24.02,-17.74,,,,-18.87,-22.99,-13.83,,,,,,,,,,,,,,,,,,,,,
2828,-20.93,-24.07,-17.47,,,,-18.72,-22.97,-13.71,,,,,,,,,,,,,,,,,,,,,
2829,-20.82,-23.99,-17.27,,,,-18.57,-22.86,-13.6,,,,,,,,,,,,,,,,,,,,,
2830,-20.7,-23.99,-17.11,,,,-18.42,-22.59,-13.48,,,,,,,,,,,,,,,,,,,,,
2831,-20.59,-23.96,-16.88,,,,-18.26,-22.37,-13.27,,,,,,,,,,,,,,,,,,,,,
2832,-20.48,-23.96,-16.55,,,,-18.1,-22.27,-13.12,,,,,,,,,,,,,,,,,,,,,
2833,-20.36,-23.96,-16.22,,,,-17.94,-22.14,-12.99,,,,,,,,,,,,,,,,,,,,,
2834,-20.25,-23.96,-15.88,,,,-17.78,-22.02,-12.77,,,,,,,,,,,,,,,,,,,,,
2835,-20.13,-23.97,-15.51,,,,-17.62,-21.88,-12.44,,,,,,,,,,,,,,,,,,,,,
2836,-20.02,-23.98,-15.19,,,,-17.46,-21.8,-12.13,,,,,,,,,,,,,,,,,,,,,
2837,-19.9,-24.0,-14.91,,,,-17.29,-21.7,-11.83,,,,,,,,,,,,,,,,,,,,,
2838,-19.78,-24.01,-14.63,,,,-17.13,-21.62,-11.6,,,,,,,,,,,,,,,,,,,,,
2839,-19.66,-24.03,-14.42,,,,-16.97,-21.48,-11.39,,,,,,,,,,,,,,,,,,,,,
2840,-19.54,-23.99,-14.21,,,,-16.81,-21.39,-11.19,,,,,,,,,,,,,,,,,,,,,
2841,-19.42,-24.01,-14.02,,,,-16.64,-21.29,-11.01,,,,,,,,,,,,,,,,,,,,,
2842,-19.3,-24.03,-13.84,,,,-16.49,-21.27,-10.84,,,,,,,,,,,,,,,,,,,,,
2843,-19.17,-24.05,-13.74,,,,-16.33,-21.24,-10.68,,,,,,,,,,,,,,,,,,,,,
2844,-19.04,-24.03,-13.63,,,,-16.17,-21.16,-10.53,,,,,,,,,,,,,,,,,,,,,
2845,-18.91,-23.94,-13.53,,,,-16.02,-20.94,-10.48,,,,,,,,,,,,,,,,,,,,,
2846,-18.77,-23.88,-13.43,,,,-15.86,-20.75,-10.42,,,,,,,,,,,,,,,,,,,,,
2847,-18.63,-23.84,-13.34,,,,-15.71,-20.58,-10.34,,,,,,,,,,,,,,,,,,,,,
2848,-18.49,-23.81,-13.25,,,,-15.57,-20.26,-10.2,,,,,,,,,,,,,,,,,,,,,
2849,-18.35,-23.61,-13.09,,,,-15.42,-20.13,-10.17,,,,,,,,,,,,,,,,,,,,,
2850,-18.21,-23.59,-12.9,,,,-15.28,-20.01,-10.14,,,,,,,,,,,,,,,,,,,,,
2851,-18.06,-23.59,-12.73,,,,-15.14,-19.82,-9.86,,,,,,,,,,,,,,,,,,,,,
2852,-17.92,-23.49,-12.55,,,,-15.01,-19.73,-9.78,,,,,,,,,,,,,,,,,,,,,
2853,-17.77,-23.32,-12.38,,,,-14.88,-19.62,-9.71,,,,,,,,,,,,,,,,,,,,,
2854,-17.62,-23.11,-12.22,,,,-14.75,-19.49,-9.64,,,,,,,,,,,,,,,,,,,,,
2855,-17.47,-22.94,-12.06,,,,-14.63,-19.4,-9.57,,,,,,,,,,,,,,,,,,,,,
2856,-17.32,-22.85,-11.93,,,,-14.51,-19.36,-9.5,,,,,,,,,,,,,,,,,,,,,
2857,-17.17,-22.81,-11.84,,,,-14.39,-19.3,-9.43,,,,,,,,,,,,,,,,,,,,,
2858,-17.02,-22.8,-11.76,,,,-14.27,-19.26,-9.4,,,,,,,,,,,,,,,,,,,,,
2859,-16.87,-22.79,-11.68,,,,-14.16,-19.15,-9.36,,,,,,,,,,,,,,,,,,,,,
2860,-16.72,-22.78,-11.56,,,,-14.05,-19.04,-9.33,,,,,,,,,,,,,,,,,,,,,
2861,-16.57,-22.63,-11.42,,,,-13.95,-18.93,-9.29,,,,,,,,,,,,,,,,,,,,,
2862,-16.42,-22.43,-11.3,,,,-13.84,-18.82,-9.26,,,,,,,,,,,,,,,,,,,,,
2863,-16.27,-22.24,-11.18,,,,-13.74,-18.7,-9.17,,,,,,,,,,,,,,,,,,,,,
2864,-16.12,-22.07,-11.05,,,,-13.64,-18.57,-9.02,,,,,,,,,,,,,,,,,,,,,
2865,-15.97,-21.98,-10.93,,,,-13.55,-18.46,-8.95,,,,,,,,,,,,,,,,,,,,,
2866,-15.82,-21.91,-10.82,,,,-13.45,-18.35,-8.82,,,,,,,,,,,,,,,,,,,,,
2867,-15.67,-23.0,-10.47,,,,-13.36,-18.21,-8.69,,,,,,,,,,,,,,,,,,,,,
2868,-15.52,-21.52,-10.59,,,,-13.26,-18.07,-8.65,,,,,,,,,,,,,,,,,,,,,
2869,-15.37,-21.45,-10.48,,,,-13.17,-17.96,-8.57,,,,,,,,,,,,,,,,,,,,,
2870,-15.22,-21.3,-10.35,,,,-13.08,-17.84,-8.47,,,,,,,,,,,,,,,,,,,,,
2871,-15.07,-21.19,-10.23,,,,-12.99,-17.71,-8.42,,,,,,,,,,,,,,,,,,,,,
2872,-14.92,-21.1,-10.16,,,,-12.9,-17.59,-8.46,,,,,,,,,,,,,,,,,,,,,
2873,-14.78,-21.0,-10.08,,,,-12.81,-17.5,-8.5,,,,,,,,,,,,,,,,,,,,,
2874,-14.63,-20.89,-9.94,,,,-12.73,-17.44,-8.43,,,,,,,,,,,,,,,,,,,,,
2875,-14.48,-20.78,-9.77,,,,-12.64,-17.37,-8.37,,,,,,,,,,,,,,,,,,,,,
2876,-14.34,-20.67,-9.61,,,,-12.55,-17.3,-8.31,,,,,,,,,,,,,,,,,,,,,
2877,-14.2,-20.56,-9.45,,,,-12.47,-17.23,-8.24,,,,,,,,,,,,,,,,,,,,,
2878,-14.05,-20.44,-9.31,,,,-12.38,-17.19,-8.18,,,,,,,,,,,,,,,,,,,,,
2879,-13.91,-20.33,-9.17,,,,-12.3,-17.15,-8.11,,,,,,,,,,,,,,,,,,,,,
2880,-13.78,-20.23,-9.05,,,,-12.21,-17.09,-8.05,,,,,,,,,,,,,,,,,,,,,
2881,-13.64,-20.14,-8.92,,,,-12.13,-16.96,-7.99,,,,,,,,,,,,,,,,,,,,,
2882,-13.51,-19.98,-8.84,,,,-12.05,-16.82,-7.94,,,,,,,,,,,,,,,,,,,,,
2883,-13.38,-19.82,-8.73,,,,-11.97,-16.72,-7.81,,,,,,,,,,,,,,,,,,,,,
2884,-13.26,-19.65,-8.67,,,,-11.89,-16.63,-7.79,,,,,,,,,,,,,,,,,,,,,
2885,-13.13,-19.5,-8.6,,,,-11.81,-16.53,-7.76,,,,,,,,,,,,,,,,,,,,,
2886,-13.01,-19.35,-8.64,,,,-11.74,-16.42,-7.71,,,,,,,,,,,,,,,,,,,,,
2887,-12.9,-19.18,-8.61,,,,-11.66,-16.31,-7.66,,,,,,,,,,,,,,,,,,,,,
2888,-12.79,-19.01,-8.53,,,,-11.59,-16.2,-7.62,,,,,,,,,,,,,,,,,,,,,
2889,-12.68,-18.84,-8.51,,,,-11.51,-16.09,-7.58,,,,,,,,,,,,,,,,,,,,,
2890,-12.58,-18.54,-8.43,,,,-11.44,-15.96,-7.49,,,,,,,,,,,,,,,,,,,,,
2891,-12.48,-18.35,-8.37,,,,-11.37,-15.75,-7.39,,,,,,,,,,,,,,,,,,,,,
2892,-12.39,-18.17,-8.32,,,,-11.3,-15.45,-7.32,,,,,,,,,,,,,,,,,,,,,
2893,-12.3,-17.99,-8.33,,,,-11.23,-15.31,-7.29,,,,,,,,,,,,,,,,,,,,,
2894,-12.21,-17.82,-8.3,,,,-11.16,-15.22,-7.24,,,,,,,,,,,,,,,,,,,,,
2895,-12.13,-17.68,-8.27,,,,-11.09,-15.12,-7.07,,,,,,,,,,,,,,,,,,,,,
2896,-12.05,-17.54,-8.3,,,,-11.02,-15.03,-6.94,,,,,,,,,,,,,,,,,,,,,
2897,-11.98,-17.56,-8.1,,,,-10.95,-14.95,-6.92,,,,,,,,,,,,,,,,,,,,,
2898,-11.91,-17.43,-8.12,,,,-10.88,-14.85,-6.85,,,,,,,,,,,,,,,,,,,,,
2899,-11.84,-17.31,-8.15,,,,-10.82,-14.71,-6.83,,,,,,,,,,,,,,,,,,,,,
2900,-11.77,-17.14,-8.17,,,,-10.75,-14.64,-6.82,,,,,,,,,,,,,,,,,,,,,
2901,-11.71,-17.04,-8.01,,,,-10.69,-14.55,-6.79,,,,,,,,,,,,,,,,,,,,,
2902,-11.65,-16.92,-8.06,,,,-10.63,-14.46,-6.78,,,,,,,,,,,,,,,,,,,,,
2903,-11.58,-16.81,-8.67,,,,-10.57,-14.37,-6.77,,,,,,,,,,,,,,,,,,,,,
2904,-11.51,-16.65,-8.62,,,,-10.52,-14.28,-6.76,,,,,,,,,,,,,,,,,,,,,
2905,-11.44,-16.49,-8.64,,,,-10.46,-14.22,-6.76,,,,,,,,,,,,,,,,,,,,,
2906,-11.37,-16.33,-8.66,,,,-10.41,-14.19,-6.76,,,,,,,,,,,,,,,,,,,,,
2907,-11.3,-16.17,-8.63,,,,-10.36,-14.16,-6.68,,,,,,,,,,,,,,,,,,,,,
2908,-11.23,-15.92,-8.57,,,,-10.31,-14.07,-6.67,,,,,,,,,,,,,,,,,,,,,
2909,-11.16,-15.68,-8.49,,,,-10.26,-13.87,-6.68,,,,,,,,,,,,,,,,,,,,,
2910,-11.08,-15.53,-8.4,,,,-10.21,-13.8,-6.78,,,,,,,,,,,,,,,,,,,,,
2911,-11.01,-15.26,-8.31,,,,-10.17,-13.73,-6.74,,,,,,,,,,,,,,,,,,,,,
2912,-10.93,-14.95,-8.29,,,,-10.12,-13.66,-6.69,,,,,,,,,,,,,,,,,,,,,
2913,-10.86,-14.8,-8.26,,,,-10.08,-13.59,-6.69,,,,,,,,,,,,,,,,,,,,,
2914,-10.78,-14.45,-8.13,,,,-10.04,-13.52,-6.71,,,,,,,,,,,,,,,,,,,,,
2915,-10.71,-14.28,-8.06,,,,-10.0,-13.45,-6.76,,,,,,,,,,,,,,,,,,,,,
2916,-10.63,-14.15,-7.99,,,,-9.96,-13.39,-6.8,,,,,,,,,,,,,,,,,,,,,
2917,-10.56,-14.01,-7.75,,,,-9.92,-13.32,-6.85,,,,,,,,,,,,,,,,,,,,,
2918,-10.48,-13.86,-7.52,,,,-9.88,-13.26,-6.88,,,,,,,,,,,,,,,,,,,,,
2919,-10.41,-13.7,-7.22,,,,-9.85,-13.19,-6.88,,,,,,,,,,,,,,,,,,,,,
2920,-10.34,-13.55,-7.03,,,,-9.81,-13.12,-6.82,,,,,,,,,,,,,,,,,,,,,
