day,Thatcher net,Thatcher net (low),Thatcher net (high),Major net,Major net (low),Major net (high),Blair net,Blair net (low),Blair net (high),Brown net,Brown net (low),Brown net (high),Cameron net,Cameron net (low),Cameron net (high),May net,May net (low),May net (high),Johnson net,Johnson net (low),Johnson net (high),Truss net,Truss net (low),Truss net (high),Sunak net,Sunak net (low),Sunak net (high),Starmer net,Starmer net (low),Starmer net (high)
2921,-10.27,-13.39,-6.75,,,,-9.78,-13.05,-6.76,,,,,,,,,,,,,,,,,,,,,
2922,-10.2,-13.25,-6.58,,,,-9.74,-12.99,-6.71,,,,,,,,,,,,,,,,,,,,,
2923,-10.13,-13.13,-6.48,,,,-9.71,-12.9,-6.67,,,,,,,,,,,,,,,,,,,,,
2924,-10.07,-13.04,-6.39,,,,-9.68,-12.81,-6.74,,,,,,,,,,,,,,,,,,,,,
2925,-10.0,-12.96,-6.31,,,,-9.64,-12.73,-6.73,,,,,,,,,,,,,,,,,,,,,
2926,-9.94,-12.92,-6.21,,,,-9.61,-12.64,-6.71,,,,,,,,,,,,,,,,,,,,,
2927,-9.87,-12.92,-6.06,,,,-9.59,-12.61,-6.74,,,,,,,,,,,,,,,,,,,,,
2928,-9.81,-12.87,-5.98,,,,-9.56,-12.51,-6.77,,,,,,,,,,,,,,,,,,,,,
2929,-9.75,-12.8,-5.91,,,,-9.54,-12.5,-6.77,,,,,,,,,,,,,,,,,,,,,
2930,-9.69,-12.78,-5.84,,,,-9.52,-12.5,-6.76,,,,,,,,,,,,,,,,,,,,,
2931,-9.63,-12.56,-6.04,,,,-9.5,-12.5,-6.75,,,,,,,,,,,,,,,,,,,,,
2932,-9.56,-12.82,-5.75,,,,-9.49,-12.5,-6.74,,,,,,,,,,,,,,,,,,,,,
2933,-9.5,-12.81,-5.67,,,,-9.49,-12.5,-6.73,,,,,,,,,,,,,,,,,,,,,
2934,-9.43,-12.8,-5.61,,,,-9.48,-12.5,-6.72,,,,,,,,,,,,,,,,,,,,,
2935,-9.37,-12.79,-5.53,,,,-9.49,-12.51,-6.68,,,,,,,,,,,,,,,,,,,,,
2936,-9.3,-12.79,-5.41,,,,-9.49,-12.53,-6.65,,,,,,,,,,,,,,,,,,,,,
2937,-9.23,-12.77,-5.34,,,,-9.5,-12.62,-6.63,,,,,,,,,,,,,,,,,,,,,
2938,-9.17,-12.76,-5.27,,,,-9.52,-12.65,-6.63,,,,,,,,,,,,,,,,,,,,,
2939,-9.1,-12.72,-5.19,,,,-9.54,-12.66,-6.63,,,,,,,,,,,,,,,,,,,,,
2940,-9.03,-12.68,-5.12,,,,-9.57,-12.67,-6.65,,,,,,,,,,,,,,,,,,,,,
2941,-8.96,-12.63,-5.04,,,,-9.6,-12.67,-6.73,,,,,,,,,,,,,,,,,,,,,
2942,-8.89,-12.62,-4.96,,,,-9.64,-12.67,-6.76,,,,,,,,,,,,,,,,,,,,,
2943,-8.82,-12.62,-4.88,,,,-9.68,-12.68,-6.8,,,,,,,,,,,,,,,,,,,,,
2944,-8.74,-12.57,-4.8,,,,-9.72,-12.73,-6.86,,,,,,,,,,,,,,,,,,,,,
2945,-8.67,-12.53,-4.72,,,,-9.77,-12.8,-6.95,,,,,,,,,,,,,,,,,,,,,
2946,-8.6,-12.48,-4.51,,,,-9.83,-12.83,-7.04,,,,,,,,,,,,,,,,,,,,,
2947,-8.53,-12.43,-4.36,,,,-9.88,-12.99,-7.01,,,,,,,,,,,,,,,,,,,,,
2948,-8.46,-12.33,-4.29,,,,-9.94,-13.06,-6.95,,,,,,,,,,,,,,,,,,,,,
2949,-8.39,-12.28,-4.2,,,,-10.0,-12.99,-7.04,,,,,,,,,,,,,,,,,,,,,
2950,-8.32,-12.25,-4.01,,,,-10.07,-13.02,-7.16,,,,,,,,,,,,,,,,,,,,,
2951,-8.26,-12.23,-3.77,,,,-10.13,-13.1,-7.28,,,,,,,,,,,,,,,,,,,,,
2952,-8.19,-12.22,-3.55,,,,-10.2,-13.2,-7.28,,,,,,,,,,,,,,,,,,,,,
2953,-8.13,-12.22,-3.48,,,,-10.26,-13.34,-7.28,,,,,,,,,,,,,,,,,,,,,
2954,-8.07,-12.35,-2.96,,,,-10.33,-13.53,-7.29,,,,,,,,,,,,,,,,,,,,,
2955,-8.01,-12.36,-2.79,,,,-10.4,-13.63,-7.32,,,,,,,,,,,,,,,,,,,,,
2956,-7.95,-12.37,-2.66,,,,-10.47,-13.62,-7.3,,,,,,,,,,,,,,,,,,,,,
2957,-7.89,-12.42,-2.53,,,,-10.54,-13.81,-7.27,,,,,,,,,,,,,,,,,,,,,
2958,-7.84,-12.49,-2.4,,,,-10.61,-14.1,-7.26,,,,,,,,,,,,,,,,,,,,,
2959,-7.79,-12.53,-2.33,,,,-10.68,-14.23,-7.25,,,,,,,,,,,,,,,,,,,,,
2960,-7.74,-12.43,-2.29,,,,-10.75,-14.34,-7.34,,,,,,,,,,,,,,,,,,,,,
2961,-7.69,-12.3,-2.26,,,,-10.82,-14.58,-7.4,,,,,,,,,,,,,,,,,,,,,
2962,-7.64,-12.16,-2.19,,,,-10.89,-14.85,-7.4,,,,,,,,,,,,,,,,,,,,,
2963,-7.6,-12.03,-2.15,,,,-10.97,-15.09,-7.43,,,,,,,,,,,,,,,,,,,,,
2964,-7.55,-11.92,-2.18,,,,-11.04,-15.26,-7.5,,,,,,,,,,,,,,,,,,,,,
2965,-7.51,-11.94,-2.22,,,,-11.12,-15.43,-7.56,,,,,,,,,,,,,,,,,,,,,
2966,-7.46,-11.96,-2.25,,,,-11.2,-15.59,-7.62,,,,,,,,,,,,,,,,,,,,,
2967,-7.42,-11.99,-2.29,,,,-11.28,-15.74,-7.69,,,,,,,,,,,,,,,,,,,,,
2968,-7.38,-11.59,-2.33,,,,-11.36,-15.89,-7.75,,,,,,,,,,,,,,,,,,,,,
2969,-7.33,-11.57,-2.37,,,,-11.44,-16.04,-7.81,,,,,,,,,,,,,,,,,,,,,
2970,-7.29,-11.57,-2.35,,,,-11.52,-16.15,-7.81,,,,,,,,,,,,,,,,,,,,,
2971,-7.24,-11.58,-2.38,,,,-11.6,-16.34,-7.79,,,,,,,,,,,,,,,,,,,,,
2972,-7.2,-11.59,-2.41,,,,-11.68,-16.45,-7.79,,,,,,,,,,,,,,,,,,,,,
2973,-7.15,-11.6,-2.43,,,,-11.76,-16.49,-7.89,,,,,,,,,,,,,,,,,,,,,
2974,-7.11,-11.6,-2.45,,,,-11.84,-16.53,-7.98,,,,,,,,,,,,,,,,,,,,,
2975,-7.06,-11.5,-2.47,,,,-11.92,-16.71,-8.15,,,,,,,,,,,,,,,,,,,,,
2976,-7.01,-11.46,-2.49,,,,-12.0,-16.88,-8.25,,,,,,,,,,,,,,,,,,,,,
2977,-6.96,-11.45,-2.51,,,,-12.08,-17.03,-8.3,,,,,,,,,,,,,,,,,,,,,
2978,-6.91,-11.44,-2.53,,,,-12.15,-17.12,-8.41,,,,,,,,,,,,,,,,,,,,,
2979,-6.87,-11.49,-2.56,,,,-12.23,-17.19,-8.51,,,,,,,,,,,,,,,,,,,,,
2980,-6.82,-11.48,-2.56,,,,-12.3,-17.25,-8.57,,,,,,,,,,,,,,,,,,,,,
2981,-6.77,-11.43,-2.54,,,,-12.37,-17.31,-8.57,,,,,,,,,,,,,,,,,,,,,
2982,-6.72,-11.39,-2.52,,,,-12.45,-17.39,-8.58,,,,,,,,,,,,,,,,,,,,,
2983,-6.66,-11.34,-2.49,,,,-12.51,-17.52,-8.58,,,,,,,,,,,,,,,,,,,,,
2984,-6.61,-11.28,-2.47,,,,-12.58,-17.64,-8.58,,,,,,,,,,,,,,,,,,,,,
2985,-6.56,-11.26,-2.44,,,,-12.65,-17.76,-8.6,,,,,,,,,,,,,,,,,,,,,
2986,-6.51,-11.36,-2.42,,,,-12.71,-17.92,-8.64,,,,,,,,,,,,,,,,,,,,,
2987,-6.45,-11.46,-2.73,,,,-12.77,-18.08,-8.67,,,,,,,,,,,,,,,,,,,,,
2988,-6.4,-11.46,-2.71,,,,-12.83,-18.19,-8.95,,,,,,,,,,,,,,,,,,,,,
2989,-6.34,-11.39,-2.69,,,,-12.89,-18.27,-8.95,,,,,,,,,,,,,,,,,,,,,
2990,-6.29,-11.31,-2.66,,,,-12.95,-18.33,-8.96,,,,,,,,,,,,,,,,,,,,,
2991,-6.23,-11.23,-2.61,,,,-13.01,-18.38,-8.97,,,,,,,,,,,,,,,,,,,,,
2992,-6.17,-11.15,-2.57,,,,-13.07,-18.44,-8.96,,,,,,,,,,,,,,,,,,,,,
2993,-6.12,-11.06,-2.53,,,,-13.13,-18.48,-8.96,,,,,,,,,,,,,,,,,,,,,
2994,-6.06,-10.97,-2.49,,,,-13.18,-18.53,-8.99,,,,,,,,,,,,,,,,,,,,,
2995,-6.0,-10.87,-2.48,,,,-13.24,-18.57,-9.0,,,,,,,,,,,,,,,,,,,,,
2996,-5.94,-10.78,-2.47,,,,-13.3,-18.66,-8.99,,,,,,,,,,,,,,,,,,,,,
2997,-5.88,-10.68,-2.48,,,,-13.35,-18.76,-8.97,,,,,,,,,,,,,,,,,,,,,
2998,-5.81,-10.58,-2.49,,,,-13.41,-18.86,-8.96,,,,,,,,,,,,,,,,,,,,,
2999,-5.75,-10.48,-2.5,,,,-13.46,-18.95,-9.02,,,,,,,,,,,,,,,,,,,,,
3000,-5.68,-10.38,-2.51,,,,-13.52,-19.02,-9.05,,,,,,,,,,,,,,,,,,,,,
3001,-5.61,-10.27,-2.52,,,,-13.57,-19.07,-9.06,,,,,,,,,,,,,,,,,,,,,
3002,-5.53,-10.17,-2.53,,,,-13.63,-19.13,-9.08,,,,,,,,,,,,,,,,,,,,,
3003,-5.45,-10.06,-2.53,,,,-13.69,-19.19,-9.1,,,,,,,,,,,,,,,,,,,,,
3004,-5.37,-9.93,-2.52,,,,-13.75,-19.26,-9.12,,,,,,,,,,,,,,,,,,,,,
3005,-5.28,-9.79,-2.46,,,,-13.81,-19.31,-9.16,,,,,,,,,,,,,,,,,,,,,
3006,-5.19,-9.67,-2.32,,,,-13.88,-19.4,-9.21,,,,,,,,,,,,,,,,,,,,,
3007,-5.1,-9.54,-2.2,,,,-13.94,-19.5,-9.33,,,,,,,,,,,,,,,,,,,,,
3008,-5.0,-9.4,-2.15,,,,-14.0,-19.6,-9.37,,,,,,,,,,,,,,,,,,,,,
3009,-4.89,-9.0,-2.14,,,,-14.07,-19.69,-9.4,,,,,,,,,,,,,,,,,,,,,
3010,-4.79,-8.81,-2.11,,,,-14.14,-19.79,-9.44,,,,,,,,,,,,,,,,,,,,,
3011,-4.68,-8.63,-2.07,,,,-14.21,-19.88,-9.48,,,,,,,,,,,,,,,,,,,,,
3012,-4.57,-8.31,-2.03,,,,-14.28,-20.01,-9.5,,,,,,,,,,,,,,,,,,,,,
3013,-4.45,-8.11,-2.01,,,,-14.35,-20.09,-9.56,,,,,,,,,,,,,,,,,,,,,
3014,-4.33,-7.9,-1.98,,,,-14.43,-20.16,-9.62,,,,,,,,,,,,,,,,,,,,,
3015,-4.21,-7.68,-1.84,,,,-14.5,-20.22,-9.71,,,,,,,,,,,,,,,,,,,,,
3016,-4.09,-6.61,-1.67,,,,-14.58,-20.29,-9.82,,,,,,,,,,,,,,,,,,,,,
3017,-3.96,-6.39,-1.4,,,,-14.66,-20.36,-9.92,,,,,,,,,,,,,,,,,,,,,
3018,-3.83,-6.22,-1.27,,,,-14.74,-20.41,-10.02,,,,,,,,,,,,,,,,,,,,,
3019,-3.7,-6.08,-1.05,,,,-14.82,-20.47,-10.08,,,,,,,,,,,,,,,,,,,,,
3020,-3.57,-5.94,-0.71,,,,-14.9,-20.52,-10.14,,,,,,,,,,,,,,,,,,,,,
3021,-3.44,-5.8,-0.36,,,,-14.98,-20.58,-10.2,,,,,,,,,,,,,,,,,,,,,
3022,-3.31,-5.65,0.04,,,,-15.06,-20.62,-10.26,,,,,,,,,,,,,,,,,,,,,
3023,-3.18,-5.28,0.34,,,,-15.14,-20.66,-10.32,,,,,,,,,,,,,,,,,,,,,
3024,-3.05,-5.01,0.57,,,,-15.22,-20.75,-10.39,,,,,,,,,,,,,,,,,,,,,
3025,-2.92,-4.98,0.75,,,,-15.3,-20.83,-10.44,,,,,,,,,,,,,,,,,,,,,
3026,-2.79,-4.88,0.92,,,,-15.39,-20.91,-10.45,,,,,,,,,,,,,,,,,,,,,
3027,-2.66,-4.81,1.1,,,,-15.47,-20.99,-10.47,,,,,,,,,,,,,,,,,,,,,
3028,-2.54,-4.68,1.29,,,,-15.55,-21.07,-10.52,,,,,,,,,,,,,,,,,,,,,
3029,-2.42,-4.6,1.52,,,,-15.63,-21.17,-10.58,,,,,,,,,,,,,,,,,,,,,
3030,-2.3,-4.53,2.14,,,,-15.71,-21.3,-10.66,,,,,,,,,,,,,,,,,,,,,
3031,-2.18,-4.44,2.78,,,,-15.78,-21.37,-10.74,,,,,,,,,,,,,,,,,,,,,
3032,-2.07,-4.34,3.29,,,,-15.86,-21.41,-10.83,,,,,,,,,,,,,,,,,,,,,
3033,-1.96,-4.26,3.68,,,,-15.94,-21.47,-10.91,,,,,,,,,,,,,,,,,,,,,
3034,-1.85,-4.23,3.94,,,,-16.01,-21.54,-11.0,,,,,,,,,,,,,,,,,,,,,
3035,-1.75,-4.18,4.14,,,,-16.09,-21.62,-11.09,,,,,,,,,,,,,,,,,,,,,
3036,-1.65,-4.16,4.32,,,,-16.16,-21.66,-11.18,,,,,,,,,,,,,,,,,,,,,
3037,-1.56,-4.15,4.47,,,,-16.23,-21.67,-11.28,,,,,,,,,,,,,,,,,,,,,
3038,-1.48,-4.14,4.6,,,,-16.3,-21.68,-11.37,,,,,,,,,,,,,,,,,,,,,
3039,-1.39,-4.16,4.71,,,,-16.37,-21.7,-11.46,,,,,,,,,,,,,,,,,,,,,
3040,-1.32,-4.15,4.79,,,,-16.44,-21.71,-11.56,,,,,,,,,,,,,,,,,,,,,
3041,-1.25,-4.12,4.86,,,,-16.51,-21.73,-11.68,,,,,,,,,,,,,,,,,,,,,
3042,-1.18,-4.12,4.92,,,,-16.58,-21.73,-11.79,,,,,,,,,,,,,,,,,,,,,
3043,-1.12,-4.12,4.96,,,,-16.65,-21.75,-11.91,,,,,,,,,,,,,,,,,,,,,
3044,-1.06,-4.25,4.98,,,,-16.72,-21.85,-12.02,,,,,,,,,,,,,,,,,,,,,
3045,-1.01,-4.21,4.99,,,,-16.79,-21.86,-12.02,,,,,,,,,,,,,,,,,,,,,
3046,-0.96,-4.18,5.0,,,,-16.86,-21.88,-12.08,,,,,,,,,,,,,,,,,,,,,
3047,-0.91,-4.16,4.99,,,,-16.93,-21.9,-12.1,,,,,,,,,,,,,,,,,,,,,
3048,-0.86,-4.13,4.98,,,,-17.0,-21.93,-12.13,,,,,,,,,,,,,,,,,,,,,
3049,-0.81,-4.11,4.96,,,,-17.07,-21.94,-12.15,,,,,,,,,,,,,,,,,,,,,
3050,-0.77,-4.1,4.94,,,,-17.14,-21.95,-12.2,,,,,,,,,,,,,,,,,,,,,
3051,-0.73,-4.15,4.95,,,,-17.21,-21.94,-12.23,,,,,,,,,,,,,,,,,,,,,
3052,-0.69,-4.19,4.96,,,,-17.28,-21.92,-12.27,,,,,,,,,,,,,,,,,,,,,
3053,-0.65,-4.22,4.97,,,,-17.35,-21.89,-12.3,,,,,,,,,,,,,,,,,,,,,
3054,-0.61,-4.26,4.96,,,,-17.41,-21.86,-12.35,,,,,,,,,,,,,,,,,,,,,
3055,-0.57,-4.29,4.95,,,,-17.48,-21.83,-12.39,,,,,,,,,,,,,,,,,,,,,
3056,-0.53,-4.32,4.91,,,,-17.54,-21.85,-12.44,,,,,,,,,,,,,,,,,,,,,
3057,-0.5,-4.32,4.95,,,,-17.61,-21.84,-12.53,,,,,,,,,,,,,,,,,,,,,
3058,-0.46,-4.33,4.93,,,,-17.67,-21.82,-12.6,,,,,,,,,,,,,,,,,,,,,
3059,-0.43,-4.33,4.89,,,,-17.73,-21.79,-12.73,,,,,,,,,,,,,,,,,,,,,
3060,-0.4,-4.33,4.83,,,,-17.78,-21.78,-12.86,,,,,,,,,,,,,,,,,,,,,
3061,-0.37,-4.34,4.76,,,,-17.84,-21.85,-13.0,,,,,,,,,,,,,,,,,,,,,
3062,-0.34,-4.35,4.68,,,,-17.89,-21.87,-13.21,,,,,,,,,,,,,,,,,,,,,
3063,-0.31,-4.34,4.58,,,,-17.94,-21.87,-13.43,,,,,,,,,,,,,,,,,,,,,
3064,-0.28,-4.32,4.5,,,,-17.99,-21.84,-13.66,,,,,,,,,,,,,,,,,,,,,
3065,-0.26,-4.31,4.44,,,,-18.03,-21.8,-13.79,,,,,,,,,,,,,,,,,,,,,
3066,-0.23,-4.3,4.41,,,,-18.07,-21.94,-13.96,,,,,,,,,,,,,,,,,,,,,
3067,-0.2,-4.28,4.42,,,,-18.11,-21.95,-14.25,,,,,,,,,,,,,,,,,,,,,
3068,-0.18,-4.26,4.43,,,,-18.14,-21.94,-14.43,,,,,,,,,,,,,,,,,,,,,
3069,-0.15,-4.24,4.45,,,,-18.16,-21.97,-14.56,,,,,,,,,,,,,,,,,,,,,
3070,-0.13,-4.22,4.41,,,,-18.18,-21.96,-14.62,,,,,,,,,,,,,,,,,,,,,
3071,-0.1,-4.2,4.41,,,,-18.2,-21.95,-14.69,,,,,,,,,,,,,,,,,,,,,
3072,-0.08,-4.17,4.44,,,,-18.21,-21.94,-14.76,,,,,,,,,,,,,,,,,,,,,
3073,-0.05,-4.14,4.48,,,,-18.22,-21.53,-14.91,,,,,,,,,,,,,,,,,,,,,
3074,-0.02,-4.11,4.52,,,,-18.23,-21.42,-14.99,,,,,,,,,,,,,,,,,,,,,
3075,0.0,-4.08,4.53,,,,-18.23,-21.29,-15.06,,,,,,,,,,,,,,,,,,,,,
3076,0.03,-4.05,4.54,,,,-18.23,-21.16,-15.14,,,,,,,,,,,,,,,,,,,,,
3077,0.06,-4.02,4.57,,,,-18.22,-21.06,-15.2,,,,,,,,,,,,,,,,,,,,,
3078,0.08,-3.85,4.58,,,,-18.21,-20.95,-15.25,,,,,,,,,,,,,,,,,,,,,
3079,0.11,-3.82,4.62,,,,-18.2,-20.87,-15.28,,,,,,,,,,,,,,,,,,,,,
3080,0.14,-3.79,4.67,,,,-18.18,-20.7,-15.28,,,,,,,,,,,,,,,,,,,,,
3081,0.17,-3.75,4.71,,,,-18.16,-20.52,-15.34,,,,,,,,,,,,,,,,,,,,,
3082,0.2,-3.72,4.74,,,,-18.14,-20.34,-15.44,,,,,,,,,,,,,,,,,,,,,
3083,0.23,-3.69,4.76,,,,-18.12,-20.14,-15.53,,,,,,,,,,,,,,,,,,,,,
3084,0.27,-3.65,4.8,,,,-18.09,-19.93,-15.63,,,,,,,,,,,,,,,,,,,,,
3085,0.3,-3.61,4.82,,,,-18.07,-19.74,-15.73,,,,,,,,,,,,,,,,,,,,,
3086,0.34,-3.68,4.96,,,,-18.05,-19.65,-15.86,,,,,,,,,,,,,,,,,,,,,
3087,0.37,-3.63,4.99,,,,-18.04,-19.52,-15.98,,,,,,,,,,,,,,,,,,,,,
3088,0.41,-3.59,5.08,,,,-18.02,-19.36,-16.07,,,,,,,,,,,,,,,,,,,,,
3089,0.45,-3.54,5.11,,,,-18.01,-19.22,-16.19,,,,,,,,,,,,,,,,,,,,,
3090,0.48,-3.5,5.09,,,,-18.0,-19.07,-16.3,,,,,,,,,,,,,,,,,,,,,
3091,0.52,-3.45,5.07,,,,-18.0,-18.96,-16.41,,,,,,,,,,,,,,,,,,,,,
3092,0.56,-3.4,5.2,,,,-18.0,-18.88,-16.53,,,,,,,,,,,,,,,,,,,,,
3093,0.6,-3.35,5.23,,,,-18.0,-18.8,-16.6,,,,,,,,,,,,,,,,,,,,,
3094,0.64,-3.29,5.21,,,,-18.0,-18.85,-16.73,,,,,,,,,,,,,,,,,,,,,
3095,0.67,-3.23,5.2,,,,-18.0,-18.69,-16.83,,,,,,,,,,,,,,,,,,,,,
3096,0.71,-3.18,5.23,,,,-18.01,-18.64,-16.95,,,,,,,,,,,,,,,,,,,,,
3097,0.75,-3.11,5.29,,,,-18.02,-18.61,-17.07,,,,,,,,,,,,,,,,,,,,,
3098,0.78,-3.05,5.44,,,,-18.04,-18.6,-17.19,,,,,,,,,,,,,,,,,,,,,
3099,0.81,-2.98,5.46,,,,-18.05,-18.6,-17.3,,,,,,,,,,,,,,,,,,,,,
3100,0.85,-2.9,5.47,,,,-18.07,-18.62,-17.42,,,,,,,,,,,,,,,,,,,,,
3101,0.88,-2.83,5.49,,,,-18.09,-18.66,-17.52,,,,,,,,,,,,,,,,,,,,,
3102,0.9,-2.77,5.52,,,,-18.11,-18.71,-17.6,,,,,,,,,,,,,,,,,,,,,
3103,0.93,-2.69,5.58,,,,-18.13,-18.76,-17.72,,,,,,,,,,,,,,,,,,,,,
3104,0.96,-2.62,5.65,,,,-18.15,-18.81,-17.83,,,,,,,,,,,,,,,,,,,,,
3105,0.98,-2.56,5.69,,,,-18.16,-18.9,-17.9,,,,,,,,,,,,,,,,,,,,,
3106,1.0,-2.48,5.74,,,,-18.18,-19.04,-17.95,,,,,,,,,,,,,,,,,,,,,
3107,1.01,-2.38,5.78,,,,-18.19,-19.17,-17.98,,,,,,,,,,,,,,,,,,,,,
3108,1.03,-2.31,5.71,,,,-18.21,-19.21,-17.99,,,,,,,,,,,,,,,,,,,,,
3109,1.04,-2.23,5.58,,,,-18.22,-19.28,-17.99,,,,,,,,,,,,,,,,,,,,,
3110,1.05,-2.16,5.51,,,,-18.24,-19.34,-18.0,,,,,,,,,,,,,,,,,,,,,
3111,1.06,-2.09,5.67,,,,-18.25,-19.41,-18.0,,,,,,,,,,,,,,,,,,,,,
3112,1.06,-2.02,5.84,,,,-18.27,-19.49,-18.0,,,,,,,,,,,,,,,,,,,,,
3113,1.07,-1.95,5.34,,,,-18.28,-19.59,-18.0,,,,,,,,,,,,,,,,,,,,,
3114,1.07,-1.88,5.38,,,,-18.3,-19.67,-18.0,,,,,,,,,,,,,,,,,,,,,
3115,1.07,-1.89,5.65,,,,-18.32,-19.77,-18.0,,,,,,,,,,,,,,,,,,,,,
3116,1.06,-1.83,5.68,,,,-18.34,-19.88,-18.0,,,,,,,,,,,,,,,,,,,,,
3117,1.05,-1.77,5.6,,,,-18.36,-20.0,-18.0,,,,,,,,,,,,,,,,,,,,,
3118,1.04,-1.73,5.63,,,,-18.39,-20.12,-18.0,,,,,,,,,,,,,,,,,,,,,
3119,1.03,-1.71,5.67,,,,-18.41,-20.24,-18.0,,,,,,,,,,,,,,,,,,,,,
3120,1.01,-1.57,5.7,,,,-18.44,-20.35,-18.0,,,,,,,,,,,,,,,,,,,,,
3121,0.99,-1.55,5.79,,,,-18.47,-20.46,-18.0,,,,,,,,,,,,,,,,,,,,,
3122,0.96,-1.55,5.72,,,,-18.49,-20.67,-18.0,,,,,,,,,,,,,,,,,,,,,
3123,0.93,-1.55,5.7,,,,-18.53,-20.74,-18.0,,,,,,,,,,,,,,,,,,,,,
3124,0.89,-1.55,5.67,,,,-18.56,-20.81,-18.0,,,,,,,,,,,,,,,,,,,,,
3125,0.85,-1.56,5.63,,,,-18.59,-20.88,-18.0,,,,,,,,,,,,,,,,,,,,,
3126,0.8,-1.59,5.58,,,,-18.63,-20.95,-18.0,,,,,,,,,,,,,,,,,,,,,
3127,0.75,-1.62,5.52,,,,-18.67,-21.02,-18.0,,,,,,,,,,,,,,,,,,,,,
3128,0.69,-1.67,5.45,,,,-18.72,-21.08,-18.0,,,,,,,,,,,,,,,,,,,,,
3129,0.63,-1.71,5.36,,,,-18.77,-21.15,-18.0,,,,,,,,,,,,,,,,,,,,,
3130,0.57,-1.72,5.26,,,,-18.83,-21.22,-18.0,,,,,,,,,,,,,,,,,,,,,
3131,0.5,-1.73,5.1,,,,-18.89,-21.3,-18.0,,,,,,,,,,,,,,,,,,,,,
3132,0.43,-1.74,4.91,,,,-18.96,-21.38,-18.0,,,,,,,,,,,,,,,,,,,,,
3133,0.36,-1.76,4.71,,,,-19.03,-21.47,-18.0,,,,,,,,,,,,,,,,,,,,,
3134,0.28,-1.78,4.52,,,,-19.11,-21.56,-18.0,,,,,,,,,,,,,,,,,,,,,
3135,0.21,-1.72,4.3,,,,-19.19,-21.3,-18.0,,,,,,,,,,,,,,,,,,,,,
3136,0.13,-1.74,4.18,,,,-19.28,-21.39,-18.0,,,,,,,,,,,,,,,,,,,,,
3137,0.05,-1.76,4.06,,,,-19.36,-21.71,-18.0,,,,,,,,,,,,,,,,,,,,,
3138,-0.04,-1.79,3.95,,,,-19.46,-21.82,-18.0,,,,,,,,,,,,,,,,,,,,,
3139,-0.12,-1.82,3.83,,,,-19.55,-21.94,-18.0,,,,,,,,,,,,,,,,,,,,,
3140,-0.2,-1.84,3.7,,,,-19.65,-22.1,-18.0,,,,,,,,,,,,,,,,,,,,,
3141,-0.29,-1.86,3.58,,,,-19.75,-22.32,-18.0,,,,,,,,,,,,,,,,,,,,,
3142,-0.37,-1.91,3.45,,,,-19.85,-22.75,-18.0,,,,,,,,,,,,,,,,,,,,,
3143,-0.46,-1.95,3.31,,,,-19.95,-22.96,-18.0,,,,,,,,,,,,,,,,,,,,,
3144,-0.54,-2.0,3.17,,,,-20.06,-23.87,-18.0,,,,,,,,,,,,,,,,,,,,,
3145,-0.63,-2.04,3.03,,,,-20.16,-24.23,-18.0,,,,,,,,,,,,,,,,,,,,,
3146,-0.71,-2.09,2.86,,,,-20.26,-24.58,-18.0,,,,,,,,,,,,,,,,,,,,,
3147,-0.8,-2.15,2.58,,,,-20.36,-25.1,-17.99,,,,,,,,,,,,,,,,,,,,,
3148,-0.88,-2.24,2.21,,,,-20.46,-25.58,-17.99,,,,,,,,,,,,,,,,,,,,,
3149,-0.97,-2.41,1.82,,,,-20.55,-25.97,-17.97,,,,,,,,,,,,,,,,,,,,,
3150,-1.05,-2.58,2.23,,,,-20.63,-26.0,-17.94,,,,,,,,,,,,,,,,,,,,,
3151,-1.13,-2.74,2.03,,,,-20.71,-26.98,-17.91,,,,,,,,,,,,,,,,,,,,,
3152,-1.21,-2.81,1.73,,,,-20.78,-27.1,-17.87,,,,,,,,,,,,,,,,,,,,,
3153,-1.3,-2.85,1.4,,,,-20.84,-27.26,-17.83,,,,,,,,,,,,,,,,,,,,,
3154,-1.38,-2.89,1.06,,,,-20.9,-27.15,-17.8,,,,,,,,,,,,,,,,,,,,,
3155,-1.46,-3.15,0.76,,,,-20.96,-27.18,-17.77,,,,,,,,,,,,,,,,,,,,,
3156,-1.54,-3.39,0.6,,,,-21.01,-27.0,-17.73,,,,,,,,,,,,,,,,,,,,,
3157,-1.62,-3.47,0.43,,,,-21.06,-26.79,-17.68,,,,,,,,,,,,,,,,,,,,,
3158,-1.71,-3.53,0.25,,,,-21.11,-26.59,-17.63,,,,,,,,,,,,,,,,,,,,,
3159,-1.79,-3.59,0.05,,,,-21.15,-26.39,-17.57,,,,,,,,,,,,,,,,,,,,,
3160,-1.87,-3.85,-0.13,,,,-21.2,-26.16,-17.51,,,,,,,,,,,,,,,,,,,,,
3161,-1.95,-3.93,-0.29,,,,-21.23,-26.4,-17.0,,,,,,,,,,,,,,,,,,,,,
3162,-2.04,-4.08,-0.36,,,,-21.27,-26.3,-17.19,,,,,,,,,,,,,,,,,,,,,
3163,-2.12,-4.18,-0.37,,,,-21.31,-26.77,-17.1,,,,,,,,,,,,,,,,,,,,,
3164,-2.2,-4.28,-0.45,,,,-21.35,-26.68,-17.09,,,,,,,,,,,,,,,,,,,,,
3165,-2.29,-4.46,-0.53,,,,-21.39,-26.16,-17.34,,,,,,,,,,,,,,,,,,,,,
