date,pollster,Thatcher approve,Thatcher disapprove,Thatcher net,Major approve,Major disapprove,Major net,Blair approve,Blair disapprove,Blair net,Brown approve,Brown disapprove,Brown net,Cameron approve,Cameron disapprove,Cameron net,May approve,May disapprove,May net,Johnson approve,Johnson disapprove,Johnson net,Truss approve,Truss disapprove,Truss net,Sunak approve,Sunak disapprove,Sunak net,Starmer approve,Starmer disapprove,Starmer net
2015-02-13,YouGov,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2015-02-20,YouGov,,,,,,,,,,,,,43.0,51.0,-8.0,,,,,,,,,,,,,,,
2015-02-27,YouGov,,,,,,,,,,,,,44.0,50.0,-6.0,,,,,,,,,,,,,,,
2015-03-06,YouGov,,,,,,,,,,,,,44.0,50.0,-6.0,,,,,,,,,,,,,,,
2015-03-11,Ipsos,,,,,,,,,,,,,38.0,54.0,-16.0,,,,,,,,,,,,,,,
2015-03-13,YouGov,,,,,,,,,,,,,44.0,50.0,-6.0,,,,,,,,,,,,,,,
2015-03-20,YouGov,,,,,,,,,,,,,45.0,50.0,-5.0,,,,,,,,,,,,,,,
2015-03-28,YouGov,,,,,,,,,,,,,46.0,48.0,-2.0,,,,,,,,,,,,,,,
2015-04-04,YouGov,,,,,,,,,,,,,47.0,46.0,1.0,,,,,,,,,,,,,,,
2015-04-11,YouGov,,,,,,,,,,,,,45.0,48.0,-3.0,,,,,,,,,,,,,,,
2015-04-15,Ipsos,,,,,,,,,,,,,39.0,53.0,-14.0,,,,,,,,,,,,,,,
2015-04-18,YouGov,,,,,,,,,,,,,47.0,47.0,0.0,,,,,,,,,,,,,,,
2015-04-29,Ipsos,,,,,,,,,,,,,46.0,48.0,-2.0,,,,,,,,,,,,,,,
2015-06-16,Ipsos,,,,,,,,,,,,,49.0,42.0,7.0,,,,,,,,,,,,,,,
2015-07-20,Ipsos,,,,,,,,,,,,,42.0,49.0,-7.0,,,,,,,,,,,,,,,
2015-09-22,Ipsos,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2015-10-19,Ipsos,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2015-11-17,Ipsos,,,,,,,,,,,,,40.0,55.0,-15.0,,,,,,,,,,,,,,,
2015-12-14,Ipsos,,,,,,,,,,,,,41.0,55.0,-14.0,,,,,,,,,,,,,,,
2016-01-25,Ipsos,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2016-02-16,Ipsos,,,,,,,,,,,,,39.0,54.0,-15.0,,,,,,,,,,,,,,,
2016-03-22,Ipsos,,,,,,,,,,,,,34.0,59.0,-25.0,,,,,,,,,,,,,,,
2016-04-18,Ipsos,,,,,,,,,,,,,37.0,56.0,-19.0,,,,,,,,,,,,,,,
2016-05-16,Ipsos,,,,,,,,,,,,,31.0,61.0,-30.0,,,,,,,,,,,,,,,
2016-06-14,Ipsos,,,,,,,,,,,,,35.0,58.0,-23.0,,,,,,,,,,,,,,,
2016-07-11,Ipsos,,,,,,,,,,,,,28.0,66.0,-38.0,,,,,,,,,,,,,,,
2016-08-15,Ipsos,,,,,,,,,,,,,,,,54.0,19.0,35.0,,,,,,,,,,,,
2016-08-17,YouGov,,,,,,,,,,,,,,,,48.0,36.0,12.0,,,,,,,,,,,,
2016-09-14,Ipsos,,,,,,,,,,,,,,,,54.0,27.0,27.0,,,,,,,,,,,,
2016-10-17,Ipsos,,,,,,,,,,,,,,,,48.0,32.0,16.0,,,,,,,,,,,,
2016-11-14,Ipsos,,,,,,,,,,,,,,,,54.0,30.0,24.0,,,,,,,,,,,,
2016-12-12,Ipsos,,,,,,,,,,,,,,,,50.0,35.0,15.0,,,,,,,,,,,,
2017-01-16,Ipsos,,,,,,,,,,,,,,,,45.0,39.0,6.0,,,,,,,,,,,,
2017-02-14,Ipsos,,,,,,,,,,,,,,,,53.0,36.0,17.0,,,,,,,,,,,,
2017-03-14,Ipsos,,,,,,,,,,,,,,,,52.0,39.0,13.0,,,,,,,,,,,,
2017-04-25,Ipsos,,,,,,,,,,,,,,,,56.0,37.0,19.0,,,,,,,,,,,,
2017-05-02,Opinium,,,,,,,,,,,,,,,,46.0,33.0,13.0,,,,,,,,,,,,
2017-05-17,Ipsos,,,,,,,,,,,,,,,,55.0,35.0,20.0,,,,,,,,,,,,
2017-06-01,Ipsos,,,,,,,,,,,,,,,,43.0,50.0,-7.0,,,,,,,,,,,,
2017-06-02,YouGov,,,,,,,,,,,,,,,,47.0,42.0,5.0,,,,,,,,,,,,
2017-06-12,YouGov,,,,,,,,,,,,,,,,29.0,63.0,-34.0,,,,,,,,,,,,
2017-06-21,Panelbase,,,,,,,,,,,,,,,,28.0,45.0,-17.0,,,,,,,,,,,,
2017-06-29,Opinium,,,,,,,,,,,,,,,,31.0,51.0,-20.0,,,,,,,,,,,,
2017-07-03,ICM,,,,,,,,,,,,,,,,28.0,54.0,-26.0,,,,,,,,,,,,
2017-07-14,BMG Research,,,,,,,,,,,,,,,,32.0,55.0,-23.0,,,,,,,,,,,,
2017-07-14,Opinium,,,,,,,,,,,,,,,,30.0,51.0,-21.0,,,,,,,,,,,,
2017-07-18,Ipsos,,,,,,,,,,,,,,,,34.0,59.0,-25.0,,,,,,,,,,,,
2017-08-11,BMG Research,,,,,,,,,,,,,,,,36.0,50.0,-14.0,,,,,,,,,,,,
2017-08-16,YouGov,,,,,,,,,,,,,,,,31.0,58.0,-27.0,,,,,,,,,,,,
2017-08-18,Opinium,,,,,,,,,,,,,,,,31.0,48.0,-17.0,,,,,,,,,,,,
2017-09-05,YouGov,,,,,,,,,,,,,,,,34.0,54.0,-20.0,,,,,,,,,,,,
2017-09-15,BMG Research,,,,,,,,,,,,,,,,34.0,50.0,-16.0,,,,,,,,,,,,
2017-09-15,Opinium,,,,,,,,,,,,,,,,33.0,44.0,-11.0,,,,,,,,,,,,
2017-09-18,Ipsos,,,,,,,,,,,,,,,,37.0,54.0,-17.0,,,,,,,,,,,,
2017-09-22,Opinium,,,,,,,,,,,,,,,,33.0,44.0,-11.0,,,,,,,,,,,,
2017-09-29,BMG Research,,,,,,,,,,,,,,,,33.0,52.0,-19.0,,,,,,,,,,,,
2017-10-05,YouGov,,,,,,,,,,,,,,,,31.0,59.0,-28.0,,,,,,,,,,,,
2017-10-06,Opinium,,,,,,,,,,,,,,,,30.0,47.0,-17.0,,,,,,,,,,,,
2017-10-20,BMG Research,,,,,,,,,,,,,,,,32.0,54.0,-22.0,,,,,,,,,,,,
2017-10-23,ICM,,,,,,,,,,,,,,,,34.0,50.0,-16.0,,,,,,,,,,,,
2017-11-01,Ipsos,,,,,,,,,,,,,,,,37.0,53.0,-16.0,,,,,,,,,,,,
2017-11-08,YouGov,,,,,,,,,,,,,,,,31.0,55.0,-24.0,,,,,,,,,,,,
2017-11-10,YouGov,,,,,,,,,,,,,,,,32.0,55.0,-23.0,,,,,,,,,,,,
2017-11-16,Opinium,,,,,,,,,,,,,,,,33.0,46.0,-13.0,,,,,,,,,,,,
2017-11-17,BMG Research,,,,,,,,,,,,,,,,35.0,52.0,-17.0,,,,,,,,,,,,
2017-11-28,Ipsos,,,,,,,,,,,,,,,,32.0,59.0,-27.0,,,,,,,,,,,,
2017-12-01,ICM,,,,,,,,,,,,,,,,32.0,50.0,-18.0,,,,,,,,,,,,
2017-12-08,BMG Research,,,,,,,,,,,,,,,,30.0,56.0,-26.0,,,,,,,,,,,,
2017-12-14,ICM,,,,,,,,,,,,,,,,35.0,50.0,-15.0,,,,,,,,,,,,
2017-12-14,Opinium,,,,,,,,,,,,,,,,33.0,45.0,-12.0,,,,,,,,,,,,
2017-12-20,YouGov,,,,,,,,,,,,,,,,37.0,51.0,-14.0,,,,,,,,,,,,
2018-01-12,BMG Research,,,,,,,,,,,,,,,,32.0,53.0,-21.0,,,,,,,,,,,,
2018-01-12,Opinium,,,,,,,,,,,,,,,,29.0,46.0,-17.0,,,,,,,,,,,,
2018-01-23,Ipsos,,,,,,,,,,,,,,,,38.0,55.0,-17.0,,,,,,,,,,,,
2018-02-08,Opinium,,,,,,,,,,,,,,,,34.0,45.0,-11.0,,,,,,,,,,,,
2018-02-09,BMG Research,,,,,,,,,,,,,,,,33.0,51.0,-18.0,,,,,,,,,,,,
2018-03-07,Ipsos,,,,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,
2018-03-15,Opinium,,,,,,,,,,,,,,,,34.0,43.0,-9.0,,,,,,,,,,,,
2018-03-19,YouGov,,,,,,,,,,,,,,,,36.0,51.0,-15.0,,,,,,,,,,,,
2018-04-05,YouGov,,,,,,,,,,,,,,,,41.0,47.0,-6.0,,,,,,,,,,,,
2018-04-06,YouGov,,,,,,,,,,,,,,,,37.0,50.0,-13.0,,,,,,,,,,,,
2018-04-12,Opinium,,,,,,,,,,,,,,,,35.0,43.0,-8.0,,,,,,,,,,,,
2018-04-17,YouGov,,,,,,,,,,,,,,,,38.0,52.0,-14.0,,,,,,,,,,,,
2018-04-24,Ipsos,,,,,,,,,,,,,,,,38.0,55.0,-17.0,,,,,,,,,,,,
2018-05-02,YouGov,,,,,,,,,,,,,,,,34.0,55.0,-21.0,,,,,,,,,,,,
2018-05-16,Opinium,,,,,,,,,,,,,,,,35.0,43.0,-8.0,,,,,,,,,,,,
2018-05-22,Ipsos,,,,,,,,,,,,,,,,37.0,56.0,-19.0,,,,,,,,,,,,
2018-06-07,Opinium,,,,,,,,,,,,,,,,34.0,42.0,-8.0,,,,,,,,,,,,
2018-06-27,Ipsos,,,,,,,,,,,,,,,,35.0,58.0,-23.0,,,,,,,,,,,,
2018-07-11,YouGov,,,,,,,,,,,,,,,,25.0,62.0,-37.0,,,,,,,,,,,,
2018-07-13,Opinium,,,,,,,,,,,,,,,,26.0,50.0,-24.0,,,,,,,,,,,,
2018-07-14,Deltapoll,,,,,,,,,,,,,,,,30.0,62.0,-32.0,,,,,,,,,,,,
2018-07-20,YouGov,,,,,,,,,,,,,,,,24.0,66.0,-42.0,,,,,,,,,,,,
2018-08-14,Opinium,,,,,,,,,,,,,,,,28.0,49.0,-21.0,,,,,,,,,,,,
2018-08-16,Deltapoll,,,,,,,,,,,,,,,,33.0,59.0,-26.0,,,,,,,,,,,,
2018-09-01,Survation,,,,,,,,,,,,,,,,32.0,41.0,-9.0,,,,,,,,,,,,
2018-09-11,Opinium,,,,,,,,,,,,,,,,28.0,48.0,-20.0,,,,,,,,,,,,
2018-09-20,Opinium,,,,,,,,,,,,,,,,30.0,48.0,-18.0,,,,,,,,,,,,
2018-10-01,YouGov,,,,,,,,,,,,,,,,33.0,56.0,-23.0,,,,,,,,,,,,
2018-10-05,Opinium,,,,,,,,,,,,,,,,33.0,45.0,-12.0,,,,,,,,,,,,
2018-10-11,Opinium,,,,,,,,,,,,,,,,30.0,47.0,-17.0,,,,,,,,,,,,
2018-10-22,Ipsos,,,,,,,,,,,,,,,,29.0,61.0,-32.0,,,,,,,,,,,,
2018-11-14,Opinium,,,,,,,,,,,,,,,,29.0,49.0,-20.0,,,,,,,,,,,,
2018-12-05,Ipsos,,,,,,,,,,,,,,,,35.0,57.0,-22.0,,,,,,,,,,,,
2018-12-14,Deltapoll,,,,,,,,,,,,,,,,40.0,55.0,-15.0,,,,,,,,,,,,
2018-12-14,Opinium,,,,,,,,,,,,,,,,30.0,50.0,-20.0,,,,,,,,,,,,
2018-12-19,YouGov,,,,,,,,,,,,,,,,33.0,56.0,-23.0,,,,,,,,,,,,
2019-01-18,Opinium,,,,,,,,,,,,,,,,29.0,49.0,-20.0,,,,,,,,,,,,
2019-02-01,Opinium,,,,,,,,,,,,,,,,31.0,48.0,-17.0,,,,,,,,,,,,
2019-02-05,Ipsos,,,,,,,,,,,,,,,,33.0,58.0,-25.0,,,,,,,,,,,,
2019-02-08,BMG Research,,,,,,,,,,,,,,,,32.0,56.0,-24.0,,,,,,,,,,,,
2019-02-11,Deltapoll,,,,,,,,,,,,,,,,35.0,56.0,-21.0,,,,,,,,,,,,
2019-02-15,Opinium,,,,,,,,,,,,,,,,28.0,49.0,-21.0,,,,,,,,,,,,
2019-02-22,Opinium,,,,,,,,,,,,,,,,31.0,49.0,-18.0,,,,,,,,,,,,
2019-02-23,Deltapoll,,,,,,,,,,,,,,,,35.0,57.0,-22.0,,,,,,,,,,,,
2019-03-01,Opinium,,,,,,,,,,,,,,,,30.0,51.0,-21.0,,,,,,,,,,,,
2019-03-15,Opinium,,,,,,,,,,,,,,,,27.0,51.0,-24.0,,,,,,,,,,,,
2019-03-15,YouGov,,,,,,,,,,,,,,,,26.0,66.0,-40.0,,,,,,,,,,,,
2019-03-19,Ipsos,,,,,,,,,,,,,,,,29.0,65.0,-36.0,,,,,,,,,,,,
2019-03-22,Opinium,,,,,,,,,,,,,,,,26.0,56.0,-30.0,,,,,,,,,,,,
2019-03-24,YouGov,,,,,,,,,,,,,,,,26.0,65.0,-39.0,,,,,,,,,,,,
2019-03-29,Opinium,,,,,,,,,,,,,,,,24.0,55.0,-31.0,,,,,,,,,,,,
2019-04-12,Opinium,,,,,,,,,,,,,,,,22.0,56.0,-34.0,,,,,,,,,,,,
2019-05-10,Opinium,,,,,,,,,,,,,,,,20.0,60.0,-40.0,,,,,,,,,,,,
2019-05-15,YouGov,,,,,,,,,,,,,,,,21.0,70.0,-49.0,,,,,,,,,,,,
2019-05-20,Opinium,,,,,,,,,,,,,,,,20.0,62.0,-42.0,,,,,,,,,,,,
2019-05-30,Opinium,,,,,,,,,,,,,,,,18.0,59.0,-41.0,,,,,,,,,,,,
2019-06-20,Opinium,,,,,,,,,,,,,,,,20.0,56.0,-36.0,,,,,,,,,,,,
2019-07-05,Opinium,,,,,,,,,,,,,,,,22.0,57.0,-35.0,,,,,,,,,,,,
2019-07-22,YouGov,,,,,,,,,,,,,,,,,,,31.0,58.0,-27.0,,,,,,,,,
2019-07-26,Opinium,,,,,,,,,,,,,,,,,,,28.0,31.0,-3.0,,,,,,,,,
2019-07-26,YouGov,,,,,,,,,,,,,,,,,,,34.0,55.0,-21.0,,,,,,,,,
2019-07-27,Deltapoll,,,,,,,,,,,,,,,,,,,38.0,32.0,6.0,,,,,,,,,
2019-07-30,Ipsos,,,,,,,,,,,,,,,,,,,31.0,38.0,-7.0,,,,,,,,,
2019-08-08,Opinium,,,,,,,,,,,,,,,,,,,40.0,34.0,6.0,,,,,,,,,
2019-08-09,Opinium,,,,,,,,,,,,,,,,,,,40.0,34.0,6.0,,,,,,,,,
2019-08-23,Opinium,,,,,,,,,,,,,,,,,,,41.0,36.0,5.0,,,,,,,,,
2019-08-29,YouGov,,,,,,,,,,,,,,,,,,,38.0,44.0,-6.0,,,,,,,,,
2019-08-30,Survation,,,,,,,,,,,,,,,,,,,41.0,35.0,6.0,,,,,,,,,
2019-08-31,Deltapoll,,,,,,,,,,,,,,,,,,,48.0,42.0,6.0,,,,,,,,,
2019-09-16,Ipsos,,,,,,,,,,,,,,,,,,,36.0,55.0,-19.0,,,,,,,,,
2019-09-17,YouGov,,,,,,,,,,,,,,,,,,,38.0,54.0,-16.0,,,,,,,,,
2019-09-27,Opinium,,,,,,,,,,,,,,,,,,,34.0,47.0,-13.0,,,,,,,,,
2019-09-27,YouGov,,,,,,,,,,,,,,,,,,,33.0,56.0,-23.0,,,,,,,,,
2019-10-04,Opinium,,,,,,,,,,,,,,,,,,,37.0,43.0,-6.0,,,,,,,,,
2019-10-11,Panelbase,,,,,,,,,,,,,,,,,,,33.0,43.0,-10.0,,,,,,,,,
2019-10-17,Opinium,,,,,,,,,,,,,,,,,,,40.0,41.0,-1.0,,,,,,,,,
2019-10-25,Opinium,,,,,,,,,,,,,,,,,,,40.0,38.0,2.0,,,,,,,,,
2019-10-26,Ipsos,,,,,,,,,,,,,,,,,,,46.0,44.0,2.0,,,,,,,,,
2019-10-28,Ipsos,,,,,,,,,,,,,,,,,,,46.0,44.0,2.0,,,,,,,,,
2019-10-31,Panelbase,,,,,,,,,,,,,,,,,,,38.0,42.0,-4.0,,,,,,,,,
2019-11-01,Opinium,,,,,,,,,,,,,,,,,,,39.0,42.0,-3.0,,,,,,,,,
2019-11-02,Deltapoll,,,,,,,,,,,,,,,,,,,48.0,46.0,2.0,,,,,,,,,
2019-11-07,Opinium,,,,,,,,,,,,,,,,,,,37.0,40.0,-3.0,,,,,,,,,
2019-11-08,Deltapoll,,,,,,,,,,,,,,,,,,,45.0,50.0,-5.0,,,,,,,,,
2019-11-08,Panelbase,,,,,,,,,,,,,,,,,,,38.0,41.0,-3.0,,,,,,,,,
2019-11-12,YouGov,,,,,,,,,,,,,,,,,,,43.0,49.0,-6.0,,,,,,,,,
2019-11-14,Panelbase,,,,,,,,,,,,,,,,,,,39.0,42.0,-3.0,,,,,,,,,
2019-11-16,Deltapoll,,,,,,,,,,,,,,,,,,,49.0,45.0,4.0,,,,,,,,,
2019-11-21,Opinium,,,,,,,,,,,,,,,,,,,38.0,38.0,0.0,,,,,,,,,
2019-11-22,YouGov,,,,,,,,,,,,,,,,,,,43.0,47.0,-4.0,,,,,,,,,
2019-11-23,Deltapoll,,,,,,,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,
2019-11-28,Panelbase,,,,,,,,,,,,,,,,,,,36.0,43.0,-7.0,,,,,,,,,
2019-11-29,Opinium,,,,,,,,,,,,,,,,,,,38.0,39.0,-1.0,,,,,,,,,
2019-11-30,Deltapoll,,,,,,,,,,,,,,,,,,,49.0,47.0,2.0,,,,,,,,,
2019-12-03,Ipsos,,,,,,,,,,,,,,,,,,,36.0,56.0,-20.0,,,,,,,,,
2019-12-04,Ipsos,,,,,,,,,,,,,,,,,,,36.0,56.0,-20.0,,,,,,,,,
2019-12-05,Opinium,,,,,,,,,,,,,,,,,,,38.0,40.0,-2.0,,,,,,,,,
2019-12-06,YouGov,,,,,,,,,,,,,,,,,,,38.0,51.0,-13.0,,,,,,,,,
2019-12-07,Deltapoll,,,,,,,,,,,,,,,,,,,45.0,48.0,-3.0,,,,,,,,,
2019-12-10,Opinium,,,,,,,,,,,,,,,,,,,33.0,47.0,-14.0,,,,,,,,,
2019-12-11,Opinium,,,,,,,,,,,,,,,,,,,33.0,47.0,-14.0,,,,,,,,,
2019-12-14,YouGov,,,,,,,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,
2020-02-01,Ipsos,,,,,,,,,,,,,,,,,,,47.0,44.0,3.0,,,,,,,,,
2020-02-13,Opinium,,,,,,,,,,,,,,,,,,,44.0,36.0,8.0,,,,,,,,,
2020-02-29,Ipsos,,,,,,,,,,,,,,,,,,,34.0,47.0,-13.0,,,,,,,,,
2020-03-04,BMG Research,,,,,,,,,,,,,,,,,,,45.0,43.0,2.0,,,,,,,,,
2020-03-04,YouGov,,,,,,,,,,,,,,,,,,,42.0,49.0,-7.0,,,,,,,,,
2020-03-12,Opinium,,,,,,,,,,,,,,,,,,,42.0,36.0,6.0,,,,,,,,,
2020-03-12,YouGov,,,,,,,,,,,,,,,,,,,44.0,46.0,-2.0,,,,,,,,,
2020-03-17,YouGov,,,,,,,,,,,,,,,,,,,43.0,46.0,-3.0,,,,,,,,,
2020-03-22,YouGov,,,,,,,,,,,,,,,,,,,55.0,35.0,20.0,,,,,,,,,
2020-03-26,Opinium,,,,,,,,,,,,,,,,,,,55.0,26.0,29.0,,,,,,,,,
2020-04-01,YouGov,,,,,,,,,,,,,,,,,,,54.0,37.0,17.0,,,,,,,,,
2020-04-02,Opinium,,,,,,,,,,,,,,,,,,,51.0,26.0,25.0,,,,,,,,,
2020-04-11,Ipsos,,,,,,,,,,,,,,,,,,,51.0,31.0,20.0,,,,,,,,,
2020-04-12,YouGov,,,,,,,,,,,,,,,,,,,66.0,26.0,40.0,,,,,,,,,
2020-04-16,Opinium,,,,,,,,,,,,,,,,,,,55.0,27.0,28.0,,,,,,,,,
2020-04-21,YouGov,,,,,,,,,,,,,,,,,,,58.0,38.0,20.0,,,,,,,,,
2020-04-22,Opinium,,,,,,,,,,,,,,,,,,,49.0,31.0,18.0,,,,,,,,,
2020-04-23,Deltapoll,,,,,,,,,,,,,,,,,,,67.0,29.0,38.0,,,,,,,,,
2020-04-27,Survation,,,,,,,,,,,,,,,,,,,61.0,22.0,39.0,,,,,,,,,
2020-04-30,Opinium,,,,,,,,,,,,,,,,,,,51.0,31.0,20.0,,,,,,,,,
2020-05-05,YouGov,,,,,,,,,,,,,,,,,,,54.0,38.0,16.0,,,,,,,,,
2020-05-06,Opinium,,,,,,,,,,,,,,,,,,,51.0,31.0,20.0,,,,,,,,,
2020-05-09,YouGov,,,,,,,,,,,,,,,,,,,57.0,35.0,22.0,,,,,,,,,
2020-05-13,Opinium,,,,,,,,,,,,,,,,,,,46.0,36.0,10.0,,,,,,,,,
2020-05-16,Ipsos,,,,,,,,,,,,,,,,,,,45.0,38.0,7.0,,,,,,,,,
2020-05-16,Savanta,,,,,,,,,,,,,,,,,,,46.0,31.0,15.0,,,,,,,,,
2020-05-21,Opinium,,,,,,,,,,,,,,,,,,,45.0,39.0,6.0,,,,,,,,,
2020-05-24,Survation,,,,,,,,,,,,,,,,,,,51.0,34.0,17.0,,,,,,,,,
2020-05-27,Deltapoll,,,,,,,,,,,,,,,,,,,54.0,44.0,10.0,,,,,,,,,
2020-05-28,Opinium,,,,,,,,,,,,,,,,,,,37.0,42.0,-5.0,,,,,,,,,
2020-05-31,Ipsos,,,,,,,,,,,,,,,,,,,39.0,43.0,-4.0,,,,,,,,,
2020-06-03,Survation,,,,,,,,,,,,,,,,,,,44.0,42.0,2.0,,,,,,,,,
2020-06-04,Deltapoll,,,,,,,,,,,,,,,,,,,54.0,44.0,10.0,,,,,,,,,
2020-06-04,Opinium,,,,,,,,,,,,,,,,,,,37.0,44.0,-7.0,,,,,,,,,
2020-06-07,YouGov,,,,,,,,,,,,,,,,,,,43.0,50.0,-7.0,,,,,,,,,
2020-06-09,Survation,,,,,,,,,,,,,,,,,,,43.0,40.0,3.0,,,,,,,,,
2020-06-11,Opinium,,,,,,,,,,,,,,,,,,,37.0,43.0,-6.0,,,,,,,,,
2020-06-13,Savanta,,,,,,,,,,,,,,,,,,,40.0,38.0,2.0,,,,,,,,,
2020-06-14,YouGov,,,,,,,,,,,,,,,,,,,52.0,35.0,17.0,,,,,,,,,
2020-06-24,Survation,,,,,,,,,,,,,,,,,,,44.0,39.0,5.0,,,,,,,,,
2020-06-25,Opinium,,,,,,,,,,,,,,,,,,,37.0,43.0,-6.0,,,,,,,,,
2020-07-01,Redfield & Wilton,,,,,,,,,,,,,,,,,,,44.0,37.0,7.0,,,,,,,,,
2020-07-02,Opinium,,,,,,,,,,,,,,,,,,,37.0,44.0,-7.0,,,,,,,,,
2020-07-04,Redfield & Wilton,,,,,,,,,,,,,,,,,,,43.0,38.0,5.0,,,,,,,,,
2020-07-04,Survation,,,,,,,,,,,,,,,,,,,43.0,47.0,-4.0,,,,,,,,,
2020-07-04,YouGov,,,,,,,,,,,,,,,,,,,52.0,35.0,17.0,,,,,,,,,
2020-07-09,Opinium,,,,,,,,,,,,,,,,,,,38.0,42.0,-4.0,,,,,,,,,
2020-07-11,Ipsos,,,,,,,,,,,,,,,,,,,41.0,42.0,-1.0,,,,,,,,,
2020-07-11,Survation,,,,,,,,,,,,,,,,,,,44.0,41.0,3.0,,,,,,,,,
2020-07-17,Opinium,,,,,,,,,,,,,,,,,,,39.0,43.0,-4.0,,,,,,,,,
2020-07-23,Opinium,,,,,,,,,,,,,,,,,,,36.0,45.0,-9.0,,,,,,,,,
2020-08-01,Ipsos,,,,,,,,,,,,,,,,,,,47.0,48.0,-1.0,,,,,,,,,
2020-08-01,Survation,,,,,,,,,,,,,,,,,,,43.0,43.0,0.0,,,,,,,,,
2020-08-15,Savanta,,,,,,,,,,,,,,,,,,,38.0,39.0,-1.0,,,,,,,,,
2020-08-19,Redfield & Wilton,,,,,,,,,,,,,,,,,,,41.0,39.0,2.0,,,,,,,,,
2020-08-21,Survation,,,,,,,,,,,,,,,,,,,40.0,44.0,-4.0,,,,,,,,,
2020-08-24,Redfield & Wilton,,,,,,,,,,,,,,,,,,,39.0,38.0,1.0,,,,,,,,,
2020-08-27,Opinium,,,,,,,,,,,,,,,,,,,36.0,44.0,-8.0,,,,,,,,,
2020-08-31,YouGov,,,,,,,,,,,,,,,,,,,35.0,57.0,-22.0,,,,,,,,,
2020-09-01,Redfield & Wilton,,,,,,,,,,,,,,,,,,,42.0,39.0,3.0,,,,,,,,,
2020-09-04,Survation,,,,,,,,,,,,,,,,,,,38.0,46.0,-8.0,,,,,,,,,
2020-09-11,Opinium,,,,,,,,,,,,,,,,,,,38.0,44.0,-6.0,,,,,,,,,
2020-09-16,Redfield & Wilton,,,,,,,,,,,,,,,,,,,39.0,42.0,-3.0,,,,,,,,,
2020-09-16,Survation,,,,,,,,,,,,,,,,,,,35.0,49.0,-14.0,,,,,,,,,
2020-09-18,Ipsos,,,,,,,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,
2020-09-23,Redfield & Wilton,,,,,,,,,,,,,,,,,,,37.0,44.0,-7.0,,,,,,,,,
2020-09-25,Deltapoll,,,,,,,,,,,,,,,,,,,44.0,54.0,-10.0,,,,,,,,,
2020-09-25,Opinium,,,,,,,,,,,,,,,,,,,35.0,47.0,-12.0,,,,,,,,,
2020-09-28,YouGov,,,,,,,,,,,,,,,,,,,35.0,57.0,-22.0,,,,,,,,,
2020-09-30,YouGov,,,,,,,,,,,,,,,,,,,34.0,55.0,-21.0,,,,,,,,,
2020-10-01,Redfield & Wilton,,,,,,,,,,,,,,,,,,,35.0,46.0,-11.0,,,,,,,,,
2020-10-05,Ipsos,,,,,,,,,,,,,,,,,,,27.0,48.0,-21.0,,,,,,,,,
2020-10-07,Redfield & Wilton,,,,,,,,,,,,,,,,,,,37.0,44.0,-7.0,,,,,,,,,
2020-10-09,Opinium,,,,,,,,,,,,,,,,,,,34.0,46.0,-12.0,,,,,,,,,
2020-10-18,Savanta,,,,,,,,,,,,,,,,,,,34.0,43.0,-9.0,,,,,,,,,
2020-10-21,Redfield & Wilton,,,,,,,,,,,,,,,,,,,35.0,45.0,-10.0,,,,,,,,,
2020-10-22,YouGov,,,,,,,,,,,,,,,,,,,36.0,55.0,-19.0,,,,,,,,,
2020-10-23,Opinium,,,,,,,,,,,,,,,,,,,33.0,47.0,-14.0,,,,,,,,,
2020-10-24,Deltapoll,,,,,,,,,,,,,,,,,,,44.0,51.0,-7.0,,,,,,,,,
2020-10-26,YouGov,,,,,,,,,,,,,,,,,,,34.0,59.0,-25.0,,,,,,,,,
2020-10-28,Ipsos,,,,,,,,,,,,,,,,,,,33.0,59.0,-26.0,,,,,,,,,
2020-10-28,Redfield & Wilton,,,,,,,,,,,,,,,,,,,35.0,42.0,-7.0,,,,,,,,,
2020-10-30,YouGov,,,,,,,,,,,,,,,,,,,35.0,57.0,-22.0,,,,,,,,,
2020-11-05,Opinium,,,,,,,,,,,,,,,,,,,34.0,48.0,-14.0,,,,,,,,,
2020-11-11,Redfield & Wilton,,,,,,,,,,,,,,,,,,,37.0,44.0,-7.0,,,,,,,,,
2020-11-19,Opinium,,,,,,,,,,,,,,,,,,,35.0,47.0,-12.0,,,,,,,,,
2020-11-19,Redfield & Wilton,,,,,,,,,,,,,,,,,,,36.0,44.0,-8.0,,,,,,,,,
2020-11-22,YouGov,,,,,,,,,,,,,,,,,,,34.0,58.0,-24.0,,,,,,,,,
2020-12-02,Redfield & Wilton,,,,,,,,,,,,,,,,,,,39.0,40.0,-1.0,,,,,,,,,
2020-12-02,YouGov,,,,,,,,,,,,,,,,,,,35.0,54.0,-19.0,,,,,,,,,
