date,pollster,Thatcher approve,Thatcher disapprove,Thatcher net,Major approve,Major disapprove,Major net,Blair approve,Blair disapprove,Blair net,Brown approve,Brown disapprove,Brown net,Cameron approve,Cameron disapprove,Cameron net,May approve,May disapprove,May net,Johnson approve,Johnson disapprove,Johnson net,Truss approve,Truss disapprove,Truss net,Sunak approve,Sunak disapprove,Sunak net,Starmer approve,Starmer disapprove,Starmer net
1998-04-01,Ipsos,,,,,,,68.0,22.0,46.0,,,,,,,,,,,,,,,,,,,,,
1998-05-01,Ipsos,,,,,,,67.0,23.0,44.0,,,,,,,,,,,,,,,,,,,,,
1998-06-01,Ipsos,,,,,,,62.0,28.0,34.0,,,,,,,,,,,,,,,,,,,,,
1998-07-01,Ipsos,,,,,,,62.0,28.0,34.0,,,,,,,,,,,,,,,,,,,,,
1998-08-01,Ipsos,,,,,,,65.0,26.0,39.0,,,,,,,,,,,,,,,,,,,,,
1998-09-01,Ipsos,,,,,,,61.0,30.0,31.0,,,,,,,,,,,,,,,,,,,,,
1998-10-01,Ipsos,,,,,,,62.0,29.0,33.0,,,,,,,,,,,,,,,,,,,,,
1998-11-01,Ipsos,,,,,,,61.0,29.0,32.0,,,,,,,,,,,,,,,,,,,,,
1998-12-01,Ipsos,,,,,,,60.0,29.0,31.0,,,,,,,,,,,,,,,,,,,,,
1999-01-01,Ipsos,,,,,,,59.0,31.0,28.0,,,,,,,,,,,,,,,,,,,,,
1999-02-01,Ipsos,,,,,,,58.0,34.0,24.0,,,,,,,,,,,,,,,,,,,,,
1999-03-01,Ipsos,,,,,,,61.0,29.0,32.0,,,,,,,,,,,,,,,,,,,,,
1999-04-01,Ipsos,,,,,,,63.0,28.0,35.0,,,,,,,,,,,,,,,,,,,,,
1999-05-01,Ipsos,,,,,,,58.0,34.0,24.0,,,,,,,,,,,,,,,,,,,,,
1999-06-01,Ipsos,,,,,,,57.0,35.0,22.0,,,,,,,,,,,,,,,,,,,,,
1999-07-01,Ipsos,,,,,,,55.0,33.0,22.0,,,,,,,,,,,,,,,,,,,,,
1999-08-01,Ipsos,,,,,,,49.0,39.0,10.0,,,,,,,,,,,,,,,,,,,,,
1999-09-01,Ipsos,,,,,,,58.0,34.0,24.0,,,,,,,,,,,,,,,,,,,,,
1999-10-01,Ipsos,,,,,,,53.0,37.0,16.0,,,,,,,,,,,,,,,,,,,,,
1999-11-01,Ipsos,,,,,,,54.0,36.0,18.0,,,,,,,,,,,,,,,,,,,,,
1999-12-01,Ipsos,,,,,,,57.0,35.0,22.0,,,,,,,,,,,,,,,,,,,,,
2001-01-01,Ipsos,,,,,,,47.0,44.0,3.0,,,,,,,,,,,,,,,,,,,,,
2001-02-01,Ipsos,,,,,,,48.0,43.0,5.0,,,,,,,,,,,,,,,,,,,,,
2001-03-01,Ipsos,,,,,,,47.0,46.0,1.0,,,,,,,,,,,,,,,,,,,,,
2001-04-01,Ipsos,,,,,,,44.0,46.0,-2.0,,,,,,,,,,,,,,,,,,,,,
2001-06-01,Ipsos,,,,,,,55.0,37.0,18.0,,,,,,,,,,,,,,,,,,,,,
2001-07-01,Ipsos,,,,,,,51.0,41.0,10.0,,,,,,,,,,,,,,,,,,,,,
2001-08-01,Ipsos,,,,,,,49.0,43.0,6.0,,,,,,,,,,,,,,,,,,,,,
2001-09-01,Ipsos,,,,,,,67.0,26.0,41.0,,,,,,,,,,,,,,,,,,,,,
2001-10-01,Ipsos,,,,,,,65.0,28.0,37.0,,,,,,,,,,,,,,,,,,,,,
2001-11-01,Ipsos,,,,,,,64.0,28.0,36.0,,,,,,,,,,,,,,,,,,,,,
2002-01-01,Ipsos,,,,,,,51.0,39.0,12.0,,,,,,,,,,,,,,,,,,,,,
2002-01-11,YouGov,,,,,,,62.0,37.0,25.0,,,,,,,,,,,,,,,,,,,,,
2002-02-01,Ipsos,,,,,,,46.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,
2002-03-01,Ipsos,,,,,,,42.0,50.0,-8.0,,,,,,,,,,,,,,,,,,,,,
2002-04-01,Ipsos,,,,,,,46.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,
2002-05-01,Ipsos,,,,,,,39.0,50.0,-11.0,,,,,,,,,,,,,,,,,,,,,
2002-06-01,Ipsos,,,,,,,46.0,47.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2002-06-07,YouGov,,,,,,,49.0,48.0,1.0,,,,,,,,,,,,,,,,,,,,,
2002-07-01,Ipsos,,,,,,,42.0,50.0,-8.0,,,,,,,,,,,,,,,,,,,,,
2002-09-01,Ipsos,,,,,,,42.0,49.0,-7.0,,,,,,,,,,,,,,,,,,,,,
2002-10-01,Ipsos,,,,,,,41.0,49.0,-8.0,,,,,,,,,,,,,,,,,,,,,
2002-10-11,YouGov,,,,,,,57.0,41.0,16.0,,,,,,,,,,,,,,,,,,,,,
2002-11-01,Ipsos,,,,,,,40.0,51.0,-11.0,,,,,,,,,,,,,,,,,,,,,
2002-12-01,Ipsos,,,,,,,38.0,54.0,-16.0,,,,,,,,,,,,,,,,,,,,,
2003-01-01,Ipsos,,,,,,,33.0,58.0,-25.0,,,,,,,,,,,,,,,,,,,,,
2003-01-03,YouGov,,,,,,,48.0,51.0,-3.0,,,,,,,,,,,,,,,,,,,,,
2003-01-16,YouGov,,,,,,,42.0,57.0,-15.0,,,,,,,,,,,,,,,,,,,,,
2003-02-01,Ipsos,,,,,,,31.0,61.0,-30.0,,,,,,,,,,,,,,,,,,,,,
2003-03-01,Ipsos,,,,,,,43.0,48.0,-5.0,,,,,,,,,,,,,,,,,,,,,
2003-04-01,Ipsos,,,,,,,47.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,
2003-04-03,YouGov,,,,,,,57.0,42.0,15.0,,,,,,,,,,,,,,,,,,,,,
2003-04-10,YouGov,,,,,,,62.0,36.0,26.0,,,,,,,,,,,,,,,,,,,,,
2003-05-01,Ipsos,,,,,,,38.0,54.0,-16.0,,,,,,,,,,,,,,,,,,,,,
2003-06-01,Ipsos,,,,,,,31.0,61.0,-30.0,,,,,,,,,,,,,,,,,,,,,
2003-07-01,Ipsos,,,,,,,32.0,60.0,-28.0,,,,,,,,,,,,,,,,,,,,,
2003-08-01,Ipsos,,,,,,,30.0,63.0,-33.0,,,,,,,,,,,,,,,,,,,,,
2003-09-01,Ipsos,,,,,,,29.0,64.0,-35.0,,,,,,,,,,,,,,,,,,,,,
2003-10-01,Ipsos,,,,,,,31.0,60.0,-29.0,,,,,,,,,,,,,,,,,,,,,
2003-10-02,YouGov,,,,,,,40.0,58.0,-18.0,,,,,,,,,,,,,,,,,,,,,
2003-10-10,YouGov,,,,,,,37.0,60.0,-23.0,,,,,,,,,,,,,,,,,,,,,
2003-11-01,Ipsos,,,,,,,32.0,57.0,-25.0,,,,,,,,,,,,,,,,,,,,,
2003-12-01,Ipsos,,,,,,,36.0,55.0,-19.0,,,,,,,,,,,,,,,,,,,,,
2004-01-01,Ipsos,,,,,,,32.0,59.0,-27.0,,,,,,,,,,,,,,,,,,,,,
2004-02-01,Ipsos,,,,,,,31.0,60.0,-29.0,,,,,,,,,,,,,,,,,,,,,
2004-03-01,Ipsos,,,,,,,32.0,60.0,-28.0,,,,,,,,,,,,,,,,,,,,,
2004-04-01,Ipsos,,,,,,,31.0,61.0,-30.0,,,,,,,,,,,,,,,,,,,,,
2004-05-01,Ipsos,,,,,,,29.0,61.0,-32.0,,,,,,,,,,,,,,,,,,,,,
2004-05-06,YouGov,,,,,,,38.0,60.0,-22.0,,,,,,,,,,,,,,,,,,,,,
2004-06-01,Ipsos,,,,,,,30.0,61.0,-31.0,,,,,,,,,,,,,,,,,,,,,
2004-07-01,Ipsos,,,,,,,30.0,63.0,-33.0,,,,,,,,,,,,,,,,,,,,,
2004-07-08,YouGov,,,,,,,40.0,57.0,-17.0,,,,,,,,,,,,,,,,,,,,,
2004-08-01,Ipsos,,,,,,,29.0,61.0,-32.0,,,,,,,,,,,,,,,,,,,,,
2004-09-01,Ipsos,,,,,,,32.0,61.0,-29.0,,,,,,,,,,,,,,,,,,,,,
2004-09-10,YouGov,,,,,,,41.0,57.0,-16.0,,,,,,,,,,,,,,,,,,,,,
2004-10-01,Ipsos,,,,,,,30.0,61.0,-31.0,,,,,,,,,,,,,,,,,,,,,
2004-10-01,YouGov,,,,,,,45.0,53.0,-8.0,,,,,,,,,,,,,,,,,,,,,
2004-11-01,Ipsos,,,,,,,32.0,60.0,-28.0,,,,,,,,,,,,,,,,,,,,,
2004-12-01,Ipsos,,,,,,,33.0,58.0,-25.0,,,,,,,,,,,,,,,,,,,,,
2005-01-01,Ipsos,,,,,,,33.0,57.0,-24.0,,,,,,,,,,,,,,,,,,,,,
2005-01-20,YouGov,,,,,,,41.0,56.0,-15.0,,,,,,,,,,,,,,,,,,,,,
2005-02-01,Ipsos,,,,,,,35.0,57.0,-22.0,,,,,,,,,,,,,,,,,,,,,
2005-03-01,Ipsos,,,,,,,34.0,59.0,-25.0,,,,,,,,,,,,,,,,,,,,,
2005-03-17,YouGov,,,,,,,46.0,50.0,-4.0,,,,,,,,,,,,,,,,,,,,,
2005-04-01,Ipsos,,,,,,,39.0,55.0,-16.0,,,,,,,,,,,,,,,,,,,,,
2005-04-07,YouGov,,,,,,,46.0,50.0,-4.0,,,,,,,,,,,,,,,,,,,,,
2005-04-21,YouGov,,,,,,,47.0,50.0,-3.0,,,,,,,,,,,,,,,,,,,,,
2005-05-01,Ipsos,,,,,,,39.0,52.0,-13.0,,,,,,,,,,,,,,,,,,,,,
2005-05-19,Ipsos,,,,,,,39.0,55.0,-16.0,,,,,,,,,,,,,,,,,,,,,
2005-06-01,Ipsos,,,,,,,44.0,47.0,-3.0,,,,,,,,,,,,,,,,,,,,,
2005-06-16,Ipsos,,,,,,,39.0,52.0,-13.0,,,,,,,,,,,,,,,,,,,,,
2005-07-01,Ipsos,,,,,,,39.0,51.0,-12.0,,,,,,,,,,,,,,,,,,,,,
2005-07-14,Ipsos,,,,,,,44.0,47.0,-3.0,,,,,,,,,,,,,,,,,,,,,
2005-08-01,Ipsos,,,,,,,31.0,60.0,-29.0,,,,,,,,,,,,,,,,,,,,,
2005-08-11,Ipsos,,,,,,,39.0,51.0,-12.0,,,,,,,,,,,,,,,,,,,,,
2005-09-01,Ipsos,,,,,,,36.0,55.0,-19.0,,,,,,,,,,,,,,,,,,,,,
2005-10-01,Ipsos,,,,,,,37.0,55.0,-18.0,,,,,,,,,,,,,,,,,,,,,
2005-12-06,YouGov,,,,,,,39.0,57.0,-18.0,,,,,,,,,,,,,,,,,,,,,
2006-01-19,Ipsos,,,,,,,36.0,57.0,-21.0,,,,,,,,,,,,,,,,,,,,,
2006-02-16,Ipsos,,,,,,,31.0,60.0,-29.0,,,,,,,,,,,,,,,,,,,,,
2006-03-10,ICM,,,,,,,37.0,45.0,-8.0,,,,,,,,,,,,,,,,,,,,,
2006-03-16,Ipsos,,,,,,,31.0,62.0,-31.0,,,,,,,,,,,,,,,,,,,,,
2006-03-17,YouGov,,,,,,,36.0,61.0,-25.0,,,,,,,,,,,,,,,,,,,,,
2006-03-27,YouGov,,,,,,,30.0,60.0,-30.0,,,,,,,,,,,,,,,,,,,,,
2006-04-27,Ipsos,,,,,,,29.0,64.0,-35.0,,,,,,,,,,,,,,,,,,,,,
2006-04-27,YouGov,,,,,,,33.0,64.0,-31.0,,,,,,,,,,,,,,,,,,,,,
2006-05-08,YouGov,,,,,,,26.0,64.0,-38.0,,,,,,,,,,,,,,,,,,,,,
2006-05-25,Ipsos,,,,,,,26.0,67.0,-41.0,,,,,,,,,,,,,,,,,,,,,
2006-06-20,Ipsos,,,,,,,32.0,60.0,-28.0,,,,,,,,,,,,,,,,,,,,,
2006-07-20,Ipsos,,,,,,,23.0,67.0,-44.0,,,,,,,,,,,,,,,,,,,,,
2006-07-24,YouGov,,,,,,,27.0,63.0,-36.0,,,,,,,,,,,,,,,,,,,,,
2006-08-31,Ipsos,,,,,,,26.0,66.0,-40.0,,,,,,,,,,,,,,,,,,,,,
2006-09-21,YouGov,,,,,,,31.0,65.0,-34.0,,,,,,,,,,,,,,,,,,,,,
2006-09-27,YouGov,,,,,,,25.0,64.0,-39.0,,,,,,,,,,,,,,,,,,,,,
2006-10-12,Ipsos,,,,,,,32.0,60.0,-28.0,,,,,,,,,,,,,,,,,,,,,
2006-11-09,Ipsos,,,,,,,27.0,65.0,-38.0,,,,,,,,,,,,,,,,,,,,,
2006-12-07,Ipsos,,,,,,,30.0,64.0,-34.0,,,,,,,,,,,,,,,,,,,,,
2007-01-19,Ipsos,,,,,,,25.0,68.0,-43.0,,,,,,,,,,,,,,,,,,,,,
2007-01-22,YouGov,,,,,,,26.0,65.0,-39.0,,,,,,,,,,,,,,,,,,,,,
2007-03-15,YouGov,,,,,,,33.0,62.0,-29.0,,,,,,,,,,,,,,,,,,,,,
2007-04-04,YouGov,,,,,,,35.0,61.0,-26.0,,,,,,,,,,,,,,,,,,,,,
2007-04-19,Ipsos,,,,,,,28.0,66.0,-38.0,,,,,,,,,,,,,,,,,,,,,
2007-05-17,Ipsos,,,,,,,35.0,57.0,-22.0,,,,,,,,,,,,,,,,,,,,,
2007-06-14,Ipsos,,,,,,,33.0,60.0,-27.0,,,,,,,,,,,,,,,,,,,,,
2007-07-12,Ipsos,,,,,,,,,,36.0,20.0,16.0,,,,,,,,,,,,,,,,,,
2007-07-23,YouGov,,,,,,,,,,34.0,27.0,7.0,,,,,,,,,,,,,,,,,,
2007-08-08,ICM,,,,,,,,,,59.0,19.0,40.0,,,,,,,,,,,,,,,,,,
2007-08-09,YouGov,,,,,,,,,,65.0,17.0,48.0,,,,,,,,,,,,,,,,,,
2007-08-23,Ipsos,,,,,,,,,,43.0,23.0,20.0,,,,,,,,,,,,,,,,,,
2007-08-24,YouGov,,,,,,,,,,40.0,30.0,10.0,,,,,,,,,,,,,,,,,,
2007-08-31,YouGov,,,,,,,,,,45.0,14.0,31.0,,,,,,,,,,,,,,,,,,
2007-09-13,ICM,,,,,,,,,,55.0,23.0,32.0,,,,,,,,,,,,,,,,,,
2007-09-13,YouGov,,,,,,,,,,62.0,22.0,40.0,,,,,,,,,,,,,,,,,,
2007-09-14,YouGov,,,,,,,,,,62.0,23.0,39.0,,,,,,,,,,,,,,,,,,
2007-09-20,Ipsos,,,,,,,,,,44.0,26.0,18.0,,,,,,,,,,,,,,,,,,
2007-09-26,YouGov,,,,,,,,,,44.0,33.0,11.0,,,,,,,,,,,,,,,,,,
2007-10-05,YouGov,,,,,,,,,,59.0,29.0,30.0,,,,,,,,,,,,,,,,,,
2007-10-06,YouGov,,,,,,,,,,59.0,29.0,30.0,,,,,,,,,,,,,,,,,,
2007-10-18,Ipsos,,,,,,,,,,37.0,38.0,-1.0,,,,,,,,,,,,,,,,,,
2007-10-22,YouGov,,,,,,,,,,34.0,48.0,-14.0,,,,,,,,,,,,,,,,,,
2007-11-14,YouGov,,,,,,,,,,33.0,43.0,-10.0,,,,,,,,,,,,,,,,,,
2007-11-26,YouGov,,,,,,,,,,23.0,59.0,-36.0,,,,,,,,,,,,,,,,,,
2007-11-29,Ipsos,,,,,,,,,,31.0,54.0,-23.0,,,,,,,,,,,,,,,,,,
2007-12-13,YouGov,,,,,,,,,,32.0,58.0,-26.0,,,,,,,,,,,,,,,,,,
2007-12-17,YouGov,,,,,,,,,,24.0,60.0,-36.0,,,,,,,,,,,,,,,,,,
2007-12-20,YouGov,,,,,,,,,,34.0,58.0,-24.0,,,,,,,,,,,,,,,,,,
2008-01-10,YouGov,,,,,,,,,,35.0,55.0,-20.0,,,,,,,,,,,,,,,,,,
2008-01-17,Ipsos,,,,,,,,,,32.0,48.0,-16.0,,,,,,,,,,,,,,,,,,
2008-01-21,YouGov,,,,,,,,,,25.0,58.0,-33.0,,,,,,,,,,,,,,,,,,
2008-02-14,YouGov,,,,,,,,,,36.0,57.0,-21.0,,,,,,,,,,,,,,,,,,
2008-02-21,Ipsos,,,,,,,,,,31.0,55.0,-24.0,,,,,,,,,,,,,,,,,,
2008-02-25,YouGov,,,,,,,,,,25.0,59.0,-34.0,,,,,,,,,,,,,,,,,,
2008-03-13,Ipsos,,,,,,,,,,27.0,58.0,-31.0,,,,,,,,,,,,,,,,,,
2008-03-13,YouGov,,,,,,,,,,33.0,59.0,-26.0,,,,,,,,,,,,,,,,,,
2008-03-25,YouGov,,,,,,,,,,23.0,63.0,-40.0,,,,,,,,,,,,,,,,,,
2008-04-10,YouGov,,,,,,,,,,28.0,65.0,-37.0,,,,,,,,,,,,,,,,,,
2008-04-17,Ipsos,,,,,,,,,,23.0,61.0,-38.0,,,,,,,,,,,,,,,,,,
2008-04-21,YouGov,,,,,,,,,,17.0,70.0,-53.0,,,,,,,,,,,,,,,,,,
2008-05-15,Ipsos,,,,,,,,,,23.0,67.0,-44.0,,,,,,,,,,,,,,,,,,
2008-05-15,YouGov,,,,,,,,,,17.0,78.0,-61.0,,,,,,,,,,,,,,,,,,
2008-05-27,YouGov,,,,,,,,,,15.0,75.0,-60.0,,,,,,,,,,,,,,,,,,
2008-06-12,YouGov,,,,,,,,,,16.0,78.0,-62.0,,,,,,,,,,,,,,,,,,
2008-06-13,Ipsos,,,,,,,,,,22.0,77.0,-55.0,,,,,,,,,,,,,,,,,,
2008-06-23,YouGov,,,,,,,,,,14.0,76.0,-62.0,,,,,,,,,,,,,,,,,,
2008-07-10,YouGov,,,,,,,,,,19.0,77.0,-58.0,,,,,,,,,,,,,,,,,,
2008-07-18,Ipsos,,,,,,,,,,21.0,72.0,-51.0,,,,,,,,,,,,,,,,,,
2008-07-23,YouGov,,,,,,,,,,15.0,74.0,-59.0,,,,,,,,,,,,,,,,,,
2008-08-14,YouGov,,,,,,,,,,20.0,75.0,-55.0,,,,,,,,,,,,,,,,,,
2008-08-15,Ipsos,,,,,,,,,,24.0,71.0,-47.0,,,,,,,,,,,,,,,,,,
2008-08-29,YouGov,,,,,,,,,,17.0,72.0,-55.0,,,,,,,,,,,,,,,,,,
2008-09-10,YouGov,,,,,,,,,,20.0,73.0,-53.0,,,,,,,,,,,,,,,,,,
2008-09-12,Ipsos,,,,,,,,,,24.0,69.0,-45.0,,,,,,,,,,,,,,,,,,
2008-09-17,YouGov,,,,,,,,,,16.0,74.0,-58.0,,,,,,,,,,,,,,,,,,
2008-10-09,YouGov,,,,,,,,,,31.0,65.0,-34.0,,,,,,,,,,,,,,,,,,
2008-10-17,Ipsos,,,,,,,,,,35.0,59.0,-24.0,,,,,,,,,,,,,,,,,,
2008-10-27,YouGov,,,,,,,,,,25.0,63.0,-38.0,,,,,,,,,,,,,,,,,,
2008-11-13,YouGov,,,,,,,,,,41.0,54.0,-13.0,,,,,,,,,,,,,,,,,,
2008-11-14,Ipsos,,,,,,,,,,41.0,50.0,-9.0,,,,,,,,,,,,,,,,,,
2008-11-24,YouGov,,,,,,,,,,32.0,59.0,-27.0,,,,,,,,,,,,,,,,,,
2008-12-11,YouGov,,,,,,,,,,38.0,55.0,-17.0,,,,,,,,,,,,,,,,,,
2008-12-12,Ipsos,,,,,,,,,,38.0,54.0,-16.0,,,,,,,,,,,,,,,,,,
2008-12-16,YouGov,,,,,,,,,,30.0,60.0,-30.0,,,,,,,,,,,,,,,,,,
2009-01-15,YouGov,,,,,,,,,,35.0,60.0,-25.0,,,,,,,,,,,,,,,,,,
2009-01-16,Ipsos,,,,,,,,,,33.0,59.0,-26.0,,,,,,,,,,,,,,,,,,
2009-01-27,YouGov,,,,,,,,,,27.0,63.0,-36.0,,,,,,,,,,,,,,,,,,
2009-02-12,YouGov,,,,,,,,,,31.0,65.0,-34.0,,,,,,,,,,,,,,,,,,
2009-02-13,Ipsos,,,,,,,,,,26.0,64.0,-38.0,,,,,,,,,,,,,,,,,,
2009-02-24,YouGov,,,,,,,,,,25.0,65.0,-40.0,,,,,,,,,,,,,,,,,,
2009-03-12,YouGov,,,,,,,,,,35.0,60.0,-25.0,,,,,,,,,,,,,,,,,,
2009-03-13,Ipsos,,,,,,,,,,34.0,59.0,-25.0,,,,,,,,,,,,,,,,,,
2009-03-24,YouGov,,,,,,,,,,23.0,65.0,-42.0,,,,,,,,,,,,,,,,,,
2009-04-03,YouGov,,,,,,,,,,41.0,53.0,-12.0,,,,,,,,,,,,,,,,,,
2009-04-17,Ipsos,,,,,,,,,,32.0,60.0,-28.0,,,,,,,,,,,,,,,,,,
2009-04-22,YouGov,,,,,,,,,,23.0,69.0,-46.0,,,,,,,,,,,,,,,,,,
2009-05-07,YouGov,,,,,,,,,,25.0,71.0,-46.0,,,,,,,,,,,,,,,,,,
2009-05-27,YouGov,,,,,,,,,,17.0,73.0,-56.0,,,,,,,,,,,,,,,,,,
2009-05-29,Ipsos,,,,,,,,,,26.0,69.0,-43.0,,,,,,,,,,,,,,,,,,
2009-06-11,YouGov,,,,,,,,,,23.0,74.0,-51.0,,,,,,,,,,,,,,,,,,
2009-06-19,Ipsos,,,,,,,,,,27.0,66.0,-39.0,,,,,,,,,,,,,,,,,,
2009-06-23,YouGov,,,,,,,,,,19.0,71.0,-52.0,,,,,,,,,,,,,,,,,,
2009-07-16,YouGov,,,,,,,,,,24.0,71.0,-47.0,,,,,,,,,,,,,,,,,,
2009-07-17,Ipsos,,,,,,,,,,26.0,68.0,-42.0,,,,,,,,,,,,,,,,,,
2009-07-28,YouGov,,,,,,,,,,19.0,72.0,-53.0,,,,,,,,,,,,,,,,,,
2009-08-13,YouGov,,,,,,,,,,26.0,70.0,-44.0,,,,,,,,,,,,,,,,,,
2009-08-21,Ipsos,,,,,,,,,,28.0,65.0,-37.0,,,,,,,,,,,,,,,,,,
2009-08-25,YouGov,,,,,,,,,,19.0,71.0,-52.0,,,,,,,,,,,,,,,,,,
2009-08-27,YouGov,,,,,,,,,,16.0,61.0,-45.0,,,,,,,,,,,,,,,,,,
2009-09-10,YouGov,,,,,,,,,,26.0,70.0,-44.0,,,,,,,,,,,,,,,,,,
2009-09-22,YouGov,,,,,,,,,,20.0,71.0,-51.0,,,,,,,,,,,,,,,,,,
2009-09-25,Ipsos,,,,,,,,,,29.0,65.0,-36.0,,,,,,,,,,,,,,,,,,
2009-09-27,YouGov,,,,,,,,,,29.0,66.0,-37.0,,,,,,,,,,,,,,,,,,
2009-10-04,YouGov,,,,,,,,,,28.0,66.0,-38.0,,,,,,,,,,,,,,,,,,
2009-10-08,YouGov,,,,,,,,,,21.0,60.0,-39.0,,,,,,,,,,,,,,,,,,
2009-10-15,YouGov,,,,,,,,,,28.0,67.0,-39.0,,,,,,,,,,,,,,,,,,
2009-10-16,Ipsos,,,,,,,,,,32.0,62.0,-30.0,,,,,,,,,,,,,,,,,,
2009-10-27,YouGov,,,,,,,,,,21.0,70.0,-49.0,,,,,,,,,,,,,,,,,,
2009-11-12,YouGov,,,,,,,,,,28.0,67.0,-39.0,,,,,,,,,,,,,,,,,,
2009-11-13,Ipsos,,,,,,,,,,34.0,59.0,-25.0,,,,,,,,,,,,,,,,,,
2009-11-24,YouGov,,,,,,,,,,22.0,67.0,-45.0,,,,,,,,,,,,,,,,,,
2009-12-03,YouGov,,,,,,,,,,28.0,66.0,-38.0,,,,,,,,,,,,,,,,,,
2009-12-10,YouGov,,,,,,,,,,26.0,68.0,-42.0,,,,,,,,,,,,,,,,,,
2009-12-11,Ipsos,,,,,,,,,,28.0,63.0,-35.0,,,,,,,,,,,,,,,,,,
2009-12-29,YouGov,,,,,,,,,,23.0,66.0,-43.0,,,,,,,,,,,,,,,,,,
2010-01-14,YouGov,,,,,,,,,,32.0,64.0,-32.0,,,,,,,,,,,,,,,,,,
2010-01-26,Ipsos,,,,,,,,,,33.0,59.0,-26.0,,,,,,,,,,,,,,,,,,
2010-01-28,YouGov,,,,,,,,,,25.0,64.0,-39.0,,,,,,,,,,,,,,,,,,
2010-02-18,YouGov,,,,,,,,,,37.0,58.0,-21.0,,,,,,,,,,,,,,,,,,
2010-02-25,YouGov,,,,,,,,,,36.0,58.0,-22.0,,,,,,,,,,,,,,,,,,
2010-03-04,YouGov,,,,,,,,,,36.0,60.0,-24.0,,,,,,,,,,,,,,,,,,
2010-03-18,YouGov,,,,,,,,,,33.0,61.0,-28.0,,,,,,,,,,,,,,,,,,
2010-03-19,Ipsos,,,,,,,,,,34.0,60.0,-26.0,,,,,,,,,,,,,,,,,,
2010-04-01,YouGov,,,,,,,,,,33.0,61.0,-28.0,,,,,,,,,,,,,,,,,,
2010-04-16,YouGov,,,,,,,,,,39.0,57.0,-18.0,,,,,,,,,,,,,,,,,,
2010-04-18,Ipsos,,,,,,,,,,35.0,59.0,-24.0,,,,,,,,,,,,,,,,,,
2010-04-23,YouGov,,,,,,,,,,38.0,57.0,-19.0,,,,,,,,,,,,,,,,,,
2010-04-30,YouGov,,,,,,,,,,33.0,63.0,-30.0,,,,,,,,,,,,,,,,,,
2010-05-08,YouGov,,,,,,,,,,,,,62.0,29.0,33.0,,,,,,,,,,,,,,,
2010-05-14,YouGov,,,,,,,,,,,,,48.0,12.0,36.0,,,,,,,,,,,,,,,
2010-05-21,YouGov,,,,,,,,,,,,,57.0,15.0,42.0,,,,,,,,,,,,,,,
2010-05-28,YouGov,,,,,,,,,,,,,60.0,18.0,42.0,,,,,,,,,,,,,,,
2010-06-04,YouGov,,,,,,,,,,,,,63.0,16.0,47.0,,,,,,,,,,,,,,,
2010-06-11,YouGov,,,,,,,,,,,,,60.0,19.0,41.0,,,,,,,,,,,,,,,
2010-06-18,YouGov,,,,,,,,,,,,,64.0,20.0,44.0,,,,,,,,,,,,,,,
2010-06-20,Ipsos,,,,,,,,,,,,,57.0,26.0,31.0,,,,,,,,,,,,,,,
2010-06-25,YouGov,,,,,,,,,,,,,61.0,27.0,34.0,,,,,,,,,,,,,,,
2010-07-02,YouGov,,,,,,,,,,,,,58.0,30.0,28.0,,,,,,,,,,,,,,,
2010-07-09,YouGov,,,,,,,,,,,,,59.0,28.0,31.0,,,,,,,,,,,,,,,
2010-07-16,YouGov,,,,,,,,,,,,,58.0,31.0,27.0,,,,,,,,,,,,,,,
2010-07-23,YouGov,,,,,,,,,,,,,57.0,32.0,25.0,,,,,,,,,,,,,,,
2010-07-25,Ipsos,,,,,,,,,,,,,55.0,32.0,23.0,,,,,,,,,,,,,,,
2010-07-30,YouGov,,,,,,,,,,,,,56.0,34.0,22.0,,,,,,,,,,,,,,,
2010-08-06,YouGov,,,,,,,,,,,,,55.0,35.0,20.0,,,,,,,,,,,,,,,
2010-08-13,YouGov,,,,,,,,,,,,,54.0,37.0,17.0,,,,,,,,,,,,,,,
2010-08-20,YouGov,,,,,,,,,,,,,53.0,36.0,17.0,,,,,,,,,,,,,,,
2010-08-27,YouGov,,,,,,,,,,,,,59.0,32.0,27.0,,,,,,,,,,,,,,,
2010-09-03,YouGov,,,,,,,,,,,,,54.0,36.0,18.0,,,,,,,,,,,,,,,
2010-09-10,YouGov,,,,,,,,,,,,,57.0,33.0,24.0,,,,,,,,,,,,,,,
2010-09-12,Ipsos,,,,,,,,,,,,,57.0,33.0,24.0,,,,,,,,,,,,,,,
2010-09-17,YouGov,,,,,,,,,,,,,52.0,37.0,15.0,,,,,,,,,,,,,,,
2010-09-24,YouGov,,,,,,,,,,,,,54.0,35.0,19.0,,,,,,,,,,,,,,,
2010-09-27,YouGov,,,,,,,,,,,,,53.0,37.0,16.0,,,,,,,,,,,,,,,
2010-10-01,YouGov,,,,,,,,,,,,,53.0,37.0,16.0,,,,,,,,,,,,,,,
2010-10-08,YouGov,,,,,,,,,,,,,57.0,36.0,21.0,,,,,,,,,,,,,,,
2010-10-15,YouGov,,,,,,,,,,,,,52.0,41.0,11.0,,,,,,,,,,,,,,,
