date,Thatcher approve,Thatcher disapprove,Thatcher net,Major approve,Major disapprove,Major net,Blair approve,Blair disapprove,Blair net,Brown approve,Brown disapprove,Brown net,Cameron approve,Cameron disapprove,Cameron net,May approve,May disapprove,May net,Johnson approve,Johnson disapprove,Johnson net,Truss approve,Truss disapprove,Truss net,Sunak approve,Sunak disapprove,Sunak net,Starmer approve,Starmer disapprove,Starmer net
1985-01-02,41.57,53.21,-11.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-09,41.33,53.43,-12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-16,41.08,53.67,-12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-23,40.8,53.93,-13.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-30,40.5,54.22,-13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-06,40.18,54.52,-14.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-13,39.85,54.83,-14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-20,39.5,55.16,-15.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-27,39.14,55.51,-16.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-06,38.77,55.86,-17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-13,38.4,56.21,-17.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-20,38.04,56.55,-18.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-27,37.7,56.88,-19.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-03,37.38,57.19,-19.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-10,37.09,57.47,-20.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-17,36.83,57.72,-20.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-24,36.6,57.96,-21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-01,36.39,58.18,-21.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-08,36.19,58.39,-22.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-15,36.01,58.58,-22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-22,35.85,58.76,-22.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-29,35.7,58.93,-23.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-05,35.56,59.08,-23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-12,35.43,59.22,-23.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-19,35.32,59.33,-24.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-26,35.23,59.43,-24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-03,35.15,59.51,-24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-10,35.09,59.57,-24.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-17,35.04,59.61,-24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-24,34.99,59.66,-24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,34.94,59.7,-24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-07,34.89,59.74,-24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-14,34.84,59.79,-24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-21,34.77,59.86,-25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-28,34.7,59.94,-25.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-04,34.61,60.04,-25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-11,34.52,60.15,-25.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-18,34.42,60.26,-25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-25,34.31,60.39,-26.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-02,34.21,60.52,-26.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-09,34.11,60.65,-26.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-16,34.02,60.78,-26.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-23,33.92,60.92,-27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-30,33.82,61.05,-27.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-06,33.73,61.19,-27.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-13,33.63,61.32,-27.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-20,33.54,61.44,-27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-27,33.45,61.56,-28.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-04,33.36,61.68,-28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-11,33.27,61.78,-28.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-18,33.18,61.89,-28.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-25,33.08,62.0,-28.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-01,32.97,62.12,-29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-08,32.85,62.25,-29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-15,32.71,62.39,-29.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-22,32.57,62.54,-29.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-29,32.42,62.7,-30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-05,32.27,62.87,-30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-12,32.12,63.03,-30.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-19,31.97,63.2,-31.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-26,31.82,63.36,-31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-05,31.67,63.52,-31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-12,31.52,63.68,-32.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-19,31.37,63.83,-32.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-26,31.23,63.98,-32.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-02,31.1,64.1,-33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-09,31.0,64.2,-33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-16,30.92,64.27,-33.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-23,30.86,64.31,-33.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-30,30.84,64.32,-33.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-07,30.84,64.29,-33.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-14,30.88,64.24,-33.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-21,30.94,64.15,-33.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-28,31.02,64.04,-33.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-04,31.13,63.91,-32.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-11,31.26,63.76,-32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-18,31.4,63.6,-32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-25,31.55,63.43,-31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-02,31.71,63.25,-31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-09,31.89,63.06,-31.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-16,32.07,62.86,-30.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-23,32.27,62.65,-30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-30,32.47,62.45,-29.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-06,32.67,62.24,-29.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-13,32.88,62.03,-29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-20,33.09,61.83,-28.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-27,33.3,61.63,-28.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-03,33.5,61.43,-27.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-10,33.7,61.24,-27.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-17,33.88,61.05,-27.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-24,34.06,60.88,-26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-01,34.22,60.71,-26.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-08,34.38,60.53,-26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-15,34.54,60.35,-25.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-22,34.72,60.15,-25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-29,34.9,59.93,-25.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-05,35.1,59.69,-24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-12,35.31,59.43,-24.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-19,35.54,59.16,-23.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-26,35.78,58.88,-23.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-03,36.04,58.58,-22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-10,36.3,58.28,-21.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-17,36.57,57.98,-21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-24,36.84,57.68,-20.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,37.1,57.4,-20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-07,37.36,57.13,-19.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-14,37.6,56.89,-19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-21,37.83,56.66,-18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-28,38.06,56.44,-18.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-04,38.29,56.23,-17.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-11,38.52,56.01,-17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-18,38.75,55.8,-17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-25,38.99,55.58,-16.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-04,39.24,55.35,-16.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-11,39.49,55.12,-15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-18,39.76,54.88,-15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-25,40.04,54.62,-14.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-01,40.33,54.37,-14.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-08,40.63,54.1,-13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-15,40.93,53.84,-12.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-22,41.23,53.58,-12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-29,41.54,53.32,-11.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-06,41.86,53.05,-11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-13,42.19,52.78,-10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-20,42.52,52.51,-9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-27,42.87,52.23,-9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-03,43.21,51.96,-8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-10,43.56,51.69,-8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-17,43.9,51.43,-7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-24,44.23,51.17,-6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-01,44.55,50.94,-6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-08,44.84,50.72,-5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-15,45.12,50.52,-5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-22,45.38,50.33,-4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-29,45.62,50.15,-4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-05,45.84,49.98,-4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-12,46.04,49.82,-3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-19,46.24,49.66,-3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-26,46.42,49.51,-3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-02,46.58,49.36,-2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-09,46.73,49.23,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-16,46.85,49.11,-2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-23,46.96,49.0,-2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,47.05,48.91,-1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-07,47.13,48.82,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-14,47.18,48.76,-1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-21,47.22,48.71,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-28,47.23,48.69,-1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-04,47.21,48.7,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-11,47.16,48.74,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-18,47.07,48.81,-1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-25,46.96,48.91,-1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-02,46.82,49.04,-2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-09,46.66,49.18,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-16,46.49,49.33,-2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-23,46.31,49.48,-3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-30,46.11,49.65,-3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-06,45.91,49.83,-3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-13,45.69,50.01,-4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-20,45.48,50.2,-4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-27,45.25,50.4,-5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-03,45.03,50.6,-5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-10,44.8,50.81,-6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-17,44.58,51.02,-6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-24,44.36,51.23,-6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-02,44.15,51.43,-7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-09,43.95,51.61,-7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-16,43.76,51.78,-8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-23,43.59,51.93,-8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-30,43.45,52.05,-8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-04-06,43.32,52.15,-8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-04-13,43.22,52.23,-9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-04-20,43.12,52.3,-9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-04-27,43.05,52.34,-9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-04,42.99,52.37,-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-11,42.95,52.38,-9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-18,42.93,52.37,-9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-25,42.93,52.34,-9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-01,42.96,52.28,-9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-08,43.0,52.21,-9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-15,43.07,52.12,-9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-22,43.15,52.01,-8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-29,43.25,51.89,-8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-07-06,43.37,51.75,-8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-07-13,43.49,51.6,-8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-07-20,43.62,51.45,-7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-07-27,43.74,51.3,-7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-03,43.87,51.15,-7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-10,43.99,51.0,-7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-17,44.1,50.86,-6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-24,44.2,50.73,-6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-31,44.28,50.61,-6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-07,44.34,50.51,-6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-14,44.39,50.42,-6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-21,44.42,50.35,-5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-28,44.43,50.29,-5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-10-05,44.43,50.25,-5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-10-12,44.42,50.22,-5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-10-19,44.39,50.2,-5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-10-26,44.36,50.19,-5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-11-02,44.32,50.19,-5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-11-09,44.27,50.21,-5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-11-16,44.2,50.24,-6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-11-23,44.12,50.29,-6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-11-30,44.03,50.36,-6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-07,43.93,50.44,-6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-14,43.81,50.53,-6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-21,43.69,50.63,-6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-28,43.55,50.75,-7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-01-04,43.4,50.88,-7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-01-11,43.24,51.03,-7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-01-18,43.06,51.19,-8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-01-25,42.87,51.36,-8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-02-01,42.67,51.54,-8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-02-08,42.46,51.73,-9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-02-15,42.24,51.95,-9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-02-22,42.0,52.18,-10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-01,41.75,52.43,-10.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-08,41.49,52.7,-11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-15,41.21,52.98,-11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-22,40.94,53.28,-12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-29,40.66,53.58,-12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-04-05,40.39,53.89,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-04-12,40.13,54.19,-14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-04-19,39.89,54.48,-14.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-04-26,39.66,54.75,-15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-05-03,39.44,55.01,-15.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-05-10,39.24,55.26,-16.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-05-17,39.05,55.51,-16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-05-24,38.86,55.74,-16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-05-31,38.68,55.96,-17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-07,38.51,56.18,-17.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-14,38.33,56.39,-18.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-21,38.14,56.62,-18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-28,37.94,56.86,-18.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-07-05,37.72,57.1,-19.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-07-12,37.5,57.36,-19.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-07-19,37.25,57.63,-20.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-07-26,36.99,57.91,-20.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-08-02,36.71,58.2,-21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-08-09,36.42,58.51,-22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-08-16,36.12,58.82,-22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-08-23,35.81,59.13,-23.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-08-30,35.52,59.44,-23.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-06,35.23,59.74,-24.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-13,34.94,60.03,-25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-20,34.67,60.31,-25.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-27,34.42,60.57,-26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-04,34.18,60.81,-26.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-11,33.94,61.04,-27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-18,33.71,61.27,-27.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-25,33.48,61.5,-28.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-01,33.23,61.75,-28.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-08,32.95,62.01,-29.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-15,32.61,62.32,-29.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-22,32.21,62.66,-30.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-29,31.75,63.04,-31.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-06,31.24,63.46,-32.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-13,30.7,63.88,-33.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-20,30.15,64.31,-34.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-27,29.6,64.72,-35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-03,29.09,65.1,-36.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-10,28.61,65.44,-36.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-17,28.18,65.74,-37.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-24,27.81,65.99,-38.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-31,27.49,66.18,-38.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-07,27.23,66.33,-39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-14,27.02,66.43,-39.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-21,26.86,66.48,-39.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-28,26.76,66.49,-39.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-07,26.69,66.46,-39.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-14,26.66,66.4,-39.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-21,26.66,66.32,-39.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-28,26.68,66.22,-39.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-04-04,26.73,66.11,-39.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-04-11,26.8,65.99,-39.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-04-18,26.88,65.85,-38.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-04-25,26.98,65.7,-38.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-02,27.09,65.54,-38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-09,27.22,65.38,-38.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-16,27.35,65.2,-37.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-23,27.49,65.02,-37.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-30,27.64,64.84,-37.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-06,27.8,64.65,-36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-13,27.95,64.46,-36.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-20,28.1,64.27,-36.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-27,28.25,64.08,-35.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-04,28.4,63.9,-35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-11,28.54,63.72,-35.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-18,28.68,63.55,-34.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-25,28.82,63.37,-34.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-01,28.97,63.2,-34.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-08,29.12,63.02,-33.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
